MOF,kh_co2,kh_n2,kh_sel,pq_co2,pq_n2
RSM3812,5.20E-05,3.38E-06,15.38461538,2.791444693,0.313129187
RSM3820,0.000329748,5.04E-06,65.42619048,6.62040702,0.472782337
RSM3823,0.000178511,6.18E-06,28.88527508,2.087077934,0.440915522
RSM3830,0.000230301,8.61E-06,26.74808362,7.3528298,0.763292055
RSM3834,0.000134075,6.33E-06,21.18088468,3.014649851,0.516591866
RSM3843,3.09E-05,2.90E-06,10.65517241,1.572819891,0.287685148
RSM3845,2.29E-05,3.49E-06,6.561604585,2.423202914,0.34806653
RSM3846,0.0011056,6.74E-06,164.0356083,3.071564827,0.566604811
RSM3849,0.000128904,5.03E-06,25.62703777,5.082152397,0.452288309
RSM3850,0.000141481,5.13E-06,27.5791423,5.082327628,0.450963949
RSM3860,0.000201468,3.54E-06,56.91186441,1.744849686,0.274225601
RSM3864,0.000881892,9.95E-06,88.63236181,4.302842555,0.730107797
RSM3865,0.000301062,6.21E-06,48.48019324,4.070997302,0.511848133
RSM3875,0.000183041,3.49E-06,52.44727794,2.219047175,0.303628916
RSM3889,1.42E-05,2.81E-06,5.053380783,1.423944694,0.280947819
RSM3891,0.000120904,7.33E-06,16.49440655,7.108625128,0.683723918
RSM3898,0.00546596,1.36E-05,401.9088235,3.352394063,0.885101731
RSM3905,0.000387681,6.88E-06,56.34898256,0.889815135,0.403346363
RSM3908,0.000971382,1.22E-05,79.62147541,2.043885574,0.635165056
RSM3912,0.000131232,5.51E-06,23.81705989,4.398267363,0.502835998
RSM3918,0.000371455,8.01E-06,46.37390762,2.119139096,0.551692412
RSM3966,0.000281577,6.55E-06,42.98885496,2.826743612,0.504728045
RSM3971,5.70E-05,3.65E-06,15.61643836,3.93954667,0.350864198
RSM3985,9.81E-05,3.56E-06,27.55617978,4.07039064,0.333280545
RSM3992,1.28E-05,4.57E-06,2.800875274,1.318168262,0.463684287
RSM3993,8.11E-05,5.29E-06,15.33081285,5.428666017,0.511807607
RSM3997,6.22E-05,3.70E-06,16.81081081,4.720398664,0.358064783
RSM4006,0.000991446,1.37E-05,72.36832117,1.775246423,0.733562651
RSM4009,0.00028648,7.79E-06,36.77535302,8.357980246,0.716646004
RSM4015,0.00013281,5.17E-06,25.68858801,4.467685701,0.475209669
RSM4021,0.000163275,3.94E-06,41.44035533,1.828967521,0.315433399
RSM4023,0.000439738,9.27E-06,47.43667745,2.426784484,0.646033206
RSM4030,3.43E-05,2.54E-06,13.50393701,1.764005661,0.25480825
RSM4038,0.000156645,5.46E-06,28.68956044,5.566289438,0.518795687
RSM4040,2.05E-05,3.66E-06,5.601092896,1.789144184,0.36234986
RSM4054,0.000119225,4.39E-06,27.15831435,3.860514458,0.377602108
RSM4062,8.57E-05,4.08E-06,21.00490196,3.578447416,0.387126034
RSM4063,5.33E-05,2.40E-06,22.20833333,3.830050263,0.238646779
RSM4068,0.000130904,4.52E-06,28.96106195,6.245492669,0.437213427
RSM4072,4.92E-05,2.25E-06,21.86666667,2.027318406,0.213363581
RSM4079,0.00032447,7.63E-06,42.52555701,6.437758622,0.682254213
RSM4082,9.20E-06,2.19E-06,4.200913242,0.973941394,0.222007342
RSM4092,0.000589483,6.75E-06,87.33081481,2.113281289,0.500392226
RSM4098,8.33E-05,4.69E-06,17.76119403,5.447992392,0.427816509
RSM4109,0.000564434,6.04E-06,93.44933775,4.091173395,0.478638946
RSM4117,0.000118403,4.42E-06,26.78800905,2.448216546,0.385943281
RSM4119,0.00256435,6.86E-06,373.8119534,0.838442385,0.375594712
RSM4127,0.000109946,6.43E-06,17.09891135,6.747833891,0.629882383
RSM4133,0.00011469,4.43E-06,25.88939052,2.727049096,0.385002382
RSM4136,0.000794543,4.56E-06,174.241886,1.71519194,0.317514873
RSM4144,0.000737331,6.89E-06,107.0146589,5.463304275,0.591789864
RSM4160,8.01E-05,3.17E-06,25.2681388,2.548340942,0.29161892
RSM4167,1.32E-05,7.77E-07,16.98841699,1.048894521,0.074752717
RSM4175,0.000287805,6.32E-06,45.53876582,6.086988832,0.593389256
RSM4181,0.00229691,1.87E-06,1228.294118,0.894192423,0.158639527
RSM4197,0.000817576,1.36E-06,601.1588235,0.926362082,0.126725323
RSM4199,0.000611118,1.62E-06,377.2333333,0.912987651,0.141015333
RSM4210,4.96E-05,3.20E-06,15.5,4.129794428,0.309997346
RSM4212,0.000368985,7.34E-06,50.27043597,2.746267016,0.558383922
RSM4216,0.000369206,6.45E-06,57.24124031,2.103956417,0.442926405
RSM4228,4.26E-05,2.52E-06,16.9047619,2.963440064,0.244915079
RSM4230,0.000173683,6.39E-06,27.18043818,3.389285402,0.512131229
RSM4232,0.000596149,8.18E-06,72.87885086,2.211681359,0.46488012
RSM4237,5.37E-05,3.08E-06,17.43506494,3.496074091,0.304366938
RSM4240,2.05E-05,3.66E-06,5.601092896,2.062939203,0.376297683
RSM4241,0.000181763,4.94E-06,36.79412955,4.885912742,0.480897975
RSM4255,5.96E-05,4.24E-06,14.05660377,3.74368863,0.399063896
RSM4258,0.000265481,1.92E-06,138.2713542,5.147497544,0.18767086
RSM4260,0.00418582,8.40E-06,498.3119048,3.714801186,0.682946693
RSM4271,0.00020491,6.76E-06,30.31213018,3.785732503,0.563617612
RSM4278,1.63E-05,2.51E-06,6.494023904,1.43644522,0.250081656
RSM4290,9.91E-05,5.27E-06,18.80455408,3.838994465,0.459444704
RSM4294,0.000179431,5.13E-06,34.97680312,2.909168595,0.421811036
RSM4297,0.00282898,2.22E-06,1274.315315,2.186672396,0.207783291
RSM4298,0.0005211,7.02E-07,742.3076923,1.967304398,0.069350037
RSM4306,2.46E-05,3.59E-06,6.852367688,2.552840298,0.362471443
RSM4311,2.37E-05,3.54E-06,6.694915254,2.429591536,0.352296065
RSM4322,0.000722906,7.03E-06,102.8315789,5.198621234,0.594240916
RSM4327,0.000101136,6.50E-06,15.55938462,6.407466943,0.611118209
RSM4338,0.00170874,8.58E-06,199.1538462,1.000129473,0.377939802
RSM4356,0.000468687,4.31E-06,108.7440835,2.354717714,0.342231953
RSM4357,4.85E-05,2.78E-06,17.44604317,2.671946123,0.269511425
RSM4362,0.000180689,3.03E-06,59.63333333,3.02647963,0.296919748
RSM4364,0.000306555,5.46E-06,56.1456044,4.735601479,0.483635691
RSM4370,2.22E-05,3.59E-06,6.183844011,2.62516935,0.357309592
RSM4380,3.23E-05,1.91E-06,16.91099476,1.57111318,0.178232608
RSM4385,0.000113736,5.02E-06,22.65657371,3.138843032,0.44321116
RSM4397,1.05E-05,3.14E-06,3.343949045,1.047885203,0.316139983
RSM4412,5.60E-05,3.48E-06,16.09195402,2.84431302,0.3311629
RSM4419,2.81E-05,3.27E-06,8.593272171,3.216806228,0.325119141
RSM4456,9.18E-05,4.10E-06,22.3902439,4.092732368,0.3791593
RSM4457,8.42E-05,4.97E-06,16.9416499,4.679487635,0.461496178
RSM4460,0.000166138,5.97E-06,27.82881072,3.887443581,0.522712868
RSM4464,9.09E-05,4.32E-06,21.04166667,3.062804759,0.401497893
RSM4480,5.16E-05,3.42E-06,15.0877193,3.422825673,0.335982023
RSM4489,0.000746702,9.81E-06,76.11641182,3.584010168,0.707191718
RSM4490,1.96E-05,3.57E-06,5.490196078,1.979168732,0.355984489
RSM4491,9.41E-05,4.17E-06,22.56594724,3.411125251,0.39272502
RSM4506,0.00220933,1.93E-05,114.473057,3.751445176,1.143913314
RSM4509,0.000180778,6.88E-06,26.27587209,2.362143733,0.493835783
RSM4517,5.04E-05,3.97E-06,12.69521411,4.646227089,0.396086159
RSM4548,0.000241613,3.56E-06,67.86882022,1.583684984,0.258162952
RSM4556,2.22E-05,3.76E-06,5.904255319,2.168754641,0.379169572
RSM4560,3.74E-05,3.84E-06,9.739583333,3.617698045,0.384996224
RSM4564,0.000131877,1.58E-06,83.4664557,0.896662289,0.128833186
RSM4565,0.000142328,2.21E-06,64.40180995,0.937494742,0.178858592
RSM4579,5.39E-05,4.82E-06,11.18257261,3.766863316,0.480154931
RSM4599,0.000132111,3.22E-06,41.02826087,2.520290779,0.27650166
RSM4602,7.62E-05,2.25E-06,33.86666667,2.365809969,0.225706729
str_m2_o1_o17_pcu_sym.129,9.78E-05,5.43E-06,18.01104972,3.231290536,0.463528566
str_m2_o1_o19_pcu_sym.61,4.32E-05,3.48E-06,12.4137931,3.162720633,0.331848363
str_m2_o1_o9_pcu_sym.185,8.31E-05,3.87E-06,21.47286822,2.434971532,0.326759117
str_m2_o10_o14_pcu_sym.22,0.000274224,3.20E-06,85.695,2.934686598,0.273335249
str_m2_o10_o26_pcu_sym.188,0.000382021,7.87E-06,48.54142313,4.940646824,0.65885474
str_m2_o10_o28_pcu_sym.57,0.000224787,7.81E-06,28.78194622,4.232984096,0.619140496
str_m2_o10_o28_pcu_sym.58,0.000410574,3.33E-06,123.2954955,3.517760087,0.288859857
str_m2_o10_o29_pcu_sym.193,0.000356149,9.30E-06,38.2955914,3.961757584,0.709543707
str_m2_o10_o29_pcu_sym.238,0.000253656,7.00E-06,36.23657143,3.382124117,0.543644896
str_m2_o10_o29_pcu_sym.38,0.000258362,4.09E-06,63.16919315,3.564789347,0.346322305
str_m2_o10_o29_pcu_sym.64,0.000455541,8.19E-06,55.62161172,4.879207478,0.686880916
str_m2_o10_o29_pcu_sym.82,0.000543258,1.19E-05,45.65193277,3.929827178,0.822005419
str_m2_o13_o22_pcu_sym.93,5.23E-05,3.22E-06,16.24223602,2.800755842,0.306780427
str_m2_o14_o14_pcu_sym.48,0.000275467,8.30E-06,33.18879518,3.485426483,0.637362902
str_m2_o14_o17_pcu_sym.222,0.000118418,4.45E-06,26.61078652,2.737763145,0.352723541
str_m2_o14_o22_pcu_sym.121,0.000231144,5.87E-06,39.37717206,4.008104803,0.508320855
str_m2_o14_o22_pcu_sym.239,7.97E-05,3.98E-06,20.02512563,3.380636354,0.358451468
str_m2_o14_o23_pcu_sym.139,0.000132096,6.42E-06,20.57570093,3.400547937,0.563124362
str_m2_o16_o16_pcu_sym.177,0.000121429,5.46E-06,22.23974359,4.382333814,0.491420657
str_m2_o4_o9_pcu_sym.40,0.000105019,4.98E-06,21.08815261,3.620041227,0.433311934
str_m2_o5_o29_pcu_sym.50,0.000322853,1.01E-05,31.96564356,4.717661565,0.725238541
str_m2_o5_o29_pcu_sym.83,0.000254384,9.51E-06,26.7491062,4.22090146,0.735191242
str_m2_o9_o14_pcu_sym.72,0.000113931,2.60E-06,43.81961538,3.033697971,0.245834974
str_m2_o9_o18_pcu_sym.31,0.000204941,6.35E-06,32.27417323,3.798959708,0.534300718
str_m2_o9_o19_pcu_sym.13,0.000115069,3.95E-06,29.13139241,3.221283439,0.339594768
str_m2_o9_o19_pcu_sym.99,0.000343683,5.89E-06,58.35025467,3.912088839,0.488905042
str_m3_o1_o12_pcu_sym.96,0.00014496,3.11E-06,46.61093248,2.787698734,0.257794454
str_m3_o1_o22_pcu_sym.190,5.90E-05,4.02E-06,14.67661692,3.257739686,0.364940945
str_m3_o1_o6_pcu_sym.147,8.34E-05,5.04E-06,16.54761905,3.766129442,0.446450104
str_m3_o1_o9_pcu_sym.206,0.000178951,4.45E-06,40.21370787,3.202257296,0.39244166
str_m3_o10_o14_pcu_sym.41,0.000225266,5.36E-06,42.02723881,4.685065756,0.458470336
str_m3_o10_o14_pcu_sym.51,0.000176059,6.60E-06,26.67560606,2.762350978,0.522251786
str_m3_o10_o15_pcu_sym.28,0.000548345,9.47E-06,57.90337909,3.10377097,0.656106928
str_m3_o10_o15_pcu_sym.33,0.0020104,1.05E-05,191.4666667,5.125496674,0.819991858
str_m3_o10_o16_pcu_sym.105,9.46E-05,2.83E-06,33.42756184,3.134622185,0.258798919
str_m3_o10_o16_pcu_sym.149,0.000150564,5.36E-06,28.09029851,3.883156842,0.474543769
str_m3_o10_o16_pcu_sym.41,0.000337043,9.44E-06,35.70370763,2.905556526,0.696224061
str_m3_o10_o17_pcu_sym.108,0.00026089,4.87E-06,53.57084189,5.76278108,0.470146749
str_m3_o10_o18_pcu_sym.55,0.000210167,5.77E-06,36.42409012,3.398957912,0.487284577
str_m3_o10_o28_pcu_sym.16,0.000192531,8.38E-06,22.97505967,4.549692587,0.724806039
str_m3_o10_o28_pcu_sym.35,0.000152677,5.76E-06,26.50642361,3.711411187,0.487454788
str_m3_o10_o28_pcu_sym.50,5.33E-05,2.95E-06,18.06779661,1.504985536,0.246238814
str_m3_o10_o29_pcu_sym.121,0.000847458,1.25E-05,67.79664,2.14977827,0.678196505
str_m3_o10_o29_pcu_sym.227,0.00225155,3.94E-06,571.4593909,4.964981825,0.352923313
str_m3_o10_o29_pcu_sym.24,0.000672074,3.96E-06,169.7156566,3.872656574,0.330517519
str_m3_o10_o29_pcu_sym.37,0.000469653,5.92E-06,79.33327703,6.164400981,0.512144346
str_m3_o10_o29_pcu_sym.55,0.000358531,8.52E-06,42.08110329,6.225980535,0.757878967
str_m3_o12_o13_pcu_sym.234,8.59E-05,4.12E-06,20.84951456,2.792227342,0.350598579
str_m3_o12_o15_pcu_sym.174,0.000311186,4.27E-06,72.87728337,3.743785834,0.369777008
str_m3_o14_o14_pcu_sym.131,0.000140258,4.54E-06,30.8938326,2.577382449,0.352294962
str_m3_o14_o16_pcu_sym.116,5.86E-05,1.66E-06,35.30120482,2.640332687,0.158989533
str_m3_o14_o16_pcu_sym.244,0.000169398,4.76E-06,35.58781513,2.786932306,0.383016718
str_m3_o22_o22_pcu_sym.40,9.94E-05,4.74E-06,20.97046414,2.062109021,0.38580261
str_m3_o4_o16_pcu_sym.143,5.07E-05,2.66E-06,19.06015038,1.716525681,0.219994295
str_m3_o4_o17_pcu_sym.145,6.44E-05,4.02E-06,16.0199005,2.9241595,0.35937705
str_m3_o4_o22_pcu_sym.72,0.000104558,5.05E-06,20.70455446,4.07590726,0.445910853
str_m3_o4_o5_pcu_sym.243,0.000188295,6.21E-06,30.32125604,4.556546044,0.547037733
str_m3_o4_o9_pcu_sym.187,0.000267209,3.21E-06,83.24267913,3.366540438,0.273998365
str_m3_o5_o13_pcu_sym.93,0.000212657,6.59E-06,32.26965099,3.881804765,0.543417382
str_m3_o5_o29_pcu_sym.79,0.000341153,1.12E-05,30.46008929,5.663543937,0.867996875
str_m4_o1_o11_acs_sym.5,0.0364868,6.15E-06,5932.813008,1.603419167,0.473984565
str_m4_o1_o14_acs_sym.10,0.0166601,3.92E-06,4250.02551,1.063930091,0.308298096
str_m4_o1_o14_acs_sym.139,0.0202583,5.71E-06,3547.863398,1.769203122,0.443195412
str_m4_o1_o14_acs_sym.44,0.0379107,6.13E-06,6184.453507,2.122024888,0.532605785
str_m4_o1_o15_acs_sym.167,0.00284089,4.76E-06,596.8256303,4.395096525,0.420916275
str_m4_o1_o15_acs_sym.172,0.263333,7.42E-06,35489.62264,1.253032878,0.544052582
str_m4_o1_o15_acs_sym.33,0.0191308,5.56E-06,3440.791367,2.291579921,0.475876897
str_m4_o1_o22_acs_sym.155,0.0403548,6.39E-06,6315.305164,1.878279691,0.514781556
str_m4_o1_o22_acs_sym.202,0.139672,7.45E-06,18747.91946,1.776552093,0.532503129
str_m4_o1_o22_acs_sym.203,0.00244582,4.27E-06,572.7915691,2.939571429,0.36593256
str_m4_o1_o22_acs_sym.22,0.05538,5.23E-06,10588.91013,1.797930778,0.421745814
str_m4_o1_o22_acs_sym.73,0.00235014,5.89E-06,399.0050934,4.933959328,0.533515427
str_m4_o1_o22_acs_sym.92,0.0525844,5.92E-06,8882.5,2.221921849,0.515861051
str_m4_o1_o4_acs_sym.145,0.0120109,3.74E-06,3211.470588,1.874363314,0.298880985
str_m4_o1_o4_acs_sym.170,0.0119813,5.03E-06,2381.968191,2.414290949,0.432562269
str_m4_o1_o4_acs_sym.68,0.0616541,6.18E-06,9976.391586,1.438167663,0.45256178
str_m4_o1_o4_acs_sym.81,0.111253,4.78E-06,23274.68619,1.299347468,0.325377066
str_m4_o11_o15_acs_sym.209,0.00343476,5.46E-06,629.0769231,4.946542762,0.491592603
str_m4_o11_o22_acs_sym.203,0.00829872,4.83E-06,1718.161491,3.203198173,0.42418849
str_m4_o11_o22_acs_sym.225,0.00618495,6.67E-06,927.2788606,4.213288212,0.543271588
str_m4_o11_o22_acs_sym.282,0.00578838,5.13E-06,1128.339181,3.439740218,0.44880231
str_m4_o11_o22_acs_sym.57,0.04636,3.89E-06,11917.73779,2.068096767,0.340174101
str_m4_o12_o15_acs_sym.133,0.00203397,6.37E-06,319.3045526,3.377021491,0.522245274
str_m4_o12_o15_acs_sym.171,0.0318153,4.98E-06,6388.614458,2.761051109,0.434098906
str_m4_o12_o15_acs_sym.218,0.00222375,9.25E-06,240.4054054,3.52541158,0.653639718
str_m4_o14_o14_acs_sym.115,0.0470017,1.25E-05,3760.136,1.805451342,0.815508881
str_m4_o14_o14_acs_sym.127,2.6596,2.19E-05,121442.9224,1.087664729,0.998528662
str_m4_o14_o14_acs_sym.41,0.030276,4.76E-06,6360.504202,0.674314899,0.291515274
str_m4_o14_o22_acs_sym.127,0.00998654,4.67E-06,2138.445396,1.114284402,0.339248403
str_m4_o14_o22_acs_sym.54,0.0153644,7.94E-06,1935.062972,2.061736703,0.575113339
str_m4_o14_o22_acs_sym.98,0.0288281,6.58E-06,4381.170213,0.81257329,0.380250429
str_m4_o14_o24_acs_sym.190,0.0405071,7.82E-06,5179.936061,1.939967707,0.555991547
str_m4_o17_o17_acs_sym.124,0.00523057,1.35E-05,387.4496296,5.686839263,0.94321987
str_m4_o17_o17_acs_sym.171,0.00527929,3.39E-05,155.7312684,4.422992525,1.296628663
str_m4_o17_o17_acs_sym.22,0.00265945,1.61E-05,165.1832298,5.245739552,0.891724774
str_m4_o17_o17_acs_sym.32,0.00333367,1.68E-05,198.4327381,4.500755997,0.845326221
str_m4_o2_o17_acs_sym.99,0.000629418,7.62E-06,82.6007874,5.540880596,0.617686407
str_m4_o22_o22_acs_sym.116,0.00429779,1.15E-05,373.7208696,3.867919795,0.814969009
str_m4_o22_o22_acs_sym.26,0.00569652,1.63E-05,349.4797546,4.888393486,1.183575518
str_m4_o22_o22_acs_sym.29,0.0040033,7.83E-06,511.2771392,5.088888329,0.656392128
str_m4_o22_o22_acs_sym.73,0.0109062,1.25E-05,872.496,3.625221058,0.908755538
str_m4_o22_o22_acs_sym.91,0.00680686,6.81E-06,999.5389134,4.46946076,0.572388224
str_m4_o22_o22_acs_sym.97,0.00402543,1.61E-05,250.0267081,5.247271054,1.178743734
str_m4_o22_o24_acs_sym.130,0.00390873,1.63E-05,239.7993865,5.2403439,1.201805504
str_m4_o22_o24_acs_sym.2,0.00582533,1.59E-05,366.372956,4.946286969,1.14082969
str_m4_o22_o24_acs_sym.30,0.00527097,1.33E-05,396.3135338,4.898440737,0.988152702
str_m4_o22_o24_acs_sym.66,0.00389869,1.22E-05,319.5647541,4.552755494,0.913808656
str_m4_o22_o24_acs_sym.91,0.00640345,1.29E-05,496.3914729,4.74935038,0.961342556
str_m4_o4_o11_acs_sym.161,0.0246718,2.57E-06,9599.922179,0.664647698,0.203944896
str_m4_o4_o11_acs_sym.80,0.0209573,7.43E-06,2820.632571,2.182565392,0.573964198
str_m4_o4_o14_acs_sym.127,0.00938124,7.36E-06,1274.625,2.501053632,0.546713676
str_m4_o4_o14_acs_sym.3,0.0338181,1.28E-05,2642.039063,2.504404033,0.845425376
str_m4_o4_o15_acs_sym.13,0.0193259,5.48E-06,3526.624088,0.89088848,0.330303316
str_m4_o4_o15_acs_sym.20,0.101788,5.74E-06,17733.10105,1.426528903,0.486941358
str_m4_o4_o22_acs_sym.111,0.0153408,9.41E-06,1630.265675,2.872872216,0.709918713
str_m4_o4_o22_acs_sym.138,0.0123437,8.87E-06,1391.62345,2.876650849,0.678464762
str_m4_o4_o22_acs_sym.167,0.0342846,8.44E-06,4062.156398,1.967584896,0.617710586
str_m4_o4_o22_acs_sym.183,0.0059692,7.94E-06,751.7884131,3.244728258,0.627179793
str_m4_o4_o4_acs_sym.127,0.00539249,8.08E-06,667.3873762,3.618338068,0.642673242
str_m4_o4_o5_acs_sym.113,0.00488991,4.63E-06,1056.136069,3.883989592,0.403498256
str_m4_o4_o5_acs_sym.136,0.00115539,2.68E-06,431.1156716,3.077221878,0.242365796
str_m4_o4_o9_acs_sym.52,0.0505514,5.44E-06,9292.536765,1.933399634,0.425815444
str_m4_o5_o14_acs_sym.104,0.00263688,4.71E-06,559.8471338,3.809186236,0.405702103
str_m4_o5_o14_acs_sym.175,0.00340858,4.20E-06,811.5666667,3.17368989,0.375449799
str_m4_o5_o24_acs_sym.154,0.00221245,4.89E-06,452.4437628,5.310359054,0.441266
str_m4_o5_o24_acs_sym.178,0.00841597,5.10E-06,1650.190196,3.048948525,0.415666063
str_m5_o1_o16_sra_sym.18,0.000359857,8.76E-06,41.07956621,5.384777335,0.727860436
str_m5_o1_o16_sra_sym.187,0.000215101,4.90E-06,43.89816327,4.557524929,0.434214512
str_m5_o1_o16_sra_sym.71,0.000545328,5.08E-06,107.3480315,4.832829117,0.449186022
str_m5_o1_o16_sra_sym.97,0.000109963,3.24E-06,33.93919753,4.663250258,0.312717614
str_m5_o1_o17_sra_sym.50,0.000326315,6.04E-06,54.02566225,4.065376524,0.534027539
str_m5_o1_o17_sra_sym.58,0.000410083,6.20E-06,66.14241935,4.930276769,0.556780722
str_m5_o1_o18_sra_sym.61,0.000435781,9.55E-06,45.63151832,6.917364853,0.796631981
str_m5_o10_o29_sra_sym.117,0.00215011,1.80E-05,119.4505556,4.706897763,1.069596869
str_m5_o10_o29_sra_sym.172,0.00301818,1.87E-05,161.4,5.0623876,1.102071678
str_m5_o11_o16_sra_sym.124,0.000275169,5.73E-06,48.02251309,5.570231561,0.516994724
str_m5_o11_o16_sra_sym.127,0.000185284,4.85E-06,38.2028866,5.207012524,0.454148082
str_m5_o11_o16_sra_sym.128,0.000236652,5.55E-06,42.64,5.946504012,0.518878788
str_m5_o11_o16_sra_sym.151,0.000310586,5.30E-06,58.60113208,5.427081735,0.482099403
str_m5_o11_o16_sra_sym.162,0.000251791,4.45E-06,56.58224719,5.154259622,0.417540163
str_m5_o11_o16_sra_sym.189,0.000270367,5.76E-06,46.93871528,5.20047289,0.512799769
str_m5_o11_o16_sra_sym.4,0.000292138,5.97E-06,48.93433836,5.940620359,0.54487146
str_m5_o11_o16_sra_sym.80,0.000262905,5.79E-06,45.40673575,6.027080716,0.532239753
str_m5_o11_o16_sra_sym.83,0.000387571,4.81E-06,80.57609148,4.314865344,0.41982942
str_m5_o11_o18_sra_sym.132,0.000412617,7.91E-06,52.16396966,6.53425064,0.701904617
str_m5_o11_o18_sra_sym.22,0.00029449,6.17E-06,47.72933549,4.652431298,0.535122758
str_m5_o11_o18_sra_sym.57,0.000372316,7.66E-06,48.60522193,5.136102901,0.675774625
str_m5_o12_o18_sra_sym.99,7.13E-05,1.74E-06,40.97701149,1.974142943,0.164237104
str_m5_o13_o16_sra_sym.13,0.000479835,5.31E-07,903.6440678,2.484407512,0.051934851
str_m5_o13_o22_sra_sym.235,9.02E-05,2.82E-06,31.9858156,1.839801747,0.239733798
str_m5_o16_o16_sra_sym.3,0.000391716,5.44E-06,72.00661765,7.432168141,0.51267807
str_m5_o16_o16_sra_sym.43,0.000404563,8.02E-06,50.44426434,6.346011291,0.665599567
str_m5_o16_o19_sra_sym.15,0.000475501,7.53E-06,63.14754316,5.088147008,0.645957019
str_m5_o16_o24_sra_sym.108,0.000521336,5.56E-06,93.76546763,4.604423747,0.479989905
str_m5_o16_o24_sra_sym.92,0.000624805,6.59E-06,94.81107739,5.190966232,0.565622963
str_m5_o17_o22_sra_sym.36,6.73E-05,3.42E-06,19.67836257,2.248454968,0.305151239
str_m5_o17_o22_sra_sym.44,5.70E-05,2.79E-06,20.43010753,2.251851998,0.256419098
str_m5_o18_o18_sra_sym.57,0.000505546,1.06E-05,47.69301887,6.786228368,0.964781284
str_m5_o18_o19_sra_sym.43,0.000807729,1.41E-05,57.28574468,5.499434762,1.010446347
str_m5_o18_o19_sra_sym.88,0.000442715,1.03E-05,42.98203883,6.69126437,0.870594218
str_m5_o18_o22_sra_sym.67,0.000412887,7.70E-06,53.62168831,5.591658775,0.664234147
str_m5_o18_o24_sra_sym.80,0.000480682,6.02E-06,79.84750831,5.650286727,0.53322718
str_m5_o18_o29_sra_sym.17,2.46E-05,8.58E-07,28.67132867,1.173505413,0.081787073
str_m5_o2_o17_sra_sym.25,0.000409739,5.53E-06,74.09385172,5.871980106,0.514551184
str_m5_o2_o19_sra_sym.116,0.000545512,9.24E-06,59.03809524,4.929125507,0.764232122
str_m5_o2_o19_sra_sym.12,0.000181757,2.91E-06,62.45945017,5.316325978,0.282333753
str_m5_o2_o19_sra_sym.141,0.000241861,5.18E-06,46.69131274,3.773329792,0.449620044
str_m5_o2_o19_sra_sym.53,0.00024257,5.11E-06,47.46966732,3.836198366,0.445024121
str_m5_o2_o19_sra_sym.7,0.000424787,5.99E-06,70.91602671,3.947473262,0.498086252
str_m5_o2_o20_sra_sym.119,0.00144303,8.12E-06,177.7130542,4.079975342,0.59243712
str_m5_o25_o25_sra_sym.42,0.000220556,3.68E-06,59.93369565,3.707566945,0.347137609
str_m5_o4_o16_sra_sym.35,0.000341892,5.05E-06,67.70138614,4.46873181,0.443809041
str_m5_o4_o16_sra_sym.5,0.000431605,6.76E-06,63.84689349,6.154336944,0.604260762
str_m5_o4_o16_sra_sym.60,0.00072385,8.48E-06,85.35966981,5.531780204,0.691100194
str_m5_o4_o16_sra_sym.65,0.00061974,6.40E-06,96.834375,6.365589073,0.580768564
str_m5_o4_o16_sra_sym.66,0.000511994,7.22E-06,70.9132964,5.189092672,0.614607217
str_m5_o4_o18_sra_sym.107,0.000338777,7.94E-06,42.66712846,5.131873749,0.664831474
str_m5_o4_o24_sra_sym.100,8.55E-05,4.57E-06,18.70897155,3.071474658,0.405796518
str_m5_o4_o4_sra_sym.69,6.88E-05,1.79E-06,38.43575419,1.597338214,0.15717238
str_m5_o5_o16_sra_sym.88,0.00073894,7.36E-06,100.3994565,5.428266911,0.596611475
str_m5_o5_o18_sra_sym.78,0.000336846,7.70E-06,43.74623377,4.710122207,0.659713315
str_m6_o42_o47_etb_sym.114,1.59E-05,1.08E-06,14.72222222,0.831931012,0.100955301
str_m6_o42_o49_etb_sym.13,1.59E-05,1.36E-06,11.69117647,1.143999606,0.124704522
str_m6_o43_o48_etb_sym.93,2.95E-05,7.38E-07,39.97289973,0.884354266,0.070144971
str_m6_o46_o55_etb_sym.130,3.81E-05,1.09E-06,34.95412844,0.934881629,0.088366461
str_m6_o46_o55_etb_sym.75,3.06E-05,1.55E-06,19.74193548,1.060020744,0.128210641
str_m6_o46_o56_etb_sym.177,2.71E-05,2.04E-06,13.28431373,1.380080583,0.180047415
str_m6_o46_o56_etb_sym.5,6.96E-05,1.94E-06,35.87628866,1.397123596,0.15647067
str_m6_o46_o56_etb_sym.58,6.59E-05,9.67E-07,68.14891417,0.795798291,0.08069089
str_m6_o46_o57_etb_sym.19,7.06E-05,2.58E-06,27.36434109,1.420939488,0.216717388
str_m6_o46_o57_etb_sym.22,9.29E-05,3.25E-06,28.58461538,1.297133953,0.249513553
str_m6_o46_o57_etb_sym.3,7.07E-05,1.16E-06,60.94827586,1.56660926,0.101741513
str_m6_o47_o49_etb_sym.75,2.36E-05,8.82E-07,26.75736961,0.659222175,0.076224149
str_m6_o47_o55_etb_sym.65,3.27E-05,1.76E-06,18.57954545,1.094932302,0.151989563
str_m7_o10_o24_bcu_sym.128,0.000281741,6.08E-06,46.33898026,5.396920716,0.524642404
str_m7_o10_o24_bcu_sym.56,0.000314758,6.26E-06,50.28083067,4.167956314,0.519708779
