,MOF,purity,recovery,working_capacity,productivity,spec_heat,spec_cool,el_energy,product_out,n_out_vac,time_steps,rho_b,vac_decay,selectivity,alpha,CAPEX,OPEX,CAC,CCC,LCOC,LCOE,spec_heat_tot,spec_cool_tot,spec_power_tot,purity_c,productivity_tea,CO2_avoided,CO2_captured,spec_CO2_emission,SPECCA,var_OPEX,CAPEX_bd,OPEX_bd,CAC_bd,power_output_ccs,CAC_approx_neg,SPECCA_approx_neg,cool_bd,power_bd,Climate Change,Climate Change: Biogenic,Climate Change: Fossil,Climate Change: Land Use And Land Use Change,Water Use,Energy Resources: Non-Renewable,Material Resources: Metals/Minerals,Land Use,Acidification,Ecotoxicity: Freshwater,"Ecotoxicity: Freshwater, Inorganics","Ecotoxicity: Freshwater, Metals","Ecotoxicity: Freshwater, Organics",Eutrophication: Freshwater,Eutrophication: Marine,Eutrophication: Terrestrial,Human Toxicity: Carcinogenic,"Human Toxicity: Carcinogenic, Inorganics","Human Toxicity: Carcinogenic, Metals","Human Toxicity: Carcinogenic, Organics",Human Toxicity: Non-Carcinogenic,"Human Toxicity: Non-Carcinogenic, Inorganics","Human Toxicity: Non-Carcinogenic, Metals","Human Toxicity: Non-Carcinogenic, Organics",Particulate Matter Formation,Ozone Depletion,Photochemical Ozone Formation: Human Health,Ionising Radiation: Human Health,nCAC,eff_recovery,OPEX_system,nCAC_system,CCC_system,LCOC_system,nCAC_system_bd
0,010_bcg+N131+14_charge,99.89042344,96.49667168,2.331158366,7.628067944,0.099088754,-0.099027772,0.008637456,"[94478.73317050008, 118.79481181559251, 46923.29182976512]","[[1616.4950834082533, 4983.176798786566], [2090.4778024523293, 620.8652389269678], [108293.81496532606, 118.79481181559251]]","[1100.1698174414914, 781.7620231360127, 25.721677694425253, 5.61642596174912, 196.6020639753998, 90.46762667390448]",351.14625,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 68.69347523298117, 310.15, 0.18495665999343275], [2, 53.53794447310028, 310.15, 0.23656376280411923], [3, 43.74410251225576, 310.15, 0.2887565429563858], [4, 37.274760188483604, 310.15, 0.3381148245261599], [5, 32.888707423439264, 310.15, 0.38248979624343366], [6, 29.831761256090875, 310.15, 0.4210279433732743], [7, 27.642783982144394, 310.15, 0.453779370852516], [8, 26.035655371893416, 310.15, 0.48127026116734095], [9, 24.82913795522224, 310.15, 0.5042023440962101], [10, 23.90563811661782, 310.15, 0.523286424607476], [11, 23.18690881876924, 310.15, 0.5391671430169391]]",258.9024114,0.12764587,369.998336,286.2057226,56.91652389,39.20764331,18.71958644,91.3500274,2.251515669,4.080835643,0.568654172,99.80737395,7.628067944,467079.7065,467079.7065,389.9841497,5.916898479,"[0.0, 0, 0.0]","{'ShellAndTubePackedColumn': 107390270.24346544, 'Material': 41739602.20033003, 'VacuumPump': 1319593.583150088, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 107387.754697965, 'IntercooledCondensingCompressor': 55512941.45370076}","{'Fixed': 203285980.0932548, 'Adsorbent': 89553321.93860963, 'npv_CC': 39322359863.508125}","{'CAC_CAPEX': 32.380350316940614, 'CAC_FixedOPEX': 10.642289119259175, 'CAC_VariableOPEX': 14.126295714469647}",601.4949155,56.91652389,5.916898479,"{'process': 291.94168600950434, 'VacuumPump': 1.6346608485281537, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 4.0210673457296515, 'IntercooledCondensingCompressor': 180.46218966706115}","{'process': 0.0, 'VacuumPump': 2.0121067627659697, 'IntercooledCondensingCompressor': 71.76756644741799}",0.105624033,7.96E-05,0.105364728,0.000179743,0.024085293,2.789797713,1.22E-07,1.070003345,0.000330072,1.405185582,0.076037482,1.24268989,0.08645821,1.65E-05,8.18E-05,0.000894011,2.73E-11,1.44E-19,1.70E-11,1.03E-11,8.48E-10,1.70E-10,6.47E-10,3.64E-11,1.72E-09,8.55E-09,0.000213703,0.097974433,57.08189669,86.30430405,2028.332972,70.46624647,63.02331733,63.02331733,"{'CAPEX': 12.792315080906887, 'FixedOPEX': 5.780264793115371, 'VariableOPEX': 51.89366659435144}"
1,014_dmp+N156+20_charge,99.84791,98.0285338,1.86183949,5.808202955,0.099724133,-0.099766771,0.00855274,"[100457.9594071609, 172.22599708401384, 48991.62351831461]","[[1100.5891307437023, 3785.2476214398484], [983.8087159444608, 426.34491809815404], [113067.29782282274, 172.22599708401384]]","[1153.9924163515925, 804.1275702906029, 20.600245878100107, 5.887101648170904, 216.632572127625, 106.74492640709354]",467.4852,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 57.65882255045973, 310.15, 0.19638060965443213], [2, 42.995815718623845, 310.15, 0.2621268457434519], [3, 34.774070106248175, 310.15, 0.32302102832276064], [4, 29.925527606693347, 310.15, 0.3744424129954961], [5, 26.913641869665756, 310.15, 0.4155951969652831], [6, 24.952368104642055, 310.15, 0.4476565904481706], [7, 23.623677308223147, 310.15, 0.47235316483864503], [8, 22.694395353865534, 310.15, 0.49131418370007796], [9, 22.027923287735753, 310.15, 0.5058793690733318]]",514.2531056,0.111569539,402.0735018,333.0698199,58.97852913,40.66657105,20.22148807,93.81876819,2.265952889,4.070392899,0.562287798,99.76183628,5.808202955,482826.2861,482826.2861,366.8278174,5.898899232,"[0.0, 0, 0.0]","{'ShellAndTubePackedColumn': 109511009.02909705, 'Material': 56665794.50946858, 'VacuumPump': 867524.2742363705, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 108383.41840641179, 'IntercooledCondensingCompressor': 57305496.755994}","{'Fixed': 220497757.83384424, 'Adsorbent': 121577827.07793543, 'npv_CC': 40648027974.38258}","{'CAC_CAPEX': 33.16703635198967, 'CAC_FixedOPEX': 10.995223636034751, 'CAC_VariableOPEX': 15.04797340022161}",596.538466,58.97852913,5.898899232,"{'process': 304.03594044066546, 'VacuumPump': 1.0694893369570329, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 4.081144226549916, 'IntercooledCondensingCompressor': 185.32224443767427}","{'process': 0.0, 'VacuumPump': 1.3281509405517855, 'IntercooledCondensingCompressor': 74.0849960124735}",0.105912136,8.60E-05,0.105635159,0.000190941,0.024832292,2.786414359,1.23E-07,1.079899028,0.000330814,1.441414668,0.080328887,1.249006561,0.11207922,1.66E-05,8.26E-05,0.000895608,2.84E-11,1.44E-19,1.71E-11,1.13E-11,8.82E-10,1.87E-10,6.57E-10,4.46E-11,1.76E-09,8.88E-09,0.000212753,0.097815412,59.19324941,87.64612238,2130.151794,72.06483176,64.43229149,64.43229149,"{'CAPEX': 13.452247300359339, 'FixedOPEX': 6.067146712484341, 'VariableOPEX': 52.545437747885664}"
2,022_dmp+N276+33_charge,99.96121448,90.85969329,1.717547808,6.283805337,0.111113364,-0.110873608,0.009022946,"[77492.27644460228, 33.303331517375916, 37190.705042542664]","[[2360.272665501465, 6660.192121427686], [6056.626713753081, 924.8031879197455], [85832.07130733169, 33.303331517375916]]","[983.985304620015, 654.014241683552, 32.30309490046144, 8.538679032933587, 176.53237417984494, 112.59691482322302]",390.9087,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 80.26182276869726, 310.15, 0.1792480552060734], [2, 65.30232975605576, 310.15, 0.21936879631218723], [3, 54.59252377900522, 310.15, 0.2614279938036074], [4, 46.844746873271525, 310.15, 0.30367473348988067], [5, 41.168173430044526, 310.15, 0.34456162927726697], [6, 36.94866157982344, 310.15, 0.38294933297115896], [7, 33.76338410814208, 310.15, 0.41815690058895316], [8, 31.320686671114505, 310.15, 0.44990018394802184], [9, 29.418315462100818, 310.15, 0.47818282983726457], [10, 27.914819873606945, 310.15, 0.5031879404794711], [11, 26.71018925009643, 310.15, 0.5251927580030733], [12, 25.732820258762377, 310.15, 0.5445104607068613], [13, 24.93075296235149, 310.15, 0.5614546570679801]]",135.0013109,0.09729535,396.9088774,316.4137331,64.22290458,42.74619516,20.72576353,93.91128836,2.524741405,4.352885324,0.583062948,99.88993982,6.283805337,457933.8212,457933.8212,410.9593977,6.581790034,"[0.0, 0, 0.0]","{'ShellAndTubePackedColumn': 114810388.17017269, 'Material': 49676599.21416131, 'VacuumPump': 2710532.873130385, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 103866.52506963642, 'IntercooledCondensingCompressor': 54195987.04789903}","{'Fixed': 217726381.09128603, 'Adsorbent': 106582340.21707793, 'npv_CC': 38552388944.07202}","{'CAC_CAPEX': 36.35181589177636, 'CAC_FixedOPEX': 11.975131496872306, 'CAC_VariableOPEX': 16.154484885908442}",593.0497509,64.22290458,6.581790034,"{'process': 320.46381998260824, 'VacuumPump': 3.383970654648981, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 3.808903735808304, 'IntercooledCondensingCompressor': 174.64121377629812}","{'process': 0.0, 'VacuumPump': 4.102848014305744, 'IntercooledCondensingCompressor': 70.06499745446662}",0.113756478,8.86E-05,0.113469413,0.000198444,0.026483976,2.999287842,1.39E-07,1.155589188,0.000360597,1.532154044,0.083327827,1.34451034,0.104315877,1.79E-05,8.78E-05,0.000956617,3.05E-11,1.55E-19,1.89E-11,1.15E-11,9.29E-10,1.89E-10,7.03E-10,4.28E-11,1.88E-09,9.40E-09,0.000228659,0.105331156,64.45312483,80.52381463,2152.1769,77.11551799,68.3431283,68.3431283,"{'CAPEX': 14.125229564391418, 'FixedOPEX': 6.372453650659792, 'VariableOPEX': 56.61783477809081}"
3,025_dmp+N520+36_charge,69.09381286,84.72527918,0.034513879,0.490996126,1.899038929,-1.899139931,0.012516628,"[1963.7050990269813, 880.1789290190991, 852.6082202832932]","[[326.0934424059396, 2149.116252839451], [3.123809128918238, 49.73758345113805], [1967.7263304597336, 880.1789290190991]]","[253.05691522834246, 10.152519636948906, 14.864381243140071, 5.644164954353974, 110.85805144133803, 111.53779795256146]",492.9561,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 29.71675983458275, 310.15, 0.06105410759991305], [2, 22.11670746260629, 310.15, 0.05401106129523716], [3, 20.494984864317946, 310.15, 0.052541716086169], [4, 20.11777479800307, 310.15, 0.05220206016552399]]",479.0686575,0.002048872,5662.272636,26212.68743,-226.910655,567.1611347,525.9134611,1741.050103,43.1503649,45.17014411,0.996817525,69.0037576,0.490996126,-1400209.161,747539.1392,8329.346052,-8.629389512,"[15792.255092497588, 204619.33017100662, 30311.189567217927]","{'ShellAndTubePackedColumn': 1902059725.4231536, 'Material': 1037833608.6405632, 'VacuumPump': 27595116.43924449, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 133582.60929587175, 'IntercooledCondensingCompressor': 127000951.90619078, 'SteamBoiler': 123028182.53040422, 'ForcedDraughtCoolingTower': 22433317.909938373}","{'Fixed': 3043160591.0507646, 'Electricity': 1329513419.6368499, 'Heat': 17226428004.490406, 'Makeup-water': 2551828922.3885193, 'Adsorbent': 2226697006.531665, 'npv_CC': 62933590641.83843}","{'CAC_CAPEX': -52.5198652121106, 'CAC_FixedOPEX': -21.086868681659507, 'CAC_VariableOPEX': -153.4328756795246}",252.3442222,168014.6043,6389.578596,"{'process': 8960.639505131676, 'VacuumPump': 33.40798100145995, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 5.614408047508329, 'IntercooledCondensingCompressor': 328.50191409603076}","{'process': 0.0, 'VacuumPump': 42.80109317261022, 'IntercooledCondensingCompressor': 164.18782748910277}",3.111157273,0.000829466,3.109288046,0.001039761,0.128306822,55.19570878,8.57E-07,3.832228456,0.003265264,7.962226409,1.114817946,5.535144022,1.312264441,7.90E-05,0.000885781,0.009478241,3.51E-10,7.22E-19,1.24E-10,2.27E-10,5.72E-09,1.81E-09,3.44E-09,7.30E-10,1.34E-08,4.62E-07,0.002991077,0.275378633,-224.2695098,-178.8683894,31826.02938,-291.3606468,615.1081486,615.1081486,"{'CAPEX': -51.81992127394329, 'FixedOPEX': -22.904550462395832, 'VariableOPEX': -216.63617507237944}"
4,027_dmp+N520+39_charge,97.95375266,98.01449764,0.605955928,4.974730939,0.154425224,-0.154455009,0.008691614,"[28404.902105349003, 600.941058716375, 12464.637355217554]","[[479.0773625982113, 2806.443725199177], [69.0756306115148, 169.12997361088713], [28767.016948703655, 600.941058716375]]","[438.50438681298215, 200.32954177422025, 16.332946395426074, 4.299145324057243, 133.4090007637695, 84.13375255550909]",406.1421,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 40.351183030794814, 310.15, 0.11966920884380647], [2, 30.669241653770023, 310.15, 0.1572827635715426], [3, 25.8023551811104, 310.15, 0.18679581709233978], [4, 23.245842433227075, 310.15, 0.20722185350461234], [5, 21.85087553053529, 310.15, 0.22037115362767973], [6, 21.068360435748673, 310.15, 0.22850509441611996], [7, 20.621303217316783, 310.15, 0.23342746058184627]]",348.7228452,0.013172572,550.9764529,449.5737229,85.14982507,50.81696283,24.26636645,114.4856088,3.50888266,5.231980653,0.577289108,97.86246655,4.974730939,547999.0501,547999.0501,295.6453249,8.850647676,"[0.0, 0, 0.0]","{'ShellAndTubePackedColumn': 167035477.57485738, 'Material': 75089993.85584015, 'VacuumPump': 1949236.9618133404, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 109779.00462179717, 'IntercooledCondensingCompressor': 65638483.52961671}","{'Fixed': 300400213.06044436, 'Adsorbent': 161107390.57515746, 'npv_CC': 46134772192.09165}","{'CAC_CAPEX': 47.92417989749595, 'CAC_FixedOPEX': 15.603787020608149, 'CAC_VariableOPEX': 21.96950484607932}",519.7245706,85.14982507,8.850647676,"{'process': 534.2320108475569, 'VacuumPump': 2.3660691594003116, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 4.16541548591119, 'IntercooledCondensingCompressor': 204.25302894237205}","{'process': 0.0, 'VacuumPump': 3.018131767856339, 'IntercooledCondensingCompressor': 84.85794672127719}",0.137216678,0.000108096,0.136866943,0.000241639,0.031806139,3.617305448,1.59E-07,1.39578635,0.000428568,1.850259,0.101584005,1.617207882,0.131467112,2.15E-05,0.000106722,0.001159788,3.62E-11,1.87E-19,2.21E-11,1.41E-11,1.13E-09,2.34E-10,8.47E-10,5.33E-11,2.26E-09,1.13E-08,0.000276256,0.127000526,85.56908766,84.56527392,3098.331169,94.67016366,81.67983834,81.67983834,"{'CAPEX': 16.831080130915904, 'FixedOPEX': 7.546926393670454, 'VariableOPEX': 70.29215713076827}"
5,030_dmp+N520+42_charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,036_bcu+N124+36_charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,041_dmp+N520+52_charge,99.92261283,94.85695482,0.753296096,3.69285488,0.131813537,-0.131859829,0.008729816,"[53024.43636752815, 43.38269399730419, 24271.475470485573]","[[1130.2058891555723, 3408.6618308140773], [1805.1268353717135, 351.4795150015528], [56015.9053433863, 43.38269399730419]]","[734.3548647189164, 405.61181516459567, 19.086995576638447, 6.842548583530546, 182.91313538194774, 119.90037001220401]",609.86835,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 58.19449500790851, 310.15, 0.23731839321784903], [2, 40.22835386581231, 310.15, 0.33366237956098344], [3, 32.08485950764955, 310.15, 0.4150368986964195], [4, 27.85432329800854, 310.15, 0.4769596863452765], [5, 25.390342082271896, 310.15, 0.5223359921159574], [6, 23.843032296586845, 310.15, 0.5555063082200798], [7, 22.81479346692571, 310.15, 0.5799668458150946], [8, 22.102138382568256, 310.15, 0.5982131072849302]]",384.8475875,0.053685123,521.4599906,469.8362016,78.53441867,49.93362885,25.95269876,105.980375,2.99509511,4.757088217,0.568336205,99.85117419,3.69285488,505239.1201,505239.1201,350.9384058,7.503409427,"[0.0, 0, 0.0]","{'ShellAndTubePackedColumn': 138157719.9480493, 'Material': 93262400.26747629, 'VacuumPump': 1828831.0548640136, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 107157.24558258013, 'IntercooledCondensingCompressor': 59545332.03813437}","{'Fixed': 284561455.0482756, 'Adsorbent': 200096726.26575106, 'npv_CC': 42534912609.70044}","{'CAC_CAPEX': 43.44554048800284, 'CAC_FixedOPEX': 14.500809728828772, 'CAC_VariableOPEX': 20.882796650382097}",559.682458,78.53441867,7.503409427,"{'process': 420.49184942028444, 'VacuumPump': 2.2714764862483, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 4.007164146817936, 'IntercooledCondensingCompressor': 189.45343344242835}","{'process': 0.0, 'VacuumPump': 2.782017457819969, 'IntercooledCondensingCompressor': 76.98067264629677}",0.125202259,0.000112023,0.124846991,0.000243245,0.030484272,3.274698336,1.48E-07,1.286334619,0.000392433,1.762219705,0.10568554,1.482125377,0.174408788,1.96E-05,9.88E-05,0.001067003,3.52E-11,1.70E-19,2.03E-11,1.49E-11,1.09E-09,2.46E-10,7.88E-10,6.61E-11,2.12E-09,1.13E-08,0.000251162,0.114800579,79.01998762,82.98064977,2675.559839,88.94567954,77.80947951,77.80947951,"{'CAPEX': 17.04028545719423, 'FixedOPEX': 7.647559687408798, 'VariableOPEX': 64.25783439763913}"
8,045_dmp+N520+57_charge,99.92578933,94.74681828,0.878217329,4.275043369,0.129273408,-0.12927763,0.008731374,"[54425.08268313992, 42.52225479373132, 24809.17529265253]","[[1225.2716960919765, 3527.4571671544536], [1867.6166892690394, 343.587272172661], [57256.85760351097, 42.52225479373132]]","[739.5439324976153, 416.95278313649897, 19.603871960726387, 6.802138174102402, 178.7675204116595, 117.41761881462804]",536.9364,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 60.286264422550275, 310.15, 0.23725642023451166], [2, 42.14049752017342, 310.15, 0.3367487129967486], [3, 33.43799217902371, 310.15, 0.4219242133416715], [4, 28.81706816078077, 310.15, 0.487473054734749], [5, 26.119083119996926, 310.15, 0.5360937265196334], [6, 24.418609838628974, 310.15, 0.5720259605085981], [7, 23.282457029385284, 310.15, 0.5988156629453456], [8, 22.48926802369237, 310.15, 0.619034393015204]]",326.5165491,0.049635009,494.0327607,429.6467115,74.95719682,47.96899741,24.26025036,103.945393,2.937377761,4.697057351,0.568358377,99.85485236,4.275043369,504479.7369,504479.7369,350.6951709,7.370331397,"[0.0, 0, 0.0]","{'ShellAndTubePackedColumn': 135349569.7459581, 'Material': 80440555.6464638, 'VacuumPump': 1850411.9849194244, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 106780.61483752128, 'IntercooledCondensingCompressor': 59430330.91511157}","{'Fixed': 269843795.0350703, 'Adsorbent': 172587149.7805376, 'npv_CC': 42470981896.19675}","{'CAC_CAPEX': 41.74743080775965, 'CAC_FixedOPEX': 13.836516302272873, 'CAC_VariableOPEX': 19.66275070542467}",562.2360076,74.95719682,7.370331397,"{'process': 411.63776601683867, 'VacuumPump': 2.2991103635604095, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 3.984451944744883, 'IntercooledCondensingCompressor': 188.88681509643934}","{'process': 0.0, 'VacuumPump': 2.813914086917863, 'IntercooledCondensingCompressor': 76.831998291778}",0.12335846,0.000105301,0.123022141,0.000231018,0.029474373,3.235758072,1.45E-07,1.262068875,0.00038776,1.704645766,0.09639903,1.456904544,0.151342192,1.93E-05,9.77E-05,0.001057616,3.39E-11,1.68E-19,2.00E-11,1.39E-11,1.05E-09,2.32E-10,7.71E-10,5.85E-11,2.07E-09,1.07E-08,0.000249922,0.113464149,75.36229162,83.05899664,2607.057821,86.15660379,75.52845779,75.52845779,"{'CAPEX': 16.13431280599113, 'FixedOPEX': 7.247664622229111, 'VariableOPEX': 62.774626364211656}"
9,047_dmp+N520+61_charge,99.39421653,89.41978021,0.412830187,3.305396228,0.193618042,-0.19361118,0.008999197,"[24305.976028274716, 149.51513895737983, 10629.520659447217]","[[1583.300850799068, 4594.969631337756], [1259.9481823971444, 418.59711929898907], [24531.768735246667, 149.51513895737983]]","[449.6249679746461, 185.51769580381585, 23.837312994419285, 6.098144728321942, 124.15625439839866, 110.01556004969035]",510.11415,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 70.28473806292502, 310.15, 0.2022370086222623], [2, 52.253524455484666, 310.15, 0.2681605192202459], [3, 41.56047059596871, 310.15, 0.3331801578553931], [4, 35.00153022948812, 310.15, 0.3917898237734712], [5, 30.81146636553062, 310.15, 0.4415705471883115], [6, 28.021720068061708, 310.15, 0.4824397048340723], [7, 26.09238343075425, 310.15, 0.5154400455484482], [8, 24.713445799338576, 310.15, 0.5419222213920317], [9, 23.700302696823137, 310.15, 0.5631634759851334], [10, 22.938768123822683, 310.15, 0.5802416578299551]]",92.73773408,0.009945646,627.8787122,549.1183473,117.5067917,61.93306707,30.79048875,123.6626938,4.399430167,6.16484349,0.600085313,99.32190271,3.305396228,506359.8122,506359.8122,390.8221577,11.75494668,"[0.0, 0, 0.0]","{'ShellAndTubePackedColumn': 184945963.28946775, 'Material': 104425740.31359458, 'VacuumPump': 4692371.290822636, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 104316.56075962854, 'IntercooledCondensingCompressor': 59741973.87077809}","{'Fixed': 341666549.84500426, 'Adsorbent': 224047941.2356987, 'npv_CC': 42629261089.62977}","{'CAC_CAPEX': 65.31256055224642, 'CAC_FixedOPEX': 21.4399941760386, 'CAC_VariableOPEX': 31.215962261234186}",499.6988364,117.5067917,11.75494668,"{'process': 618.7821360961852, 'VacuumPump': 5.798000806693886, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 3.835993409772879, 'IntercooledCondensingCompressor': 187.29721737780034}","{'process': 0.0, 'VacuumPump': 7.170409082926023, 'IntercooledCondensingCompressor': 77.23489275103343}",0.161864672,0.000137556,0.161424992,0.000302124,0.038621651,4.248287044,1.90E-07,1.656291527,0.000506199,2.24904486,0.143128944,1.910070302,0.195845614,2.54E-05,0.00012669,0.001372306,4.44E-11,2.20E-19,2.62E-11,1.82E-11,1.36E-09,2.78E-10,1.01E-09,7.60E-11,2.71E-09,1.41E-08,0.000324681,0.149032377,118.4837618,74.94587681,3419.911488,117.0857964,98.13374235,98.13374235,"{'CAPEX': 21.367950947476952, 'FixedOPEX': 9.56269954033046, 'VariableOPEX': 86.15514591132822}"
