,MOF,purity,recovery,working_capacity,productivity,spec_heat,spec_cool,el_energy,product_out,n_out_vac,time_steps,rho_b,vac_decay,selectivity,alpha,CAPEX,OPEX,CAC,CCC,LCOC,LCOE,spec_heat_tot,spec_cool_tot,spec_power_tot,purity_c,productivity_tea,CO2_avoided,CO2_captured,spec_CO2_emission,SPECCA,var_OPEX,CAPEX_bd,OPEX_bd,CAC_bd,power_output_ccs,CAC_approx_neg,SPECCA_approx_neg,cool_bd,power_bd,Climate Change,Climate Change: Biogenic,Climate Change: Fossil,Climate Change: Land Use And Land Use Change,Water Use,Energy Resources: Non-Renewable,Material Resources: Metals/Minerals,Land Use,Acidification,Ecotoxicity: Freshwater,"Ecotoxicity: Freshwater, Inorganics","Ecotoxicity: Freshwater, Metals","Ecotoxicity: Freshwater, Organics",Eutrophication: Freshwater,Eutrophication: Marine,Eutrophication: Terrestrial,Human Toxicity: Carcinogenic,"Human Toxicity: Carcinogenic, Inorganics","Human Toxicity: Carcinogenic, Metals","Human Toxicity: Carcinogenic, Organics",Human Toxicity: Non-Carcinogenic,"Human Toxicity: Non-Carcinogenic, Inorganics","Human Toxicity: Non-Carcinogenic, Metals","Human Toxicity: Non-Carcinogenic, Organics",Particulate Matter Formation,Ozone Depletion,Photochemical Ozone Formation: Human Health,Ionising Radiation: Human Health,nCAC,eff_recovery,OPEX_system,nCAC_system,CCC_system,LCOC_system,nCAC_system_bd
0,010_bcg+N131+14_charge,96.63507415897249,98.72316871039882,1.6591630573344005,7.243417680880561,0.1093847053549422,-0.1095219543979127,0.0025321148717217,"[67243.66137953491, 2563.869486196465, 31903.62405779446]","[[449.6683836212616, 2333.0912495531375], [292.6275142003708, 825.8501987272507], [73630.06783438221, 2563.869486196465]]","[824.6089442239264, 516.8174959583387, 6.43923806100633, 4.782840092942333, 205.46300618114557, 91.1063639304935]",351.14625,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 81.76794786251503, 310.15, 0.15571403861086933], [2, 74.76074581446618, 310.15, 0.17009818737957325], [3, 70.0873079999151, 310.15, 0.18127743483330636], [4, 66.93519627198701, 310.15, 0.18969167329536815], [5, 64.78967720325583, 310.15, 0.19588319651643857], [6, 63.31891148347601, 310.15, 0.20036781255060765], [7, 62.305301183241, 310.15, 0.20358063577016142], [8, 61.60400458589488, 310.15, 0.2058648536636682]]",258.9024114135096,0.0867877270628877,297.9048237014175,254.8001836919356,51.61791129787666,34.80184535290786,14.575164630131871,93.47204961016908,2.4854624505210707,4.145760224295,0.4256671078087226,96.26256522317792,7.243417680880561,502858.3331424219,502858.3331424219,471.5357243868209,4.651519249872048,"[0.0, 0, 0.0]","{'ShellAndTubePackedColumn': 121756067.2765408, 'Material': 47323186.7475319, 'VacuumPump': 278727.20303010545, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 680602.9819476894, 'IntercooledCondensingCompressor': 45714700.007487856}","{'Fixed': 160788112.32040927, 'Adsorbent': 101533037.08124846, 'npv_CC': 42334479665.71148}","{'CAC_CAPEX': 27.752282535535436, 'CAC_FixedOPEX': 8.629509085156627, 'CAC_VariableOPEX': 15.458065910011582}",600.5096619874558,51.61791129787666,4.651519249872048,"{'process': 347.61214441022713, 'VacuumPump': 0.2738106538373155, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 49.338570161924075, 'IntercooledCondensingCompressor': 130.46134577303698}","{'process': 0.0, 'VacuumPump': 0.3580804216927655, 'IntercooledCondensingCompressor': 59.10032299670996}",0.3417165115163114,6.53176024608304e-05,0.3415765742255562,7.461968829414162e-05,0.0380229353918515,2.968485651093121,1.3924922698608185e-07,0.669876336648989,0.0017622610168648,9.044812911934756,0.729395947783494,8.223566228475672,0.0918507356755937,6.10393013504312e-05,0.0003828755635392,0.0040703601516283,6.994566771430364e-11,5.273152374919103e-20,5.925884969120546e-11,1.0686817970366666e-11,3.4300710465887206e-09,2.974442813572589e-10,3.099441901187769e-09,1.130172094612701e-10,2.5146266432831124e-08,3.229877279589342e-09,0.0010467946472263,0.0047214110094249,51.80186834767261,64.98783189284507,1330.3244230822609,60.73456463523886,39.9805610796231,39.9805610796231,"{'CAPEX': 12.998086360330465, 'FixedOPEX': 5.769613860702708, 'VariableOPEX': 41.966864414205695}"
1,014_dmp+N156+20_charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,022_dmp+N276+33_charge,95.7231317190913,97.87159957980776,1.3710473277994937,6.2132527354559794,0.1193966665615871,-0.1195308669030065,0.0025783248899419,"[61858.876970584686, 2990.3996789051944, 29000.472882644604]","[[713.5730116365748, 3391.198308297686], [507.29434568787116, 1236.6487680295215], [66929.91309420226, 2990.3996789051944]]","[794.3939495511202, 470.7908874954351, 9.037934363518138, 6.0128045859019075, 195.36947538673635, 113.18284771952871]",390.9087,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 90.6221779347457, 310.15, 0.15914361755754622], [2, 82.83964661832248, 310.15, 0.1737443975003057], [3, 77.13327040816313, 310.15, 0.18630121445215184], [4, 72.91602562342995, 310.15, 0.1968294059902952], [5, 69.77693785825664, 310.15, 0.2054822262012109], [6, 67.4257338138003, 310.15, 0.21248445890534845], [7, 65.65530922104315, 310.15, 0.2180838558066929], [8, 64.3163365429029, 310.15, 0.22252078501001796], [9, 63.30004140410121, 310.15, 0.2260121373769973], [10, 62.52644030290149, 310.15, 0.22874482251785644]]",135.00131086221654,0.0758687194933786,320.0938330954908,283.37460227381825,56.86766305840404,37.20245755096107,15.732373129427168,96.396723981947,2.7129563543026136,4.369818890941588,0.431850042119855,95.32465677862376,6.2132527354559794,507814.9585031149,507814.9585031149,472.2258210480012,5.088614523123156,"[0.0, 0, 0.0]","{'ShellAndTubePackedColumn': 128761983.43702571, 'Material': 55713228.9783807, 'VacuumPump': 458697.1250613698, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 675838.0380071229, 'IntercooledCondensingCompressor': 46664011.34443994}","{'Fixed': 172694903.3981528, 'Adsorbent': 119534074.7857188, 'npv_CC': 42751766487.293045}","{'CAC_CAPEX': 30.393108282822112, 'CAC_FixedOPEX': 9.45257645156279, 'CAC_VariableOPEX': 17.264780463072327}",589.1357920421037,56.86766305840404,5.088614523123156,"{'process': 383.1189758757747, 'VacuumPump': 0.4510085529750328, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 48.795030300248705, 'IntercooledCondensingCompressor': 132.63455704016397}","{'process': 0.0, 'VacuumPump': 0.5890418606613245, 'IntercooledCondensingCompressor': 60.327600144522734}",0.3629250721300011,7.182660305742457e-05,0.362769868530734,8.337699620932431e-05,0.0408848951405126,3.151672854552737,1.556945671750022e-07,0.7154392043133804,0.0018762807780181,9.61924643649434,0.7752951307256323,8.7374578339345,0.1064934718342122,6.487275338905824e-05,0.0004060753045933,0.004315218747715,7.527517280133228e-11,5.619035226430648e-20,6.360184187808919e-11,1.1673330867052747e-11,3.654716941957167e-09,3.1981612908711486e-10,3.296729136080862e-09,1.2292481588713063e-10,2.6716201169245346e-08,3.597404098657562e-09,0.0011099873846799,0.0050269576449881,57.10715606689687,62.35154224282744,1436.2680572111294,67.02434030014317,42.69952676224796,42.69952676224797,"{'CAPEX': 14.290314933357532, 'FixedOPEX': 6.340666960313859, 'VariableOPEX': 46.393358406471776}"
3,025_dmp+N520+36_charge,23.61577126243935,30.71465358282653,0.0039634127776342,0.0629553572568719,15.935437393266003,-15.935463159486908,0.0110401524100524,"[225.50272729176532, 729.5500795440373, 97.73235491392626]","[[172.73798235103075, 1066.5769565937705], [8.628152964904427, 67.0829572211465], [225.55556412307408, 729.5500795440373]]","[226.64133159098023, 2.8600259199669558, 3.280488339871986, 5.643271205995297, 105.18475320286578, 109.67279292228022]",492.9561000000001,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 64.85037071142308, 310.15, 0.11524886211652292], [2, 60.63253345230807, 310.15, 0.11169302615122184], [3, 60.08352591205528, 310.15, 0.1112214694783795], [4, 60.01104801163387, 310.15, 0.11115906017556837]]",479.0686574944872,0.0002348571446723,13463.924619877069,123166.43646114542,-197.1878520724784,5539.033062312041,5439.130493743017,5978.874482293077,362.08838470672447,365.6041919971925,2.055026732909789,23.595694718078704,0.0629553572568719,-8069538.378648845,304728.68398656714,31030.587800218364,-4.55040987712631,"[34510.86846128394, 1156831.6362557823, 107966.52729900884]","{'ShellAndTubePackedColumn': 6047124671.285384, 'Material': 3299533203.72381, 'VacuumPump': 16979965.87027363, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 78607.44862078805, 'IntercooledCondensingCompressor': 117659532.78143154, 'SteamBoiler': 461513650.3800532, 'ForcedDraughtCoolingTower': 75414688.847944}","{'Fixed': 7225774396.943393, 'Electricity': 2905390172.1988115, 'Heat': 97390979037.13478, 'Makeup-water': 9089452144.413078, 'Adsorbent': 7079227967.291793, 'npv_CC': 25654402891.509}","{'CAC_CAPEX': -24.503262423613943, 'CAC_FixedOPEX': -10.382153318603114, 'CAC_VariableOPEX': -162.32874796659706}",285.381589522951,591454.5007819042,13648.713011182612,"{'process': 30649.693157400725, 'VacuumPump': 16.636464570991738, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 2.3005347573512194, 'IntercooledCondensingCompressor': 227.20966184761517}","{'process': 0.0, 'VacuumPump': 21.84038577782331, 'IntercooledCondensingCompressor': 152.11116752129186}",29.41955739682553,0.0061671800303905,29.40734359020543,0.006046626589722,0.8823918982826662,433.55992872963816,5.851278310274435e-06,23.59585727937356,0.0464913153497128,281.44850831530294,90.141349472863,180.60468270090675,10.702476141533266,0.0009527275432814,0.0095426916095638,0.1001300205715056,4.1401656303061374e-09,8.159056623047663e-18,1.369522626659119e-09,2.770642995487962e-09,1.012799302477824e-07,2.6996179462506637e-08,7.02390895648741e-08,7.960410337697782e-09,3.936149748313232e-07,2.7968396682609166e-06,0.0353362041248977,0.1508581752170057,-195.36196534366792,-872.8968604207516,126385.57689102823,-195.8021874782593,5564.611505462384,5564.611505462384,"{'CAPEX': -22.454403448175512, 'FixedOPEX': -9.910719327502388, 'VariableOPEX': -163.4370647025814}"
4,027_dmp+N520+39_charge,59.587683302403725,90.52445081756292,0.0639961192883647,1.177406201292191,0.9650163099329822,-0.9650536576185678,0.004143085163388,"[2999.8939198649086, 2037.2032717298962, 1301.5532370260455]","[[179.57106773889635, 1118.5461183883901], [13.455006452895548, 98.2958108526414], [3003.8422267853343, 2037.2032717298962]]","[195.67251232859704, 18.242100588609667, 3.3746296606386013, 4.247928733646338, 85.66025006203002, 84.14760328367241]",406.1421,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 66.40750422793153, 310.15, 0.11596037231140245], [2, 61.140796611137375, 310.15, 0.11172288589908383], [3, 60.24300475093049, 310.15, 0.11115018741505893], [4, 60.051944560579614, 310.15, 0.11102840415719575]]",348.7228452360666,0.0013754754978512,1803.5173246398367,12197.262940442606,-329.7289245762371,311.8391771488077,268.940487735154,656.3366089055627,21.927305053260454,23.777647290428277,0.7054664854332842,59.51602564490853,1.1774062012921915,-161942.43831084587,635568.7832046029,2831.5541928873663,-12.414333526132902,"[3725.215135969116, 109312.76645238632, 11654.257328339836]","{'ShellAndTubePackedColumn': 818530286.3818285, 'Material': 367966345.0399965, 'VacuumPump': 2854152.3768284065, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 583748.7441060507, 'IntercooledCondensingCompressor': 93499344.4198488, 'SteamBoiler': 43609918.93502157, 'ForcedDraughtCoolingTower': 9689375.14526802}","{'Fixed': 968711223.0069528, 'Electricity': 313617243.7246241, 'Heat': 9202788904.107786, 'Makeup-water': 981144961.449481, 'Adsorbent': 789480656.8060625, 'npv_CC': 53507065420.581726}","{'CAC_CAPEX': -66.10825648671799, 'CAC_FixedOPEX': -23.673304026503807, 'CAC_VariableOPEX': -240.28294354501867}",334.78523289471616,59200.71344315271,2228.913955949872,"{'process': 3871.3472081457144, 'VacuumPump': 2.796266746129182, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 39.24399035797888, 'IntercooledCondensingCompressor': 233.07626126269827}","{'process': 0.0, 'VacuumPump': 3.671223559757391, 'IntercooledCondensingCompressor': 120.87668636759264}",1.988575017962228,0.0003831598268704,1.987812248661716,0.0003796094736414,0.1104857893741576,25.347878127400104,5.271173336435264e-07,2.320715651173115,0.0054896457076329,30.03283531723686,5.4741976117985365,23.98181810356733,0.5768196018709981,0.0001603229165599,0.0011657839401456,0.0123376745404086,3.1828551726515327e-10,4.691650270378903e-19,1.7551056622743646e-10,1.4277495056855178e-10,1.1076600880117778e-08,1.7437107284689583e-09,9.112999893310281e-09,5.508775408605483e-10,6.610890922259576e-08,1.3108786201677344e-07,0.0036124756855539,0.0158907975041309,-324.882352324592,-89.49021059299305,15080.34175267005,-326.5535640352288,322.8226954317558,322.82269543175573,"{'CAPEX': -41.45802654010913, 'FixedOPEX': -18.313593374090726, 'VariableOPEX': -266.78194412102897}"
5,030_dmp+N520+42_charge,62.87043350085154,73.32115758422414,0.074410080000646,2.198801575241492,0.81377141146154,-0.8137767246790779,0.004200830974195,"[2100.2922269688174, 1240.9643098598408, 910.480577972715]","[[334.01871015498773, 1650.6728126138587], [93.21798301520072, 248.05091453681842], [2101.2893894617, 1240.9643098598408]]","[121.8283136680512, 16.466581195405368, 4.686577510824599, 2.571684168801461, 48.65776206802998, 49.44570872498979]",244.5534,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 78.21630883142375, 310.15, 0.18412056918386852], [2, 68.48158667230292, 310.15, 0.20974651826436866], [3, 64.08201142961123, 310.15, 0.22381972375293926], [4, 62.00001366170392, 310.15, 0.23115804751655075], [5, 60.98900495802258, 310.15, 0.2348975362225295], [6, 60.49135445018226, 310.15, 0.23678293638484477]]",227.46908029112495,0.0004957206431211,1113.862588476135,6428.198162048658,-350.2294782077918,239.47393572251045,187.5284447911337,391.7344701132549,18.49068642578562,20.411438440188245,0.721309932690906,62.81715436454252,2.198801575241492,75369.75732276874,492955.5852531642,1970.9482569652453,-16.776586965123094,"[2110.641704413315, 56924.83629264491, 6603.098251601887]","{'ShellAndTubePackedColumn': 564578806.320238, 'Material': 152824721.11947486, 'VacuumPump': 5215793.653435167, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 503988.88515757106, 'IntercooledCondensingCompressor': 71216123.55154431, 'SteamBoiler': 22709950.325819653, 'ForcedDraughtCoolingTower': 6212301.255624112}","{'Fixed': 598637250.1926987, 'Electricity': 177690041.96213874, 'Heat': 4792370267.477285, 'Makeup-water': 555899565.0251317, 'Adsorbent': 327889120.3827131, 'npv_CC': 41500790231.686104}","{'CAC_CAPEX': -85.86907052242658, 'CAC_FixedOPEX': -28.683623947248254, 'CAC_VariableOPEX': -236.23882384152384}",360.56265392802,32740.49956392194,1568.325547656574,"{'process': 2531.9851839790854, 'VacuumPump': 5.122134211316069, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 32.05415275210505, 'IntercooledCondensingCompressor': 174.41398509673965}","{'process': 0.0, 'VacuumPump': 6.701725372017691, 'IntercooledCondensingCompressor': 92.06876352202845}",1.726216295622288,0.0002884320684259,1.7256634651366751,0.0002643984171865,0.1127627846522236,20.42985488965901,5.027826076663936e-07,2.2553399690143685,0.0057012473967921,30.35060363361836,4.488822865978788,25.539883278120445,0.3218974895191243,0.0001775342800815,0.0012153968797413,0.0128998129580263,2.8672120113341165e-10,3.720639503723765e-19,1.851983143354428e-10,1.0152288642590496e-10,1.1150605962781753e-08,1.3899337851015701e-09,9.629589751145228e-09,4.4539231567056815e-10,7.319198881511495e-08,8.88642779935602e-08,0.0036240454434693,0.0160500084998866,-346.34252934451087,-53.24701945155328,9135.929546025787,-348.0694984464915,252.77374178091875,252.77374178091875,"{'CAPEX': -44.9384751780099, 'FixedOPEX': -19.862841684947316, 'VariableOPEX': -283.2681815835343}"
6,036_bcu+N124+36_charge,95.04511906379308,99.18002525605472,0.4655816316549933,2.3883704567051978,0.1811381149775169,-0.1815558341914157,0.0025478893221706,"[40359.61394790117, 2351.56027283725, 19545.083454910753]","[[170.1972706730175, 1029.2720751244206], [19.272735132662056, 108.2784255522342], [45107.91056234717, 2351.56027283725]]","[701.7729888813728, 312.97841599510804, 3.225987730736159, 7.185606086580711, 235.07264390489397, 143.31033516405392]",751.0639500000001,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 63.59568607847604, 310.15, 0.13380399845161062], [2, 60.41484088667259, 310.15, 0.13321173327830793], [3, 60.04828241941249, 310.15, 0.13314338399838943], [4, 60.00562524134247, 310.15, 0.13313542869252792]]",721.9079547918575,0.1056181287899599,492.2693099439077,547.667205615621,103.15821393482946,55.81361701982225,27.318709386311067,116.0467272405952,4.115858626431315,5.804883562815768,0.4335707420728943,94.43083878437906,2.3883704567051973,498384.0347557111,498384.0347557111,534.7791710929322,8.165879162060724,"[0.0, 0, 0.0]","{'ShellAndTubePackedColumn': 171104739.0992538, 'Material': 142244109.56491444, 'VacuumPump': 156577.828442211, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 685799.8618777933, 'IntercooledCondensingCompressor': 46273050.66754997}","{'Fixed': 265085572.81183708, 'Adsorbent': 305188163.42808664, 'npv_CC': 41957798836.1688}","{'CAC_CAPEX': 52.80792308300081, 'CAC_FixedOPEX': 16.93720249851393, 'CAC_VariableOPEX': 33.80272150764163}",537.859498651391,103.15821393482946,8.165879162060724,"{'process': 571.113511951105, 'VacuumPump': 0.1534489814452958, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 49.93816066885959, 'IntercooledCondensingCompressor': 131.01719809930816}","{'process': 0.0, 'VacuumPump': 0.2013746057379196, 'IntercooledCondensingCompressor': 59.82216311268342}",0.4847860511057423,0.000128096886015,0.4844902509114995,0.0001677033082272,0.057930591926882,4.1985356196583,2.0641007641617526e-07,1.008428544171679,0.0024978256825068,12.969139795304075,1.0538103599334514,11.646054189593531,0.2692752457770963,8.660676689824255e-05,0.0005469017217047,0.0057859185131017,1.0490581882647131e-10,7.729615321006072e-20,8.444816945307769e-11,2.0457649296097484e-11,5.027569701346497e-09,5.069162820104354e-10,4.429254593621578e-09,2.0410733495851247e-10,3.5667296519438534e-08,6.107035212784718e-09,0.0014794638754675,0.0067372814847524,104.46267495956822,51.09893246360418,2049.3607272723266,122.4914022086348,63.10927903750554,63.10927903750554,"{'CAPEX': 27.68927106202972, 'FixedOPEX': 12.262690947644597, 'VariableOPEX': 82.53944019896048}"
7,041_dmp+N520+52_charge,94.77286035276852,97.9421098031482,0.4134574175170761,3.0295832109020635,0.1890547248758288,-0.1891352416265086,0.0025902784554173,"[29103.22599541372, 1652.3655600645748, 12981.080362030976]","[[346.24729413814435, 1732.3629357039852], [163.47479591710083, 418.47196106824634], [29958.910808641944, 1652.3655600645748]]","[491.3041165878017, 209.54163888706447, 4.873197056506458, 6.086961025187917, 153.164512918093, 117.63780670094985]",609.8683500000001,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 79.32387811377338, 310.15, 0.1781507468377173], [2, 69.48063305876528, 310.15, 0.2009562216328868], [3, 64.7879865529803, 310.15, 0.21415447316697536], [4, 62.45753376245409, 310.15, 0.22141098994425595], [5, 61.272456075152206, 310.15, 0.22530258948354398], [6, 60.661916400511224, 310.15, 0.22736396893227018]]",384.8475874694235,0.0287123416712993,479.0168692708381,497.9132516720433,101.3276487843189,53.321651677467536,23.90669767197921,120.10496639981714,4.2957415138407535,5.911800537077764,0.4354887015604614,94.56390591623617,3.029583210902064,536787.386151186,536787.386151186,485.6714179603294,8.666916145962603,"[0.0, 0, 0.0]","{'ShellAndTubePackedColumn': 178920393.67016876, 'Material': 120778957.38838379, 'VacuumPump': 468829.5318203686, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 667443.8950706904, 'IntercooledCondensingCompressor': 49761758.208464794}","{'Fixed': 257974212.42787254, 'Adsorbent': 259134162.38370442, 'npv_CC': 45190888141.037575}","{'CAC_CAPEX': 52.555650571253636, 'CAC_FixedOPEX': 16.430793188528153, 'CAC_VariableOPEX': 32.754745049955}",513.1714493401253,101.3276487843189,8.666916145962603,"{'process': 640.8005337054129, 'VacuumPump': 0.46058924268713314, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 47.85138653938486, 'IntercooledCondensingCompressor': 140.97610644154432}","{'process': 0.0, 'VacuumPump': 0.6022866748956405, 'IntercooledCondensingCompressor': 64.33239160538602}",0.4989068920078367,0.0001158651746271,0.4986464108561624,0.0001446159770468,0.0578366383351104,4.3274976589172445,2.087681643248435e-07,1.011211987118906,0.0025705981364168,13.290916725144774,1.080070405154659,11.9965997283689,0.2142465916212201,8.91248763015728e-05,0.0005602577365701,0.0059432310496136,1.054049593463057e-10,7.846564324618468e-20,8.676682051752886e-11,1.8638138750311197e-11,5.101373404691912e-09,4.83437098561404e-10,4.543838814798466e-09,1.9034520315781574e-10,3.6709363290995166e-08,6.087064978919536e-09,0.0015238207306645,0.0069092431646058,102.38656106622176,49.078116204569255,2167.543897436493,121.44025885657663,60.85287674581482,60.85287674581485,"{'CAPEX': 25.721161288271475, 'FixedOPEX': 11.392183954702906, 'VariableOPEX': 84.32691361360226}"
8,045_dmp+N520+57_charge,93.947437071725,97.36357194052712,0.4096916439046116,3.234055255025882,0.2069779932218005,-0.2070307501246463,0.0026176946809123,"[25389.50309602233, 1673.2568424885415, 11253.640865295458]","[[375.2194246720643, 1832.0739955786728], [167.6376162599308, 407.4194293005824], [25972.169769629698, 1673.2568424885415]]","[456.0496966662985, 182.74278486240192, 5.148049287953112, 6.051086996895808, 145.91399791535835, 116.19377760368924]",536.9363999999999,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 80.47499050500379, 310.15, 0.17868550466034666], [2, 70.5651647932032, 310.15, 0.20312790530552663], [3, 65.59967277419268, 310.15, 0.21810511336840166], [4, 63.01605396481447, 310.15, 0.22681506715945202], [5, 61.6395808830533, 310.15, 0.2317482177106105], [6, 60.89595556215427, 310.15, 0.23450439317814828], [7, 60.491018526964275, 310.15, 0.23603322684031353]]",326.51654908567207,0.0225148382841177,485.052431387019,486.05602418950815,112.42824283059146,55.33039187874153,23.798866272840115,124.29930094481637,4.702997814618574,6.320362126109017,0.440378129348846,93.75414364974228,3.234055255025882,536964.3694338262,536964.3694338262,502.7129831524669,9.934104177911584,"[0.0, 0, 0.0]","{'ShellAndTubePackedColumn': 190437166.3111333, 'Material': 113180052.97363023, 'VacuumPump': 562186.4929161937, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 661950.0573441903, 'IntercooledCondensingCompressor': 50249708.821350306}","{'Fixed': 261212940.9297994, 'Adsorbent': 242830529.92048544, 'npv_CC': 45205787954.13858}","{'CAC_CAPEX': 58.676587067583014, 'CAC_FixedOPEX': 18.140244546940696, 'CAC_VariableOPEX': 36.08541484377691}",495.42329424899697,112.42824283059146,9.934104177911584,"{'process': 701.6627621959751, 'VacuumPump': 0.5524000863417317, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 47.24299050683184, 'IntercooledCondensingCompressor': 141.8608258883292}","{'process': 0.0, 'VacuumPump': 0.7221610506224807, 'IntercooledCondensingCompressor': 64.9632179877806}",0.5341595496793746,0.000116985789294,0.5339000013651394,0.0001425625249406,0.0611155091088203,4.636147473538247,2.2159232412152482e-07,1.0713665684310674,0.0027548011906208,14.195626961506118,1.147142865199788,12.846654006395024,0.2018300899113107,9.54136743131222e-05,0.0006004671824971,0.0063733067245805,1.1172492529583663e-10,8.350116122405992e-20,9.279649565334864e-11,1.8928429558986822e-11,5.4328544688616665e-09,5.040735050314479e-10,4.858289294096728e-09,1.9505967860957227e-10,3.930455245244613e-08,5.901817998350711e-09,0.0016353118407258,0.0073937211289545,113.6259495509584,45.35589019759976,2276.4161000779573,136.1056794480158,63.40353100525836,63.40353100525835,"{'CAPEX': 28.006995156523217, 'FixedOPEX': 12.404048290405129, 'VariableOPEX': 95.69463600108745}"
9,047_dmp+N520+61_charge,86.08626670526898,93.73394984028872,0.2289796537628053,2.436568493842236,0.3104132748340883,-0.310434947841329,0.0029308630416322,"[13481.509229233023, 2190.0896453911055, 5871.335671623842]","[[491.88779215644206, 2377.046098166828], [220.61944418995756, 577.6820875458832], [13550.39925862195, 2190.0896453911055]]","[338.31462387753965, 95.31943642562496, 6.502019226755804, 5.737736086740567, 120.4740496612932, 110.28138247712513]",510.11415000000005,"[[0, 101.325, 310.15, 0.14269507833713624], [1, 85.58075309181133, 310.15, 0.16750117016623783], [2, 76.07350630958624, 310.15, 0.18728651343746486], [3, 70.22370108797377, 310.15, 0.20202994655371645], [4, 66.56279880015173, 310.15, 0.21252749817213087], [5, 64.24047920689769, 310.15, 0.2197840457478006], [6, 62.75238504974128, 310.15, 0.22470564491399608], [7, 61.792002838354975, 310.15, 0.22800301552733104], [8, 61.16912976323776, 310.15, 0.23019481985908477]]",92.73773408236582,0.0054935896172765,659.0507273758911,802.8122255527999,276.75595761765777,78.66740627132761,34.85892507354399,175.62608889740915,7.053276198348738,8.70734233818968,0.4908661492711553,85.96735434350164,2.436568493842236,541073.7464328373,546623.8213492765,633.9712041202432,23.896706303071912,"[415.5396720750429, 0, 1300.007138308978]","{'ShellAndTubePackedColumn': 270843915.2838327, 'Material': 152926162.1064934, 'VacuumPump': 1420584.4190288396, 'DirectContactCooler': 6047023.199679266, 'GenericCondenser': 639642.131395698, 'IntercooledCondensingCompressor': 56240558.274633564, 'ForcedDraughtCoolingTower': 2567871.5949158715}","{'Fixed': 354581748.9477113, 'Electricity': 34983323.60890782, 'Makeup-water': 109444593.30742341, 'Adsorbent': 328106764.4638579, 'npv_CC': 46018994863.01311}","{'CAC_CAPEX': 138.63784334225704, 'CAC_FixedOPEX': 42.499849119255465, 'CAC_VariableOPEX': 96.75847647691096}",386.36825077257976,276.75595761765777,23.896706303071912,"{'process': 1071.0438828358847, 'VacuumPump': 1.3957997606863752, 'DirectContactCooler': 51.40581677795692, 'GenericCondenser': 44.84196104655497, 'IntercooledCondensingCompressor': 153.4349681060242}","{'process': 0.0, 'VacuumPump': 1.8248565612200105, 'IntercooledCondensingCompressor': 72.7082351847809}",0.7518238350348353,0.0001607114595906,0.7514693477420441,0.0001937758332001,0.085581334040109,6.525971761351546,3.104765463636959e-07,1.5016261568652196,0.0038741177131358,19.987476608820717,1.635670544950979,18.083199205816825,0.2686068580529143,0.0001343166559456,0.0008428607092685,0.0089473343497695,1.5657982094956942e-10,1.1716008727521005e-19,1.3058096677288976e-10,2.5998854059519563e-11,7.595240739955917e-09,6.653707485313841e-10,6.835575684454632e-09,2.6970668302085955e-10,5.532863228959341e-08,8.270474235051412e-09,0.0022975058388268,0.0104030510149924,283.47827786385403,23.26253219839997,3335.0045191255017,362.1776575343155,89.8838620829332,89.8838620829332,"{'CAPEX': 70.16664586963351, 'FixedOPEX': 31.046966993377268, 'VariableOPEX': 260.9640446713047}"
