MOF,kh_co2,kh_n2,kh_sel,pq_co2,pq_n2,iast_b_co2,iast_b_n2,iast_b_sel,t_sel_co2/n2,t_sel_co2/h2o,t_sel_n2/h2o,water_resistance
str_m3_o4_o5_pcu_sym.243,0.000188295,6.21E-06,30.32125604,4.556546044,0.547037733,0.452370636,0.38128944,26.27707675,29.09816739,0.62651158,0.021530964,0.877491932
str_m3_o4_o9_pcu_sym.187,0.000267209,3.21E-06,83.24267913,3.366540438,0.273998365,0.554127144,0.169372482,72.46094508,52.61810499,0.005167159,9.82E-05,0.035432587
str_m3_o5_o13_pcu_sym.93,0.000212657,6.59E-06,32.26965099,3.881804765,0.543417382,0.472441278,0.368761128,28.37527774,29.77898594,0.579345615,0.019454847,0.805006776
str_m3_o5_o29_pcu_sym.79,0.000341153,1.12E-05,30.46008929,5.663543937,0.867996875,0.656602317,0.564365924,25.76790126,26.03849938,0.125875975,0.004834225,0.534112677
str_m4_o1_o11_acs_sym.5,0.0364868,6.15E-06,5932.813008,1.603419167,0.473984565,1.523836793,0.033307108,1013.302129,57.15312981,0.00328113,5.74E-05,0.009943013
str_m4_o1_o14_acs_sym.10,0.0166601,3.92E-06,4250.02551,1.063930091,0.308298096,0.944512766,0.024548317,852.1646804,97.33982133,0.013110145,0.000134684,0.036784662
str_m4_o1_o14_acs_sym.139,0.0202583,5.71E-06,3547.863398,1.769203122,0.443195412,1.502923943,0.042005554,792.4424027,133.7202785,0.003358535,2.51E-05,0.009704451
str_m4_o1_o14_acs_sym.44,0.0379107,6.13E-06,6184.453507,2.122024888,0.532605785,1.870604901,0.052906376,783.0896315,64.17887012,0.003652817,5.69E-05,0.011910055
str_m4_o1_o15_acs_sym.167,0.00284089,4.76E-06,596.8256303,4.395096525,0.420916275,1.866847879,0.117872375,350.7795896,113.3153774,0.000999701,8.82E-06,0.002862656
str_m4_o1_o15_acs_sym.172,0.263333,7.42E-06,35489.62264,1.253032878,0.544052582,1.245168254,0.016096185,1713.335826,47.15368437,0.001240761,2.63E-05,0.003511353
str_m4_o1_o15_acs_sym.33,0.0191308,5.56E-06,3440.791367,2.291579921,0.475876897,1.721469312,0.070772534,538.7309897,101.8568887,0.004642542,4.56E-05,0.014099374
str_m4_o1_o22_acs_sym.155,0.0403548,6.39E-06,6315.305164,1.878279691,0.514781556,1.783839584,0.038835521,1017.335214,101.0484169,0.001769431,1.75E-05,0.004689584
str_m4_o1_o22_acs_sym.202,0.139672,7.45E-06,18747.91946,1.776552093,0.532503129,1.764257276,0.021500141,1817.43138,54.94154607,0.000585846,1.07E-05,0.001419655
str_m4_o1_o22_acs_sym.203,0.00244582,4.27E-06,572.7915691,2.939571429,0.36593256,1.270647033,0.10244006,274.7214205,79.87347605,0.000545199,6.83E-06,0.001900991
str_m4_o1_o22_acs_sym.22,0.05538,5.23E-06,10588.91013,1.797930778,0.421745814,1.779613098,0.027352438,1441.009901,120.0472158,0.000593228,4.94E-06,0.00155192
str_m4_o1_o22_acs_sym.73,0.00235014,5.89E-06,399.0050934,4.933959328,0.533515427,1.690392106,0.193500437,193.4830507,68.6859612,0.000911834,1.33E-05,0.003646669
str_m4_o1_o22_acs_sym.92,0.0525844,5.92E-06,8882.5,2.221921849,0.515861051,2.115016324,0.050876598,920.7316689,78.86526246,0.00064226,8.14E-06,0.001917791
str_m4_o1_o4_acs_sym.145,0.0120109,3.74E-06,3211.470588,1.874363314,0.298880985,1.431388968,0.030017771,1056.128213,152.1222091,0.00290684,1.91E-05,0.01034984
str_m4_o1_o4_acs_sym.170,0.0119813,5.03E-06,2381.968191,2.414290949,0.432562269,1.608036915,0.061304997,580.9483977,80.17751117,0.002185433,2.73E-05,0.007379823
str_m4_o1_o4_acs_sym.68,0.0616541,6.18E-06,9976.391586,1.438167663,0.45256178,1.427950093,0.013303993,2377.214941,52.44246659,0.009142868,0.000174341,0.022084144
str_m4_o1_o4_acs_sym.81,0.111253,4.78E-06,23274.68619,1.299347468,0.325377066,1.297120252,0.002329614,12332.00354,126.4584131,0.013450394,0.000106362,0.032487953
str_m4_o11_o15_acs_sym.209,0.00343476,5.46E-06,629.0769231,4.946542762,0.491592603,1.716844595,0.148875201,255.4147911,150.9884028,0.000647215,4.29E-06,0.002840776
str_m4_o11_o22_acs_sym.203,0.00829872,4.83E-06,1718.161491,3.203198173,0.42418849,1.739105346,0.075453074,510.4889815,40.00821746,0.000697337,1.74E-05,0.002569678
str_m4_o11_o22_acs_sym.225,0.00618495,6.67E-06,927.2788606,4.213288212,0.543271588,2.33521594,0.115993399,445.8935502,102.8211461,0.003639133,3.54E-05,0.009589958
str_m4_o11_o22_acs_sym.282,0.00578838,5.13E-06,1128.339181,3.439740218,0.44880231,1.685223068,0.112638304,331.3665863,65.99658835,0.000296294,4.49E-06,0.001088764
str_m4_o11_o22_acs_sym.57,0.04636,3.89E-06,11917.73779,2.068096767,0.340174101,2.000199053,0.020637124,2146.651099,140.9976056,0.001329032,9.43E-06,0.00364358
str_m4_o12_o15_acs_sym.133,0.00203397,6.37E-06,319.3045526,3.377021491,0.522245274,1.261815807,0.163525311,170.9024937,346.0943578,0.00061404,1.77E-06,0.002261034
str_m4_o12_o15_acs_sym.171,0.0318153,4.98E-06,6388.614458,2.761051109,0.434098906,2.544339184,0.038252873,1473.154759,41.78150155,0.000968875,2.32E-05,0.001609346
str_m4_o12_o15_acs_sym.218,0.00222375,9.25E-06,240.4054054,3.52541158,0.653639718,1.578151235,0.211112584,165.5662905,64.54713761,0.000231732,3.59E-06,0.000626614
str_m4_o14_o14_acs_sym.115,0.0470017,1.25E-05,3760.136,1.805451342,0.815508881,1.761786824,0.056054679,696.1116543,222.5123052,0.010696314,4.81E-05,0.025793296
str_m4_o14_o14_acs_sym.127,2.6596,2.19E-05,121442.9224,1.087664729,0.998528662,1.081028803,0.015441345,1550.563467,115.3184961,0.008544391,7.41E-05,0.017622051
str_m4_o14_o14_acs_sym.41,0.030276,4.76E-06,6360.504202,0.674314899,0.291515274,0.666303938,0.01217077,1212.527944,211.5021284,0.068229499,0.000322595,0.121825015
str_m4_o14_o22_acs_sym.127,0.00998654,4.67E-06,2138.445396,1.114284402,0.339248403,0.966540406,0.026454195,809.213068,173.3760621,0.003576756,2.06E-05,0.005934341
str_m4_o14_o22_acs_sym.54,0.0153644,7.94E-06,1935.062972,2.061736703,0.575113339,1.667574389,0.079059204,467.1648932,94.17551027,0.003428935,3.64E-05,0.005993815
str_m4_o14_o22_acs_sym.98,0.0288281,6.58E-06,4381.170213,0.81257329,0.380250429,0.797442686,0.022850805,772.9215211,126.9075329,0.001337546,1.05E-05,0.002694954
str_m4_o14_o24_acs_sym.190,0.0405071,7.82E-06,5179.936061,1.939967707,0.555991547,1.913296911,0.030914493,1370.748145,106.0362668,0.006972475,6.58E-05,0.014270136
str_m4_o17_o17_acs_sym.124,0.00523057,1.35E-05,387.4496296,5.686839263,0.94321987,2.071929806,0.2357184,194.6789405,156.9873493,0.033614006,0.000214119,0.127273325
str_m4_o17_o17_acs_sym.171,0.00527929,3.39E-05,155.7312684,4.422992525,1.296628663,2.138594715,0.385182715,122.9699847,127.107011,0.155976417,0.001227127,0.33320114
str_m4_o17_o17_acs_sym.22,0.00265945,1.61E-05,165.1832298,5.245739552,0.891724774,1.433746244,0.327709308,96.89936612,194.9596935,0.043044247,0.000220785,0.195361158
str_m4_o17_o17_acs_sym.32,0.00333367,1.68E-05,198.4327381,4.500755997,0.845326221,1.141656355,0.299008195,84.56481978,261.8757323,0.052243128,0.000199496,0.294631817
str_m4_o2_o17_acs_sym.99,0.000629418,7.62E-06,82.6007874,5.540880596,0.617686407,0.796300038,0.321821491,54.80234143,135.7179182,0.02945344,0.00021702,0.247610032
str_m4_o22_o22_acs_sym.116,0.00429779,1.15E-05,373.7208696,3.867919795,0.814969009,2.051085119,0.214643613,211.6426218,28.44757218,0.000453567,1.59E-05,0.001196886
str_m4_o22_o22_acs_sym.26,0.00569652,1.63E-05,349.4797546,4.888393486,1.183575518,3.010357401,0.283186552,235.4414122,147.4908305,0.001688903,1.15E-05,0.003562882
str_m4_o22_o22_acs_sym.29,0.0040033,7.83E-06,511.2771392,5.088888329,0.656392128,2.701758622,0.172479756,346.9331808,113.1414437,0.001182087,1.04E-05,0.00284768
str_m4_o22_o22_acs_sym.73,0.0109062,1.25E-05,872.496,3.625221058,0.908755538,2.291051199,0.182625495,277.8502607,157.4633022,0.000960887,6.10E-06,0.002368976
str_m4_o22_o22_acs_sym.91,0.00680686,6.81E-06,999.5389134,4.46946076,0.572388224,2.664937392,0.125177834,471.5166137,81.04708408,0.00094897,1.17E-05,0.002203589
str_m4_o22_o22_acs_sym.97,0.00402543,1.61E-05,250.0267081,5.247271054,1.178743734,2.778530171,0.365373508,168.4284614,112.6720717,0.001134546,1.01E-05,0.002719592
str_m4_o22_o24_acs_sym.130,0.00390873,1.63E-05,239.7993865,5.2403439,1.201805504,2.753965593,0.35038369,174.0812705,73.50875102,0.000846568,1.15E-05,0.001993849
str_m4_o22_o24_acs_sym.2,0.00582533,1.59E-05,366.372956,4.946286969,1.14082969,2.829141497,0.29392293,213.1859703,115.7076279,0.000861919,7.45E-06,0.001937647
str_m4_o22_o24_acs_sym.30,0.00527097,1.33E-05,396.3135338,4.898440737,0.988152702,2.559034871,0.257843969,219.8146565,74.63116883,0.000644247,8.63E-06,0.001580013
str_m4_o22_o24_acs_sym.66,0.00389869,1.22E-05,319.5647541,4.552755494,0.913808656,2.447633811,0.263890975,205.427852,166.4416756,0.002833488,1.70E-05,0.006520432
str_m4_o22_o24_acs_sym.91,0.00640345,1.29E-05,496.3914729,4.74935038,0.961342556,2.645259367,0.236816296,247.3968103,62.99338759,0.001219011,1.94E-05,0.002855833
str_m4_o4_o11_acs_sym.161,0.0246718,2.57E-06,9599.922179,0.664647698,0.203944896,0.65734076,0.011783504,1235.530626,64.23992012,0.016708746,0.000260099,0.037174773
str_m4_o4_o11_acs_sym.80,0.0209573,7.43E-06,2820.632571,2.182565392,0.573964198,1.741274206,0.061684639,625.2123692,219.3544975,0.00341961,1.56E-05,0.009279848
str_m4_o4_o14_acs_sym.127,0.00938124,7.36E-06,1274.625,2.501053632,0.546713676,1.787273362,0.082726238,478.5035103,109.3549455,0.002086617,1.91E-05,0.004887786
str_m4_o4_o14_acs_sym.3,0.0338181,1.28E-05,2642.039063,2.504404033,0.845425376,2.225279429,0.083143414,592.7807902,112.5476194,0.000672041,5.97E-06,0.001492299
str_m4_o4_o15_acs_sym.13,0.0193259,5.48E-06,3526.624088,0.89088848,0.330303316,0.874879803,0.020572157,941.9025801,111.6953539,0.00628762,5.63E-05,0.013733704
str_m4_o4_o15_acs_sym.20,0.101788,5.74E-06,17733.10105,1.426528903,0.486941358,1.413118357,0.022358709,1399.810442,299.5046235,0.012165973,4.06E-05,0.023436337
str_m4_o4_o22_acs_sym.111,0.0153408,9.41E-06,1630.265675,2.872872216,0.709918713,2.071886133,0.092837886,494.2857158,225.7910456,0.000356034,1.58E-06,0.000959065
str_m4_o4_o22_acs_sym.138,0.0123437,8.87E-06,1391.62345,2.876650849,0.678464762,2.038381698,0.099431221,454.0463177,215.137892,0.002000903,9.30E-06,0.004855093
str_m4_o4_o22_acs_sym.167,0.0342846,8.44E-06,4062.156398,1.967584896,0.617710586,1.866237671,0.045624843,905.947404,103.3409766,0.004628732,4.48E-05,0.009967598
str_m4_o4_o22_acs_sym.183,0.0059692,7.94E-06,751.7884131,3.244728258,0.627179793,2.067169171,0.117128742,390.8858598,145.2858129,0.001169677,8.05E-06,0.002995897
str_m4_o4_o4_acs_sym.127,0.00539249,8.08E-06,667.3873762,3.618338068,0.642673242,1.830920822,0.136850766,296.3191709,406.1241174,0.00138973,3.42E-06,0.004724288
str_m4_o4_o5_acs_sym.113,0.00488991,4.63E-06,1056.136069,3.883989592,0.403498256,2.003464448,0.087976666,504.3726857,164.6290392,0.000781283,4.75E-06,0.00204715
str_m4_o4_o5_acs_sym.136,0.00115539,2.68E-06,431.1156716,3.077221878,0.242365796,1.001670703,0.091827725,241.5953484,171.808275,0.001722402,1.00E-05,0.007763422
str_m4_o4_o9_acs_sym.52,0.0505514,5.44E-06,9292.536765,1.933399634,0.425815444,1.921574549,0.014972065,2842.58164,68.14533988,0.000260876,3.83E-06,0.00048013
str_m4_o5_o14_acs_sym.104,0.00263688,4.71E-06,559.8471338,3.809186236,0.405702103,1.916418082,0.1174254,361.4644837,226.7479426,0.000252549,1.11E-06,0.000829202
str_m4_o5_o14_acs_sym.175,0.00340858,4.20E-06,811.5666667,3.17368989,0.375449799,1.753075396,0.089373626,434.4388296,58.66126049,0.000127358,2.17E-06,0.000368735
str_m4_o5_o24_acs_sym.154,0.00221245,4.89E-06,452.4437628,5.310359054,0.441266,1.793487842,0.165148059,240.5261963,179.0392101,0.002565978,1.43E-05,0.01087315
str_m4_o5_o24_acs_sym.178,0.00841597,5.10E-06,1650.190196,3.048948525,0.415666063,2.028433775,0.065594585,684.9048908,94.50670709,0.001802996,1.91E-05,0.004880478
str_m5_o1_o16_sra_sym.18,0.000359857,8.76E-06,41.07956621,5.384777335,0.727860436,0.714400305,0.458836015,34.48431089,35.87387436,2.448024028,0.068239745,0.914702419
str_m5_o1_o16_sra_sym.187,0.000215101,4.90E-06,43.89816327,4.557524929,0.434214512,0.495501815,0.290440433,37.78553654,40.68466993,0.027975238,0.000687611,0.243538589
str_m5_o1_o16_sra_sym.71,0.000545328,5.08E-06,107.3480315,4.832829117,0.449186022,0.877519906,0.232450325,83.61115823,59.16743647,0.000488488,8.26E-06,0.003456249
str_m5_o1_o16_sra_sym.97,0.000109963,3.24E-06,33.93919753,4.663250258,0.312717614,0.282265511,0.227661832,27.46028306,29.13206858,2.026075905,0.069547959,0.943821778
str_m5_o1_o17_sra_sym.50,0.000326315,6.04E-06,54.02566225,4.065376524,0.534027539,0.534267802,0.306955828,38.54965885,39.84331898,2.31450237,0.0580901,0.925853595
str_m5_o1_o17_sra_sym.58,0.000410083,6.20E-06,66.14241935,4.930276769,0.556780722,0.635889633,0.312673185,45.04312648,47.19563296,0.293857935,0.00622638,0.750169227
str_m5_o1_o18_sra_sym.61,0.000435781,9.55E-06,45.63151832,6.917364853,0.796631981,0.877217043,0.495267456,39.2287698,41.10163381,2.77198809,0.067442285,0.898978597
str_m5_o10_o29_sra_sym.117,0.00215011,1.80E-05,119.4505556,4.706897763,1.069596869,1.309659439,0.396879574,73.08648066,78.70774564,0.622494959,0.007908942,0.765811374
str_m5_o10_o29_sra_sym.172,0.00301818,1.87E-05,161.4,5.0623876,1.102071678,1.428764434,0.388365158,81.48127027,74.02095294,3.624822375,0.04897022,0.887091074
str_m5_o11_o16_sra_sym.124,0.000275169,5.73E-06,48.02251309,5.570231561,0.516994724,0.608699291,0.345151756,39.05981023,38.89861584,6.326369005,0.162637381,0.906962214
str_m5_o11_o16_sra_sym.127,0.000185284,4.85E-06,38.2028866,5.207012524,0.454148082,0.433892514,0.309018997,31.09813891,44.2381074,0.057811555,0.001306827,0.586514924
str_m5_o11_o16_sra_sym.128,0.000236652,5.55E-06,42.64,5.946504012,0.518878788,0.535587017,0.348438225,34.04408517,35.49475062,1.719845555,0.048453518,0.890716744
str_m5_o11_o16_sra_sym.151,0.000310586,5.30E-06,58.60113208,5.427081735,0.482099403,0.666275634,0.312966261,47.1513172,47.91179246,1.371845686,0.028632736,0.901305097
str_m5_o11_o16_sra_sym.162,0.000251791,4.45E-06,56.58224719,5.154259622,0.417540163,0.540887686,0.273216309,43.84679907,47.24287939,1.237471904,0.026193829,0.877908885
str_m5_o11_o16_sra_sym.189,0.000270367,5.76E-06,46.93871528,5.20047289,0.512799769,0.56747317,0.326567039,38.48667603,42.87520612,0.373246918,0.008705426,0.79605461
str_m5_o11_o16_sra_sym.4,0.000292138,5.97E-06,48.93433836,5.940620359,0.54487146,0.634058895,0.361045802,38.89598012,39.48012384,1.469565226,0.037222913,0.903046293
str_m5_o11_o16_sra_sym.80,0.000262905,5.79E-06,45.40673575,6.027080716,0.532239753,0.576089145,0.355486345,35.89253964,36.91845113,5.073377353,0.137421186,0.917784613
str_m5_o11_o16_sra_sym.83,0.000387571,4.81E-06,80.57609148,4.314865344,0.41982942,0.663646569,0.235904458,62.30718422,62.00806461,4.710672416,0.075968706,0.918035814
str_m5_o11_o18_sra_sym.132,0.000412617,7.91E-06,52.16396966,6.53425064,0.701904617,0.847977676,0.436285027,43.04785637,44.67060266,1.964327003,0.043973595,0.914885508
str_m5_o11_o18_sra_sym.22,0.00029449,6.17E-06,47.72933549,4.652431298,0.535122758,0.570026021,0.33749045,37.40852746,38.78521381,4.286893758,0.110529074,0.917216733
str_m5_o11_o18_sra_sym.57,0.000372316,7.66E-06,48.60522193,5.136102901,0.675774625,0.756963651,0.4144031,40.45660637,41.84894095,4.841449334,0.115688694,0.906209772
str_m5_o12_o18_sra_sym.99,7.13E-05,1.74E-06,40.97701149,1.974142943,0.164237104,0.173946614,0.10920802,35.27758665,22.69413403,0.295813437,0.013034797,0.818686176
str_m5_o13_o16_sra_sym.13,0.000479835,5.31E-07,903.6440678,2.484407512,0.051934851,0.643986247,0.016215777,879.5818222,78.90140456,8.581936443,0.108767854,0.895381147
str_m5_o13_o22_sra_sym.235,9.02E-05,2.82E-06,31.9858156,1.839801747,0.239733798,0.198035688,0.164020524,26.74131039,28.14961195,0.368378312,0.013086444,0.719261125
str_m5_o16_o16_sra_sym.3,0.000391716,5.44E-06,72.00661765,7.432168141,0.51267807,0.871877938,0.330902966,58.35693164,79.02672737,0.00014441,1.83E-06,0.001607818
str_m5_o16_o16_sra_sym.43,0.000404563,8.02E-06,50.44426434,6.346011291,0.665599567,0.817875503,0.417977711,43.33826255,45.83136972,1.153390882,0.02516597,0.910209246
str_m5_o16_o19_sra_sym.15,0.000475501,7.53E-06,63.14754316,5.088147008,0.645957019,0.786575818,0.365958664,47.60427745,49.72267518,1.360401571,0.027359782,0.895598839
str_m5_o16_o24_sra_sym.108,0.000521336,5.56E-06,93.76546763,4.604423747,0.479989905,0.836917538,0.258535641,71.69678262,87.70260664,0.023464797,0.00026755,0.153210286
str_m5_o16_o24_sra_sym.92,0.000624805,6.59E-06,94.81107739,5.190966232,0.565622963,1.039249762,0.305339571,75.38314688,76.95616244,3.967540218,0.051555848,0.888857595
str_m5_o17_o22_sra_sym.36,6.73E-05,3.42E-06,19.67836257,2.248454968,0.305151239,0.177817744,0.222927122,17.66646296,18.13891074,1.824624454,0.100591732,0.894010047
str_m5_o17_o22_sra_sym.44,5.70E-05,2.79E-06,20.43010753,2.251851998,0.256419098,0.146709835,0.185247345,17.5406085,18.4192411,11.25889421,0.611257225,0.903766607
str_m5_o18_o18_sra_sym.57,0.000505546,1.06E-05,47.69301887,6.786228368,0.964781284,0.990315256,0.572785697,38.29294118,39.28118425,8.031096879,0.204451496,0.916123057
str_m5_o18_o19_sra_sym.43,0.000807729,1.41E-05,57.28574468,5.499434762,1.010446347,1.168869575,0.544906651,47.50959905,48.60330186,2.072883087,0.042649018,0.896425799
str_m5_o18_o19_sra_sym.88,0.000442715,1.03E-05,42.98203883,6.69126437,0.870594218,0.872405079,0.549603758,35.15652262,35.28795351,2.633113489,0.074617914,0.889398567
str_m5_o18_o22_sra_sym.67,0.000412887,7.70E-06,53.62168831,5.591658775,0.664234147,0.823387457,0.40883629,44.60589196,47.31150237,1.987311571,0.042004829,0.892438461
str_m5_o18_o24_sra_sym.80,0.000480682,6.02E-06,79.84750831,5.650286727,0.53322718,0.930263757,0.310771803,66.29822685,69.76765553,1.016727936,0.014573056,0.868456607
str_m5_o18_o29_sra_sym.17,2.46E-05,8.58E-07,28.67132867,1.173505413,0.081787073,0.064241129,0.058022068,24.52208434,16.55331943,0.288636679,0.017436785,0.892741273
str_m5_o2_o17_sra_sym.25,0.000409739,5.53E-06,74.09385172,5.871980106,0.514551184,0.722139073,0.309778685,51.63054766,179.1270881,0.008687633,4.85E-05,0.087078418
str_m5_o2_o19_sra_sym.116,0.000545512,9.24E-06,59.03809524,4.929125507,0.764232122,0.78609659,0.425721948,40.89660827,40.31893668,1.898771282,0.047093784,0.883847346
str_m5_o2_o19_sra_sym.12,0.000181757,2.91E-06,62.45945017,5.316325978,0.282333753,0.429359718,0.200990685,47.31325048,48.94724272,1.689615913,0.034519123,0.948640991
str_m5_o2_o19_sra_sym.141,0.000241861,5.18E-06,46.69131274,3.773329792,0.449620044,0.473462379,0.276798161,37.88433732,38.74739372,1.863066619,0.048082373,0.879475028
str_m5_o2_o19_sra_sym.53,0.00024257,5.11E-06,47.46966732,3.836198366,0.445024121,0.468558114,0.275813334,37.62578976,38.50595776,2.47714247,0.064331408,0.875005196
str_m5_o2_o19_sra_sym.7,0.000424787,5.99E-06,70.91602671,3.947473262,0.498086252,0.638389038,0.270579071,52.25509486,53.79861142,3.165678327,0.058843123,0.906551178
str_m5_o2_o20_sra_sym.119,0.00144303,8.12E-06,177.7130542,4.079975342,0.59243712,1.071451856,0.214116164,110.8308406,146.6480118,0.019997252,0.000136362,0.09029456
str_m5_o25_o25_sra_sym.42,0.000220556,3.68E-06,59.93369565,3.707566945,0.347137609,0.447873199,0.217309106,45.64724489,44.5244491,4.184608259,0.093984504,0.887901053
str_m5_o4_o16_sra_sym.35,0.000341892,5.05E-06,67.70138614,4.46873181,0.443809041,0.649052181,0.271909846,52.86790478,54.783802,2.278292815,0.041586979,0.921546876
str_m5_o4_o16_sra_sym.5,0.000431605,6.76E-06,63.84689349,6.154336944,0.604260762,0.860521472,0.365168745,52.19219141,57.57095538,0.28301521,0.004915937,0.718883066
str_m5_o4_o16_sra_sym.60,0.00072385,8.48E-06,85.35966981,5.531780204,0.691100194,1.13524764,0.365332848,68.82390422,73.08459216,0.597470171,0.00817505,0.733615773
str_m5_o4_o16_sra_sym.65,0.00061974,6.40E-06,96.834375,6.365589073,0.580768564,1.04861001,0.322822626,71.94281933,87.36731679,0.000910329,1.04E-05,0.006417526
str_m5_o4_o16_sra_sym.66,0.000511994,7.22E-06,70.9132964,5.189092672,0.614607217,0.902309138,0.349629182,57.15906312,61.06512464,0.371151113,0.006077956,0.722500923
str_m5_o4_o18_sra_sym.107,0.000338777,7.94E-06,42.66712846,5.131873749,0.664831474,0.701533376,0.420146869,36.98150883,53.95738643,0.052884501,0.000980116,0.351295574
str_m5_o4_o24_sra_sym.100,8.55E-05,4.57E-06,18.70897155,3.071474658,0.405796518,0.223543684,0.297255037,16.65599572,20.44389731,0.072268452,0.003534965,0.637026085
str_m5_o4_o4_sra_sym.69,6.88E-05,1.79E-06,38.43575419,1.597338214,0.15717238,0.169057794,0.108179671,34.61202141,21.47746814,2.183725496,0.101675183,0.916196215
str_m5_o5_o16_sra_sym.88,0.00073894,7.36E-06,100.3994565,5.428266911,0.596611475,1.06089276,0.292325478,80.37893303,78.89245567,7.804102125,0.098920766,0.911964549
str_m5_o5_o18_sra_sym.78,0.000336846,7.70E-06,43.74623377,4.710122207,0.659713315,0.655892986,0.401998236,36.13651432,37.17755472,1.255434566,0.033768616,0.863498116
str_m6_o42_o47_etb_sym.114,1.59E-05,1.08E-06,14.72222222,0.831931012,0.100955301,0.041499712,0.073757561,12.4616616,12.70247401,1.587718504,0.124992856,0.886705476
str_m6_o42_o49_etb_sym.13,1.59E-05,1.36E-06,11.69117647,1.143999606,0.124704522,0.044209544,0.092320967,10.60603635,11.36740917,0.528552442,0.046497177,0.939674359
str_m6_o43_o48_etb_sym.93,2.95E-05,7.38E-07,39.97289973,0.884354266,0.070144971,0.069712292,0.046083836,33.50411581,20.6697183,0.407628045,0.019721026,0.886603692
str_m6_o46_o55_etb_sym.130,3.81E-05,1.09E-06,34.95412844,0.934881629,0.088366461,0.081288288,0.058015648,31.03274946,35.7470741,0.137932197,0.003858559,0.571367816
str_m6_o46_o55_etb_sym.75,3.06E-05,1.55E-06,19.74193548,1.060020744,0.128210641,0.079775178,0.095569733,18.4877826,28.99601167,0.010451271,0.000360438,0.187507069
str_m6_o46_o56_etb_sym.177,2.71E-05,2.04E-06,13.28431373,1.380080583,0.180047415,0.072100458,0.134645617,11.85996,14.54242419,0.107899864,0.007419661,0.807058209
str_m6_o46_o56_etb_sym.5,6.96E-05,1.94E-06,35.87628866,1.397123596,0.15647067,0.154092408,0.107749491,31.67403804,36.78126825,0.088575319,0.002408164,0.425799238
str_m6_o46_o56_etb_sym.58,6.59E-05,9.67E-07,68.14891417,0.795798291,0.08069089,0.132768679,0.051757343,56.81474712,38.95849779,0.078051929,0.002003464,0.360049749
str_m6_o46_o57_etb_sym.19,7.06E-05,2.58E-06,27.36434109,1.420939488,0.216717388,0.163755087,0.150313986,24.12863915,31.25904624,0.089860296,0.002874697,0.486493934
str_m6_o46_o57_etb_sym.22,9.29E-05,3.25E-06,28.58461538,1.297133953,0.249513553,0.190951712,0.163605263,25.85018801,28.2126121,0.637730646,0.022604452,0.821833067
str_m6_o46_o57_etb_sym.3,7.07E-05,1.16E-06,60.94827586,1.56660926,0.101741513,0.174604993,0.070649551,54.73746408,49.42562081,0.037673963,0.000762235,0.247318343
str_m6_o47_o49_etb_sym.75,2.36E-05,8.82E-07,26.75736961,0.659222175,0.076224149,0.055517179,0.051590253,23.83401192,23.49199577,0.282613376,0.012030199,0.772813829
str_m6_o47_o55_etb_sym.65,3.27E-05,1.76E-06,18.57954545,1.094932302,0.151989563,0.082460375,0.110137243,16.58244355,17.97120427,0.00809904,0.000450668,0.167094229
str_m7_o10_o24_bcu_sym.128,0.000281741,6.08E-06,46.33898026,5.396920716,0.524642404,0.564145669,0.342821597,36.44689234,65.2968144,0.015214827,0.00023301,0.176979544
str_m7_o10_o24_bcu_sym.56,0.000314758,6.26E-06,50.28083067,4.167956314,0.519708779,0.556709747,0.308300525,39.9937365,48.70971874,0.02220957,0.000455958,0.173549977
UFUMUD,0.000388992,9.58E-06,40.6045929,2.978212807,0.792170665,0.59547908,0.436074536,30.24427659,30.99228209,0.015664091,0.000505419,0.065996638
UIO66-NH2,0.000149871,2.78E-06,53.91043165,3.73343806,0.243766069,0.355373562,0.167866119,46.88775996,28.40132963,0.346919242,0.012214894,0.876816745
ZnTBAPy4,0.000617479,1.48E-05,41.72155405,5.250498443,0.997789,1.021047264,0.574968679,39.33137042,60.65174217,0.019535861,0.000322099,0.120401695
