MOF,kh_co2,kh_n2,kh_sel,pq_co2,pq_n2,iast_b_co2,iast_b_n2,iast_b_sel,t_sel_co2/n2,t_sel_co2/h2o,t_sel_n2/h2o,water_resistance
AlTBAPy,0.00153734,9.83E-06,156.3926755,9.182369251,0.893462308,1.191697926,0.417352359,63.24129161,73.23296092,0.137241764,0.001874044,0.677196594
AlTCPP,0.00182217,1.44E-05,126.5395833,10.20922576,1.124632245,1.547539567,0.518314155,66.12811024,67.30291622,0.06490981,0.000964443,0.343649287
AlTCPP-FF2,,,,,,,,,,,,
CALF20,0.000440516,3.63E-06,121.35427,2.987399836,0.317826072,0.81642286,0.178298558,101.4155954,129.2190358,0.007470179,5.78E-05,0.039369238
Ca-SQA,0.000722012,2.97E-06,243.1016835,2.915392622,0.284613405,0.988753452,0.129053663,169.6895491,180.8233171,1.127753735,0.006236772,0.783984793
CAU10,0.000633057,1.62E-05,39.07759259,4.700603483,1.147766201,1.223902346,0.690534195,39.25536299,56.60428929,0.012512434,0.000221051,0.053399778
CAU21,0.000416583,6.79E-06,61.35243004,1.290768377,0.345769776,0.294225657,0.158608233,41.08584603,26.51247752,0.073550683,0.002774191,0.283671086
CuAlPyC,0.00242315,1.94E-05,124.9046392,3.446687799,1.032195236,1.578626662,0.34242004,102.1075087,77.90007406,0.025325139,0.000325098,0.074363693
CuAlPyC-FF2,,,,,,,,,,,,
DAZMID,0.0450243,1.29E-05,3490.255814,0.904663157,0.674751559,0.847333163,0.10006636,187.5441492,41.91722907,0.130739926,0.003119002,0.327909407
ddmof_16520,0.00223446,1.98E-06,1128.515152,2.494734473,0.184480627,1.238308487,0.044448624,617.0323752,79.79703547,0.00433801,5.44E-05,0.012312378
ddmof_16703,7.15E-05,3.61E-06,19.80609418,4.049461406,0.343635579,0.196255744,0.257004029,16.91296945,20.39590533,0.091402449,0.004481412,0.8263079
ddmof_21502,0.000186752,2.63E-06,71.00836502,2.751209187,0.251255786,0.34960179,0.157504548,49.16068986,29.13228712,0.001674702,5.75E-05,0.020237628
ddmof_2168,0.000860428,2.71E-06,317.501107,6.330960625,0.259414469,1.284438583,0.137555703,206.8102986,123.7029089,6.90E-05,5.58E-07,0.00043821
ddmof_22214,0.000166484,3.21E-06,51.86417445,4.416413603,0.306417825,0.322133738,0.212576705,33.56278266,27.64940438,0.006975563,0.000252286,0.147763578
ddmof_22243,0.000142135,3.49E-06,40.72636103,3.816576304,0.322724997,0.28803018,0.224936857,28.36055945,30.58797408,0.009247047,0.00030231,0.162369648
ddmof_22389,0.000207929,1.23E-06,169.0479675,2.457610996,0.116976447,0.423190967,0.069791827,134.2979067,278.0920759,0.020654163,7.43E-05,0.16951753
ddmof_22800,9.66E-05,4.22E-06,22.89099526,2.941569685,0.383752074,0.247011337,0.272113887,20.10497793,21.69947205,0.352438354,0.016241794,0.847893725
ddmof_22900,0.00181689,2.82E-06,644.287234,6.297153999,0.270330901,1.228661375,0.115937044,234.7185443,46.9559982,4.26E-05,9.08E-07,0.000351402
ddmof_22908,0.00012929,3.13E-06,41.30670927,4.428812284,0.295762973,0.288291216,0.204883387,31.16463792,26.27858842,0.013007091,0.000494969,0.23444177
ddmof_23350,0.00106113,2.19E-06,484.5342466,4.767152008,0.198108912,0.779672781,0.084220845,205.0360371,38.27460112,0.037159969,0.000970878,0.231094443
ddmof_23421,0.000149825,3.60E-06,41.61805556,5.453176501,0.348726047,0.349790921,0.254512012,30.43951076,33.81821048,0.001463427,4.33E-05,0.045486187
ddmof_23639,0.000389101,4.08E-06,95.36789216,4.236195129,0.373666745,0.506859667,0.215339809,52.13157304,34.67678534,0.012666687,0.000365279,0.129596214
ddmof_23741,0.00316219,4.09E-06,773.1515892,2.961249344,0.369977476,0.470840761,0.155858105,66.90862149,29.82048473,0.011663021,0.000391108,0.139444638
ddmof_23744,0.000160535,3.18E-06,50.4827044,3.205550981,0.284204407,0.317945793,0.179693859,39.18837603,42.32957516,0.031259005,0.000738467,0.338097282
ddmof_3313,5.50E-05,2.53E-07,217.3913043,0.772468204,0.024239737,0.122832793,0.017226914,157.9225866,126.1930901,1.216503533,0.009640017,0.771017503
ddmof_6878,0.00114079,2.79E-06,408.8853047,6.435026578,0.260701598,1.384752683,0.118907871,257.9283214,85.01648218,8.60E-05,1.01E-06,0.000513152
ddmof_6949,0.0012306,3.25E-06,378.6461538,6.23749469,0.306439852,1.563628024,0.142387692,243.2195129,167.83499,7.12E-05,4.24E-07,0.000383959
ddmof_7975,0.000173019,3.27E-06,52.91100917,3.725916908,0.297254008,0.343768701,0.196429486,38.76118746,46.99619954,0.004574018,9.73E-05,0.071944175
MgMOF74,0.00472345,4.08E-06,1157.708333,13.50882581,0.393883184,6.640938067,0.146568714,1003.518938,71.28510467,1.40E-05,1.96E-07,0.000548941
MIL-160-Al,0.000402474,9.40E-06,42.81638298,5.47437343,0.779273014,0.966914808,0.528121902,40.55005543,98.93436265,0.004224614,4.27E-05,0.031204752
MIL-53-NH2-Al,0.000426375,1.43E-05,29.81643357,7.513733837,1.093840296,1.05322062,0.744298406,31.34077157,54.31020236,0.011112309,0.000204608,0.088423086
MIL-96-Al,0.000501738,8.10E-06,61.94296296,4.507472013,0.655904767,0.850074263,0.383847937,49.04955555,90.70819532,0.003502883,3.86E-05,0.015100866
RSM0011,0.000313705,1.53E-06,205.0359477,3.867059337,0.145266368,0.650475,0.079545272,181.1146818,201.5711064,0.001133219,5.62E-06,0.00973181
RSM0016,3.34E-06,2.86E-07,11.67832168,0.239817925,0.027177899,0.009655407,0.02093697,10.21396058,24.55121179,0.000121783,4.96E-06,0.056507605
RSM0022,1.04E-05,1.27E-06,8.188976378,0.942971657,0.120477679,0.030614631,0.094036646,7.210565372,9.096328095,0.05801331,0.006377662,0.9809221
RSM0042,1.12E-05,1.45E-07,77.24137931,0.403850201,0.013680904,0.027920739,0.009837058,62.86357753,25.6652497,0.00029411,1.15E-05,0.008786365
RSM0047,2.31E-05,1.18E-06,19.57627119,1.789736974,0.113683063,0.066999375,0.090747915,16.35202395,19.94773847,0.000238527,1.20E-05,0.034882444
RSM0055,0.000375794,1.50E-05,25.05293333,4.743853678,1.018259928,0.744324614,0.638772166,25.80796832,168.8901653,0.003211126,1.90E-05,0.020098274
RSM0056,3.51E-05,3.61E-06,9.72299169,4.33566412,0.34906405,0.117591708,0.273727197,9.514723445,9.504994442,0.589581075,0.062028555,0.944519411
RSM0059,0.000254419,4.26E-06,59.72276995,5.244905259,0.373225457,0.61316117,0.268553708,50.56859783,156.0381757,0.000778331,4.99E-06,0.008757145
RSM0068,0.493156,0.00012841,3840.479713,3.851509118,2.470136543,3.82765906,0.022116097,3833.206242,8659.643027,0.005345381,6.17E-07,0.005509792
RSM0079,5.46E-05,9.42E-07,57.96178344,2.423099545,0.089708304,0.134571885,0.065496914,45.50623638,108.9994548,0.001067488,9.79E-06,0.027784046
RSM0081,0.000233068,1.21E-05,19.26181818,5.178294264,0.961195347,0.577539376,0.696723949,18.35939136,47.00349273,0.003921886,8.34E-05,0.043938833
RSM0086,7.46E-05,3.95E-06,18.88607595,4.319436088,0.375279749,0.197357065,0.276497711,15.80878736,45.66904884,0.001315518,2.88E-05,0.059299908
RSM0096,7.34E-05,2.97E-06,24.71380471,4.263223142,0.282060571,0.220418059,0.210956312,23.14153005,66.92870096,0.000501347,7.49E-06,0.017234919
RSM0097,0.000152901,4.79E-06,31.92087683,2.743170624,0.418448984,0.319912777,0.269011062,26.33897483,52.02728596,0.001464223,2.81E-05,0.020435546
RSM0107,3.98E-05,1.77E-06,22.48587571,2.035778154,0.159703375,0.103158248,0.119213458,19.16532078,62.67114155,0.001117621,1.78E-05,0.033954028
RSM0109,3.00E-05,1.56E-06,19.23076923,2.302397358,0.147957214,0.089644062,0.113863877,17.43704865,39.02990291,0.000949627,2.43E-05,0.039611111
RSM0118,4.11E-05,2.14E-06,19.20560748,1.906412739,0.189851091,0.106791392,0.142753008,16.56869859,31.87338578,0.002086139,6.55E-05,0.087570334
RSM0136,5.07E-05,9.01E-07,56.27081021,2.21748581,0.086479452,0.137718969,0.065320949,46.69589389,53.64118544,0.00408202,7.61E-05,0.115064558
RSM0145,1.32E-05,1.67E-06,7.904191617,1.455986411,0.16064447,0.045646499,0.130489,7.747667728,7.470885398,0.108610056,0.014537776,0.937364596
RSM0148,0.00020426,3.73E-06,54.7613941,3.703443034,0.329654762,0.464607394,0.222629725,46.22111162,90.44907696,0.002508359,2.77E-05,0.025984173
RSM0151,4.26E-05,2.65E-06,16.0754717,4.168490912,0.253407865,0.121596454,0.200475034,13.43377392,31.1904662,0.00087512,2.81E-05,0.085601268
RSM0158,0.000120806,4.36E-06,27.70779817,4.367487578,0.411646921,0.310742174,0.297544121,23.13056524,26.55099793,0.086424182,0.003255026,0.68481747
RSM0171,0.000542519,3.10E-06,175.006129,1.362084393,0.220015683,0.602473529,0.085712734,155.6790029,349.2750635,0.000252826,7.24E-07,0.000665797
RSM0172,0.000137075,3.83E-06,35.78981723,3.709598399,0.337892472,0.304103434,0.230045161,29.27828553,30.95512607,0.079017199,0.002552637,0.551724139
RSM0175,0.000156099,4.15E-06,37.61421687,4.010012488,0.350894697,0.386462996,0.256126098,33.41885023,97.2050314,0.001283811,1.32E-05,0.019656505
RSM0177,0.000293598,4.40E-06,66.72681818,5.029786354,0.404789491,0.711635176,0.283461437,55.60333521,90.34913937,0.000353093,3.91E-06,0.003430522
RSM0191,0.0174279,1.60E-06,10892.4375,3.905854459,0.157301551,3.459998738,0.016473628,4651.833015,660.1876554,0.000283389,4.29E-07,0.000464361
RSM0195,0.000177963,5.34E-06,33.32640449,2.83119416,0.428414761,0.397847516,0.299907786,29.38098356,36.0998918,0.038558969,0.001068119,0.27354302
RSM0199,0.0317676,2.75E-06,11551.85455,1.463917037,0.225468701,1.432752562,0.017199299,1845.006321,52.8562436,8.81E-05,1.67E-06,0.000265992
RSM0220,0.000380366,1.57E-05,24.22713376,5.942853215,1.182962252,0.820369004,0.780738558,23.27239257,39.24446959,0.011885897,0.000302868,0.116782204
RSM0226,0.00176656,2.65E-05,66.66264151,3.133998117,1.497053067,1.35526176,0.631525746,47.53018925,57.36633684,0.092563583,0.001613552,0.143110963
RSM0227,3.04E-05,2.54E-06,11.96850394,3.353113108,0.240440927,0.09802412,0.191221191,11.35361993,10.98795096,0.354808958,0.03229073,0.956065071
RSM0228,3.35E-05,2.46E-06,13.61788618,3.731849267,0.23785289,0.108372399,0.188066697,12.76274846,16.80534983,0.009261762,0.00055112,0.554544317
RSM0229,0.00100717,5.79E-06,173.9499136,3.346433494,0.485006151,1.382156213,0.218143956,140.3302713,198.7460186,0.000808806,4.07E-06,0.00266026
RSM0230,3.51E-05,2.48E-06,14.15322581,4.251315533,0.235027899,0.110609532,0.186625786,13.12678359,16.99302145,0.013479157,0.000793217,0.678027558
RSM0234,2.81E-05,2.38E-06,11.80672269,3.390288244,0.228860387,0.089951209,0.182577391,10.9118259,13.59511949,0.022400633,0.001647697,0.897290343
RSM0235,3.45E-05,4.93E-07,69.97971602,1.020989489,0.049122726,0.075244947,0.029437979,56.6117751,60.54953617,0.000562477,9.29E-06,0.011112
RSM0239,0.000193868,2.28E-06,85.02982456,3.11210813,0.216897566,0.444836857,0.14054192,70.10230558,65.93645501,0.000918285,1.39E-05,0.007875572
RSM0243,0.00124362,2.11E-05,58.93933649,3.337043675,1.319011,1.530677963,0.60624597,55.92067247,253.1238286,0.000348136,1.38E-06,0.000938619
RSM0247,0.000661255,6.05E-06,109.2983471,4.273617572,0.495251787,1.09810498,0.257446015,94.47025926,147.1703811,0.001211193,8.23E-06,0.005477616
RSM0248,0.000137641,3.16E-06,43.55727848,3.145731159,0.281526104,0.323497567,0.199376564,35.93638025,87.04182343,0.000937801,1.08E-05,0.01164467
RSM0258,0.000307669,1.39E-06,221.3446043,3.409616859,0.130675808,0.65317412,0.078159787,185.0900276,42.3668709,3.78E-05,8.93E-07,0.00021684
RSM0270,9.37E-05,1.61E-06,58.19875776,2.435792116,0.152464081,0.223407897,0.103405438,47.85117018,58.55172292,0.00174508,2.98E-05,0.024003939
RSM0277,6.89E-05,2.37E-06,29.07172996,1.787555007,0.20420458,0.155560153,0.142201937,24.22870871,25.8823567,0.106056846,0.00409765,0.619420344
RSM0278,0.000385988,5.57E-06,69.29766607,3.847558132,0.461796265,0.738522222,0.277555392,58.93201881,64.54948774,0.001057517,1.64E-05,0.00765947
RSM0281,0.000656091,1.31E-05,50.08328244,3.806088761,0.970244123,1.077247781,0.526562551,45.31093868,43.52591038,0.193236066,0.004439564,0.40657486
RSM0285,0.000182486,1.73E-06,105.483237,3.122666144,0.163454147,0.443858876,0.111032132,88.538804,162.5826809,0.000547548,3.37E-06,0.006746398
RSM0287,4.95E-05,1.91E-06,25.91623037,2.797752613,0.181442042,0.13774698,0.139909064,21.80588187,24.20870392,0.000162569,6.72E-06,0.010358727
RSM0288,0.00248119,7.12E-06,348.4817416,5.631034134,0.601811018,2.515001571,0.205446285,271.1298839,59.47580927,0.000424037,7.13E-06,0.001328733
RSM0290,4.42E-05,8.18E-08,540.3422983,2.979207924,0.007751351,0.098345235,0.005756331,378.3946238,199.0656773,5.82E-05,2.92E-07,0.002341107
RSM0299,0.000147598,2.95E-06,50.03322034,6.362731628,0.278537447,0.390623646,0.210923335,41.01770145,41.31735043,0.002344011,5.67E-05,0.050107173
RSM0304,2.11E-05,2.26E-07,93.36283186,1.016335407,0.021562358,0.053552227,0.016084461,73.74089986,119.0801009,0.007245447,6.08E-05,0.371180745
RSM0308,0.00131361,1.54E-05,85.29935065,3.679781793,1.06293682,1.516783414,0.445289329,75.44295719,109.4670222,0.008874692,8.11E-05,0.019800852
RSM0309,2.84E-05,2.26E-06,12.56637168,2.144789136,0.210332153,0.077763548,0.158235643,10.88451724,35.26810959,0.001145886,3.25E-05,0.071294944
RSM0313,0.00109746,3.29E-06,333.5744681,5.246545288,0.273042519,1.342456522,0.106463391,279.2784038,186.4492985,0.001042678,5.59E-06,0.004705006
RSM0316,9.69E-05,9.01E-07,107.5471698,1.649344534,0.087768958,0.190184551,0.052958994,79.53768222,47.21488873,0.000570648,1.21E-05,0.006582805
RSM0322,0.00578301,4.49E-06,1287.975501,2.498877446,0.388827085,1.952689759,0.062202967,695.2797281,59.03028779,0.000269448,4.56E-06,0.000656747
RSM0324,0.000107443,1.90E-06,56.54894737,2.425986316,0.176990909,0.246138465,0.115063319,47.37835866,38.38924834,0.012142452,0.000316298,0.136182072
RSM0327,0.000119353,2.86E-06,41.73181818,1.096423799,0.202580464,0.192251976,0.124556365,34.18552902,24.63941835,0.004584921,0.000186081,0.026595373
RSM0328,0.000156289,3.77E-06,41.45596817,3.174002039,0.32574457,0.372965219,0.225023735,36.70941168,88.67266871,0.004806246,5.42E-05,0.064936125
RSM0331,0.000465132,9.02E-06,51.56674058,1.495999975,0.524535354,0.49305056,0.243499386,44.84675306,824.2912136,0.002095486,2.54E-06,0.007569839
RSM0337,0.000136288,2.92E-06,46.6739726,4.391246344,0.270314476,0.320475321,0.184846464,38.39908397,47.63274488,0.000272949,5.73E-06,0.004403838
RSM0342,0.000260533,5.70E-06,45.70754386,1.314649081,0.388199909,,,,,,,
RSM0366,1.89E-05,3.60E-06,5.25,2.137355793,0.349534385,0.065694818,0.287030351,5.069214997,4.937017583,0.296929756,0.060143548,0.946419986
RSM0369,0.00155495,1.44E-05,107.9826389,3.113812779,0.97038069,1.265457967,0.379432691,73.86698935,67.75007653,0.862606493,0.012732185,0.61159836
RSM0372,0.000179895,4.59E-06,39.19281046,4.68106321,0.401234256,0.437008494,0.285704061,33.87746339,86.43723962,5.36E-05,6.20E-07,0.000930887
RSM0386,5.22E-05,1.89E-06,27.61904762,3.131048066,0.182888074,0.138600558,0.138191443,22.21371762,91.25603212,0.000549943,6.03E-06,0.025980147
RSM0398,0.0042732,8.95E-06,477.452514,2.888203178,0.661066734,1.955844844,0.113762334,380.7792947,184.4236786,0.001243129,6.74E-06,0.002768518
RSM0400,0.00390287,1.19E-05,327.9722689,2.656853715,0.890936419,1.776528652,0.233451025,168.5442153,1053.613578,0.002140035,2.03E-06,0.004869844
RSM0402,0.000343691,5.03E-06,68.32823062,4.993200443,0.452668035,0.681398635,0.283138283,53.30158021,154.9546669,0.00016776,1.08E-06,0.001832318
RSM0418,0.000291885,4.64E-06,62.90625,2.751781885,0.387238282,0.526676609,0.234170179,49.81382169,67.67065986,0.007995498,0.000118153,0.060860028
RSM0423,0.000254798,6.39E-06,39.87449139,5.683416458,0.584078036,0.624087252,0.402922142,34.30532968,54.4204021,0.0079943,0.000146899,0.085615645
RSM0424,4.52E-06,8.19E-07,5.518925519,0.464524873,0.077528629,0.014541768,0.061936907,5.200021264,4.887170069,2.182320056,0.446540641,0.92793835
RSM0426,0.000430961,4.32E-06,99.75949074,4.187697213,0.384778733,0.81022311,0.227886802,78.74497911,48.02466002,0.000917719,1.91E-05,0.007246992
RSM0429,7.28E-05,4.90E-06,14.85714286,7.373058666,0.468582771,0.223305403,0.368574439,13.41873072,22.64863893,0.002112539,9.33E-05,0.17244001
RSM0431,0.000137915,6.45E-06,21.38217054,4.790979361,0.546487378,0.341309309,0.397434503,19.0204149,129.7798618,0.000330204,2.54E-06,0.006674108
RSM0433,0.000155516,4.58E-06,33.95545852,3.902643414,0.400775753,0.376508855,0.283682383,29.3954592,84.95211851,0.001498793,1.76E-05,0.023415308
RSM0439,1.94E-05,1.17E-06,16.58119658,0.867143934,0.111764078,0.049573081,0.075449427,14.55215741,106.4580982,0.000138269,1.30E-06,0.005744517
RSM0441,0.000133117,1.38E-06,96.4615942,1.167593713,0.126848954,0.248794149,0.076048404,72.45818916,69.5328575,0.377089304,0.005423181,0.589695853
RSM0444,0.000472198,7.73E-06,61.08641656,4.233025877,0.60047766,0.903233762,0.339172565,58.98164301,301.0168433,0.000888194,2.95E-06,0.004889126
RSM0445,1.30E-05,2.29E-06,5.676855895,1.312941523,0.218326619,0.04275163,0.181538741,5.215798169,4.992127658,0.620646816,0.124325109,0.906285718
RSM0453,4.39E-05,1.02E-06,43.03921569,1.12910937,0.097223799,0.108840171,0.067461433,35.73313112,84.10228202,0.204058886,0.002426318,0.724998619
RSM0454,0.000182456,3.33E-06,54.79159159,2.213013569,0.287290558,0.352212049,0.178758307,43.63906088,36.3668809,0.00036348,9.99E-06,0.003314758
RSM0455,0.000183163,4.17E-06,43.92398082,4.413175874,0.395663228,0.450824932,0.272116775,36.69357536,63.30176163,0.019440469,0.000307108,0.181388163
RSM0457,0.0001781,1.32E-06,134.9242424,2.758014061,0.127600379,0.363321311,0.084682296,95.02451643,30.46352096,0.000415872,1.37E-05,0.004872689
RSM0458,0.000266925,5.72E-06,46.66520979,3.174341202,0.470709784,0.502134777,0.291604555,38.1384832,72.66582255,0.001746983,2.40E-05,0.015072517
RSM0460,0.000516583,5.06E-06,102.091502,2.63045304,0.427130774,0.973303795,0.227079503,94.93096638,108.0254005,0.00042526,3.94E-06,0.001409346
RSM0462,0.264378,1.74E-06,151941.3793,1.389100149,0.171463218,1.386611267,0.00603004,5092.979918,154.9547272,0.000206187,1.33E-06,0.000475363
RSM0464,0.000428545,4.39E-06,97.61845103,4.944200264,0.400300636,0.771907487,0.231980528,73.69722592,95.65868287,0.000963778,1.01E-05,0.008952347
RSM0473,0.000541987,7.57E-06,71.59669749,5.219924237,0.644281029,0.987662625,0.379114781,57.69993482,327.377608,0.000208761,6.38E-07,0.00148318
RSM0478,0.000187529,2.19E-06,85.62968037,3.658139375,0.207329518,0.439175784,0.135189022,71.95059299,147.1576924,0.004057866,2.76E-05,0.03812443
RSM0486,8.31E-05,4.64E-07,179.0948276,2.359103868,0.044232003,0.198939669,0.033784372,130.4196298,449.7043501,1.47E-05,3.26E-08,0.000427427
RSM0488,0.000194516,8.80E-06,22.10409091,6.24721237,0.783209235,0.499795087,0.577794275,19.15826466,37.54670402,0.004482684,0.00011939,0.078651359
RSM0492,0.00209477,2.25E-05,93.10088889,5.45815993,1.542581849,2.388703447,0.629594923,84.03078846,101.5225135,0.098400929,0.000969252,0.146002881
RSM0493,0.000563582,2.90E-06,194.3386207,1.597767059,0.207609158,0.566401258,0.081960811,153.0577694,118.2177084,0.000268768,2.27E-06,0.001342218
RSM0494,0.000195279,7.31E-06,26.71395349,4.72762846,0.624058611,0.464222492,0.433639199,23.71019166,59.70459896,0.001107642,1.86E-05,0.016355546
RSM0496,0.0002086,3.11E-06,67.07395498,3.111149609,0.27653005,0.448103749,0.178895425,55.47748464,93.04784963,0.000525324,5.65E-06,0.005627157
RSM0497,0.00185318,1.92E-06,965.1979167,3.488809325,0.192108964,1.812268583,0.055885835,718.2212246,227.4510969,0.000318427,1.40E-06,0.000889869
RSM0498,0.014187,1.64E-05,865.0609756,6.835423758,1.217139102,4.356387252,0.170858964,564.7108466,91.05579503,0.000618488,6.79E-06,0.001444245
RSM0505,3.99E-05,2.32E-06,17.19827586,2.187233943,0.208526609,0.104326677,0.156505206,14.76399887,22.25733618,0.011815578,0.000530862,0.293927196
RSM0508,0.000242844,1.51E-06,160.8238411,1.54119934,0.143145247,0.430480195,0.07657434,124.5108886,216.8740466,0.003717235,1.71E-05,0.022997626
RSM0516,0.000683622,1.60E-05,42.726375,10.38458065,1.34241941,2.074216471,0.963645887,47.67316947,346.7067518,0.000504145,1.45E-06,0.002665594
RSM0532,0.00149096,2.37E-06,629.0970464,2.848310891,0.223003974,1.613092937,0.066967409,533.4986398,261.0006565,0.000147132,5.64E-07,0.000407804
RSM0534,4.21E-05,1.12E-06,37.58928571,2.855915392,0.10560877,0.112363788,0.080881924,30.76892444,39.26525299,0.005835273,0.000148612,0.246913579
RSM0537,7.31E-05,4.92E-06,14.85772358,7.016984568,0.466127853,0.229278078,0.357232601,14.21506554,17.14695351,0.037505937,0.002187324,0.666462427
RSM0544,0.00167515,3.44E-06,486.9622093,4.815602104,0.317949033,1.388339725,0.109827074,279.9779027,270.3798143,0.00114175,4.22E-06,0.003707424
RSM0545,0.000121078,2.40E-06,50.44916667,1.690231817,0.197329377,0.239069835,0.120016791,44.11844452,102.922671,0.002427275,2.36E-05,0.030887239
RSM0549,6.09E-05,3.01E-07,202.3255814,1.220961585,0.028846375,0.145002623,0.019379238,165.7206352,110.6818182,1.09E-05,9.83E-08,0.000271039
RSM0551,4.44E-05,8.23E-07,53.94896719,0.749795659,0.078748056,0.097962801,0.051023839,42.52315568,71.10898762,0.010977808,0.00015438,0.094878507
RSM0557,0.000676318,1.30E-05,52.02446154,3.888822988,0.947528786,1.001585134,0.506804877,43.77080202,62.1930923,0.123704953,0.001989047,0.340087974
RSM0568,0.000133352,4.65E-06,28.67784946,3.217382413,0.371154639,0.3137465,0.266638214,26.06117048,37.58839895,0.000301387,8.02E-06,0.003810648
RSM0572,1.52E-05,1.42E-06,10.70422535,0.827749654,0.131164564,0.040429303,0.09531712,9.394264028,9.286457876,11.51960943,1.240473987,0.899320767
RSM0573,0.00516178,4.13E-06,1249.825666,2.606995208,0.350033797,2.139069511,0.036462353,1299.324491,209.4968646,0.000796321,3.80E-06,0.00143224
RSM0576,1.57E-05,1.07E-06,14.6728972,1.519755795,0.102284605,0.047635003,0.080757026,13.06421448,61.46243592,0.000357318,5.81E-06,0.038980398
RSM0583,0.00072805,2.20E-06,330.9318182,1.868646551,0.199369425,0.821362654,0.075430503,241.1711593,74.20609804,0.000677843,9.13E-06,0.002873863
RSM0588,7.00E-05,4.47E-06,15.65995526,4.447966563,0.423045604,0.194831349,0.323982709,13.31908604,42.43744076,0.003164793,7.46E-05,0.172917625
RSM0594,0.00233908,3.32E-06,704.5421687,2.026500829,0.284861902,1.355495638,0.053770976,558.3257087,76.35172434,0.000281543,3.69E-06,0.000934064
RSM0602,6.90E-05,5.07E-06,13.60946746,4.534728122,0.464872267,0.199662939,0.352386738,12.54917927,13.87384303,0.289174825,0.020843167,0.901550804
RSM0604,5.53E-05,3.74E-06,14.78609626,3.890310127,0.342007837,0.165883969,0.258693633,14.20221552,46.15525012,0.002016002,4.37E-05,0.07709978
RSM0622,0.000898081,4.28E-06,209.8320093,2.168963912,0.340789305,1.104543752,0.122041447,200.4532011,424.8759212,0.000676393,1.59E-06,0.001928231
RSM0624,4.32E-05,4.03E-06,10.71960298,4.565015475,0.382457291,0.138224101,0.298424714,10.25856014,11.42102879,0.153891762,0.013474422,0.99631254
RSM0628,5.90E-05,3.04E-06,19.40789474,5.623663387,0.288864754,0.175910868,0.224435612,17.35954432,81.39372148,0.000331878,4.08E-06,0.01959659
RSM0631,5.91E-05,3.73E-06,15.84450402,4.096846167,0.340418344,0.176844326,0.257233392,15.22653923,56.24970699,0.001647307,2.93E-05,0.061564234
RSM0632,1.06E-05,2.51E-07,42.2310757,0.720498625,0.024753965,0.027887463,0.017671205,34.95266294,66.35470181,5.71E-06,8.60E-08,0.000419602
RSM0633,0.000107369,1.86E-06,57.72526882,3.622808107,0.175587844,0.268921517,0.12748589,46.71978695,55.91753141,0.17284907,0.003091143,0.717804441
RSM0634,0.000887889,6.65E-06,133.5171429,3.998686713,0.590749089,1.185084799,0.285928126,91.79731309,128.144165,0.00489116,3.82E-05,0.023836845
RSM0637,6.52E-05,2.80E-06,23.28571429,1.794971174,0.23273896,0.152497618,0.162920323,20.73123709,68.01891133,0.000276421,4.06E-06,0.007270535
RSM0641,2.93E-05,9.46E-07,30.97251586,0.966562896,0.082439237,0.074627164,0.059838766,27.62178416,38.81303133,0.007914239,0.000203907,0.136943703
RSM0644,0.000106618,3.48E-06,30.63735632,2.813570864,0.309243231,0.262717603,0.224840565,25.87926417,50.47236468,0.000915802,1.81E-05,0.019465817
RSM0645,2.62E-05,7.65E-07,34.24836601,0.792321106,0.072774976,0.068174723,0.049839493,30.29613219,38.60381033,0.01815157,0.000470202,0.218235965
RSM0647,7.06E-05,4.42E-06,15.97285068,5.842334435,0.416591238,0.215474278,0.316940688,15.05756889,20.02177423,0.009264779,0.000462735,0.338796119
RSM0656,0.000103011,1.41E-06,73.05744681,1.924585433,0.132618523,0.216495605,0.083916381,57.13993685,60.16510427,0.047906537,0.000796251,0.389605185
RSM0658,0.00251845,6.78E-06,371.4528024,2.726627181,0.493040844,1.741706092,0.103764943,371.7591247,117.9900038,0.002525907,2.14E-05,0.0045979
RSM0662,6.13E-05,1.46E-06,41.98630137,4.599445852,0.138278146,0.170857185,0.110461886,34.25770074,110.6815245,7.14E-05,6.45E-07,0.00403551
RSM0663,0.0283662,2.99E-06,9487.023411,1.173159695,0.254128608,1.160536602,0.019723834,1303.181541,92.92329089,0.005522022,5.94E-05,0.01327687
RSM0664,0.000438825,7.07E-06,62.06859972,2.193180801,0.487976686,0.579095663,0.246511063,52.0296996,120.0339899,0.003489252,2.91E-05,0.017027958
RSM0666,0.0203904,2.25E-06,9062.4,1.047607206,0.196875841,0.997005858,0.017491844,1262.407435,168.4047346,0.010626629,6.31E-05,0.027725767
RSM0674,6.59E-05,2.95E-06,22.33898305,3.805313346,0.279049501,0.172740299,0.210461685,18.17849996,57.47686238,0.000102119,1.78E-06,0.004495744
RSM0676,0.000768574,1.12E-05,68.62267857,2.652277852,0.725177225,0.933212461,0.327964079,63.02192577,92.79250727,0.000840023,9.05E-06,0.002366409
RSM0682,0.000206654,1.39E-06,148.6719424,3.169653608,0.131835754,,,,,,,
RSM0686,6.36E-05,2.97E-06,21.41414141,3.740896899,0.281609094,0.171015878,0.211741727,17.88823138,121.3077302,9.59E-05,7.91E-07,0.004172887
RSM0699,0.000111841,5.43E-06,20.59686924,5.429983379,0.504482943,0.277693603,0.363019048,16.94235906,31.64008643,0.010262245,0.000324343,0.34434672
