MOF,kh_co2,kh_n2,kh_sel,pq_co2,pq_n2,iast_b_co2,iast_b_n2,iast_b_sel,t_sel_co2/n2,t_sel_co2/h2o,t_sel_n2/h2o,water_resistance
RSM0656,0.000103011,1.41E-06,73.05744681,1.924585433,0.132618523,0.611401892,0.060801882,56.05639646,59.76796941,0.027685301,0.000463213,0.298282941
RSM0658,0.00251845,6.78E-06,371.4528024,2.726627181,0.493040844,2.356668365,0.031358749,418.94322,193.8286387,0.005297729,2.73E-05,0.020778364
RSM0662,6.13E-05,1.46E-06,41.98630137,4.599445852,0.138278146,0.625513391,0.101287593,34.42673054,95.84250673,4.82E-05,5.03E-07,0.002309779
RSM0663,0.0283662,2.99E-06,9487.023411,1.173159695,0.254128608,1.168524778,0.008265657,788.0902422,149.7771053,0.004984574,3.33E-05,0.027354382
RSM0664,0.000438825,7.07E-06,62.06859972,2.193180801,0.487976686,1.140455449,0.118900969,53.46977445,111.354624,0.005242055,4.71E-05,0.035813621
RSM0666,0.0203904,2.25E-06,9062.4,1.047607206,0.196875841,1.043369187,0.007879085,738.2061685,190.154117,0.00916516,4.82E-05,0.052241495
RSM0674,6.59E-05,2.95E-06,22.33898305,3.805313346,0.279049501,0.571992193,0.173200088,18.41015375,122.0852089,0.000103032,8.44E-07,0.004003217
RSM0676,0.000768574,1.12E-05,68.62267857,2.652277852,0.725177225,1.774282156,0.145005985,68.21064845,139.1246424,0.003865832,2.78E-05,0.01706115
RSM0682,0.000206654,1.39E-06,148.6719424,3.169653608,0.131835754,1.204065374,0.0566642,118.455908,35.39678705,5.35E-06,1.51E-07,6.39E-05
RSM0686,6.36E-05,2.97E-06,21.41414141,3.740896899,0.281609094,0.558814358,0.175811055,17.71890169,93.5568871,8.97E-05,9.59E-07,0.00349996
RSM0699,0.000111841,5.43E-06,20.59686924,5.429983379,0.504482943,0.925823809,0.296565849,17.4029402,40.50107253,0.004261272,0.000105214,0.15320296
RSM0700,0.000146868,4.94E-06,29.73036437,5.423987364,0.46098582,1.282042985,0.262507099,27.22556844,54.43219709,0.001108131,2.04E-05,0.020944582
RSM0706,6.02E-05,4.49E-06,13.40757238,3.193492607,0.4262679,0.529203179,0.282220632,10.45319627,11.91896446,0.008971266,0.000752688,0.621137424
RSM0716,0.00259299,3.53E-06,734.5580737,2.925685764,0.297034876,2.238847968,0.020003762,623.9191918,354.224418,0.000183907,5.19E-07,0.000995016
RSM0718,0.000297387,2.50E-06,118.9548,3.033636269,0.215541947,1.671181766,0.058320705,159.7409812,557.4649886,0.0014765,2.65E-06,0.01191081
RSM0724,0.000187378,8.11E-07,231.0456227,1.84317026,0.077740704,0.845782784,0.023794213,198.1540322,115.5186469,0.007881109,6.82E-05,0.051303172
RSM0728,6.95E-05,3.89E-06,17.86632391,4.040573148,0.368452537,0.679564402,0.223572832,16.94443199,39.09376003,0.001772438,4.53E-05,0.062709582
RSM0740,0.000694678,1.35E-05,51.45762963,4.477552295,0.907624649,1.984413858,0.240824872,45.9352765,144.9662299,0.047434068,0.000327208,0.245525426
RSM0748,5.60E-05,3.45E-06,16.23188406,1.922950363,0.279387011,0.449652213,0.163278869,15.35190141,15.56794122,0.830519569,0.053348067,0.875830785
RSM0752,4.28E-05,4.13E-06,10.36319613,2.658104496,0.399126686,0.419093505,0.276998974,8.434283426,8.347546671,0.574450885,0.068816732,0.873423065
RSM0753,7.66E-05,1.85E-06,41.40540541,1.09334779,0.154409954,0.412201987,0.075707895,30.35179172,42.76715942,0.002114313,4.94E-05,0.033880158
RSM0760,4.28E-05,2.12E-06,20.18867925,3.945302884,0.201483726,0.465129203,0.139456845,18.59298824,38.79472153,0.000769199,1.98E-05,0.056171068
RSM0765,0.000215285,3.53E-06,60.98725212,2.395783612,0.2930426,0.919789466,0.09761878,52.5255343,143.9721436,0.005014195,3.48E-05,0.057661376
RSM0782,0.000880766,8.66E-06,101.7050808,5.807232864,0.692436899,2.781712609,0.181483313,85.44585153,62.33475607,0.001278816,2.05E-05,0.008722004
RSM0783,0.00032338,7.54E-06,42.88859416,5.605812774,0.626873988,1.893605717,0.271523823,38.8773843,88.24581643,0.001740258,1.97E-05,0.018649113
RSM0788,0.000170268,3.94E-06,43.21522843,3.283084488,0.343854265,1.084255829,0.157871897,38.28620841,48.23030605,0.038700897,0.000802419,0.305757578
RSM0789,9.04E-05,5.58E-06,16.20071685,2.690659934,0.462053157,0.687680847,0.245402348,15.62153245,17.72579024,0.134386234,0.007581396,0.673486999
RSM0794,0.000132285,3.05E-06,43.37213115,3.256902769,0.293070839,0.925051025,0.137118156,37.60851152,40.01098847,0.099675233,0.002491196,0.552787785
RSM0795,0.000678223,4.18E-06,162.2543062,5.910205768,0.384016348,2.949951996,0.116366537,141.3195545,144.6201878,0.000769861,5.32E-06,0.00623263
RSM0796,6.46E-05,3.71E-06,17.41239892,1.623888333,0.323041834,0.441970537,0.169382243,14.54590878,14.91649016,0.6543872,0.043870052,0.849538403
RSM0811,8.48E-05,3.57E-06,23.7535014,2.465529621,0.312104005,0.641453217,0.16533216,21.6283341,34.00780287,0.007174255,0.000210959,0.157210813
RSM0816,0.000190302,3.70E-06,51.43297297,2.715639294,0.320442531,0.861378057,0.132338379,36.28468991,81.28625277,0.001020282,1.26E-05,0.016219048
RSM0820,0.000739901,5.50E-06,134.5274545,5.30838746,0.479550046,2.972874812,0.127926456,129.5482863,121.4035436,0.000434084,3.58E-06,0.003505038
RSM0825,0.000181883,3.98E-06,45.69924623,3.422643747,0.333569474,1.043330152,0.143349632,40.57332472,106.2625631,0.001129258,1.06E-05,0.018181175
RSM0830,0.000179032,4.99E-06,35.87815631,7.324081666,0.472562941,1.612430237,0.268067466,33.53144322,68.48149679,0.003673276,5.36E-05,0.062343088
RSM0841,2.0547,1.45E-05,141703.4483,1.907486208,0.82791177,1.906888579,0.000916573,11597.75393,13880.51395,0.011012494,7.93E-07,0.07594307
RSM0844,7.12E-05,2.97E-06,23.97306397,1.373102076,0.228106081,0.42003608,0.11391677,20.55485213,43.81178581,0.000615208,1.40E-05,0.01205105
RSM0848,0.000243896,7.92E-06,30.79494949,5.163873491,0.656186143,1.938544515,0.303145738,35.64837457,301.4605843,0.000585133,1.94E-06,0.005117575
RSM0850,0.0551362,5.69E-06,9690.017575,2.136518597,0.464997017,2.129282119,0.012826626,925.4142849,700.0477976,0.001518699,2.17E-06,0.010508462
RSM0851,0.00057663,5.44E-06,105.9981618,11.07795054,0.521046762,3.361483166,0.237844589,78.78673196,79.52708399,0.000115399,1.45E-06,0.001724645
RSM0853,8.79E-05,4.10E-06,21.43902439,1.779836679,0.351867461,0.535563316,0.18132354,16.4653912,17.3284644,3.354031873,0.193556209,0.92440979
RSM0858,9.60E-05,6.32E-06,15.18987342,2.600172951,0.537406312,0.701645172,0.294205649,13.29480449,13.60093994,3.037496155,0.22332987,0.904345222
RSM0860,6.58E-06,8.85E-07,7.435028249,0.689568696,0.083496758,0.072228245,0.058155214,6.923629518,9.632583805,0.01678267,0.001742281,0.947639221
RSM0862,4.01E-05,3.83E-06,10.46997389,2.626793001,0.366523712,0.38309953,0.242542463,8.805200653,10.60016096,0.035847475,0.003381786,0.856295607
RSM0871,4.89E-05,9.41E-07,51.96599362,3.332472017,0.089689902,0.465394744,0.056786336,45.68704298,53.4156844,0.024871551,0.000465623,0.516225022
RSM0881,0.000716018,6.03E-06,118.7426202,5.217532254,0.483905023,1.897415604,0.120689443,87.64125877,91.98169145,0.000215436,2.34E-06,0.00232273
RSM0888,8.38E-05,1.02E-06,82.15686275,2.165544687,0.095909229,0.583294892,0.047972248,67.78186712,238.4832308,0.000654569,2.74E-06,0.012228867
RSM0892,0.000234675,8.79E-06,26.69795222,4.057973877,0.752522195,1.508880128,0.340508478,24.70257525,29.19347118,0.12983136,0.004447274,0.603746063
RSM0895,0.000189052,2.50E-06,75.6208,3.276495348,0.241227368,1.219858772,0.11107464,61.22235933,66.15956187,0.001809604,2.74E-05,0.023486508
RSM0903,0.000564992,3.08E-06,183.438961,2.358669835,0.250777597,1.597167285,0.041976277,212.1103728,437.669555,6.90E-05,1.58E-07,0.000375677
RSM0904,0.000689394,8.12E-06,84.90073892,2.127801104,0.530172338,1.562846731,0.095913546,90.83471601,81.50476673,0.046712228,0.000573123,0.180626236
RSM0913,0.000419618,2.35E-06,178.5608511,2.336615374,0.181619913,1.309420442,0.035557406,205.288427,822.500283,0.05133714,6.24E-05,0.216150524
RSM0915,3.04E-05,4.90E-07,62.04081633,0.93268865,0.047682635,0.208418379,0.024260819,47.89012504,93.05290812,0.000145715,1.57E-06,0.006328274
RSM0919,0.000191896,4.46E-06,43.02600897,1.510223297,0.382871958,0.685044145,0.131059869,29.13830275,32.17672809,5.947652872,0.184843308,0.938539917
RSM0921,0.000212719,7.20E-06,29.54430556,1.969222308,0.522239103,0.870092189,0.184923618,26.22939714,27.93269625,1.105216227,0.039567116,0.847756595
RSM0937,0.000208442,3.66E-06,56.95136612,4.44018268,0.334936553,1.435092548,0.160626319,49.80565116,135.7077409,0.000280928,2.07E-06,0.003363492
RSM0938,0.00048245,7.09E-06,68.04654443,2.362983273,0.535120853,1.490496853,0.125243868,66.34222218,183.4629786,0.002287388,1.25E-05,0.01217017
RSM0946,0.000360027,6.69E-06,53.81569507,8.407745982,0.620309597,2.638001744,0.307709968,47.7913099,82.97662031,6.79E-05,8.19E-07,0.000968001
RSM0953,1.15E-05,2.12E-08,542.4528302,0.678337795,0.001989157,0.098606063,0.001362696,403.3852057,9.466673819,5.348339667,0.564965031,0.942059412
RSM0956,0.00106608,1.34E-05,79.55820896,4.392594429,0.997709195,2.925239542,0.222360929,73.33619549,82.57713238,1.535935381,0.018600009,0.846419952
RSM0962,8.87E-05,5.41E-06,16.39556377,4.195916866,0.498516963,0.843718656,0.302407187,15.55324324,38.4571712,0.006232966,0.000162076,0.142179002
RSM0964,9.12E-05,4.77E-06,19.11949686,3.504793785,0.431527643,0.835590573,0.257719557,18.07430377,100.8082952,0.000464026,4.60E-06,0.011085326
RSM0966,4.48E-05,3.53E-06,12.69121813,3.918179776,0.334757456,0.492125865,0.217066625,12.63858805,20.12424184,0.005470418,0.000271832,0.196867603
RSM0969,3.43E-05,2.55E-06,13.45098039,3.412031168,0.243613251,0.382228953,0.169092655,12.60126834,36.26274007,0.000918965,2.53E-05,0.089234016
RSM0975,6.69E-05,9.19E-07,72.79651795,2.598490991,0.087329573,0.548500261,0.05312429,57.55712853,57.15132885,4.236637031,0.074130158,0.901950326
RSM0981,0.000309169,6.40E-06,48.30765625,6.229157072,0.574206685,2.087240685,0.262890148,44.26022746,107.8953454,0.00707497,6.56E-05,0.074595063
RSM0996,0.000168208,3.98E-06,42.26331658,2.647120476,0.327093144,1.034205848,0.133085203,43.32041804,224.2016862,0.006031218,2.69E-05,0.056626545
RSM1002,0.000103904,2.64E-06,39.35757576,6.36637458,0.250247354,0.991174004,0.160659806,34.39205178,44.22562192,3.80E-05,8.59E-07,0.001206823
RSM1005,0.00019446,6.37E-06,30.52747253,4.226437357,0.542479754,1.3546175,0.25415714,29.71185649,55.17849196,0.008456114,0.00015325,0.107087304
RSM1007,0.000643709,2.04E-05,31.55436275,8.646195764,1.54050577,3.406953825,0.596858498,31.82074085,52.71527341,0.00292214,5.54E-05,0.017548671
RSM1019,7.66E-05,4.63E-06,16.54427646,5.801994654,0.437723529,0.779697277,0.279164309,15.56974665,72.87516814,0.000178201,2.45E-06,0.009001555
RSM1026,0.000295175,3.47E-06,85.0648415,1.246168093,0.263956063,0.717093566,0.063001764,63.45101019,90.83115395,0.006795561,7.48E-05,0.036981693
RSM1028,1.38E-05,8.69E-07,15.88032221,1.067930525,0.082038866,0.137627076,0.055450454,13.83611606,14.50047967,0.319312666,0.022020835,0.871480298
RSM1030,7.53E-05,3.83E-06,19.66057441,1.389165797,0.284206161,0.46363911,0.136650385,18.914054,12.37423676,0.771533313,0.062349972,0.847931847
RSM1035,9.68E-05,4.43E-06,21.8510158,4.2563202,0.394273835,0.911279794,0.233019819,21.8008939,76.72184763,0.002962594,3.86E-05,0.05712479
RSM1050,7.04E-05,4.70E-06,14.9787234,6.640035218,0.450321001,0.712296629,0.306267134,12.96510136,18.83428541,0.012199368,0.000647721,0.547409825
RSM1053,1.83E-05,1.06E-06,17.26415094,1.419233741,0.100495758,0.192243247,0.068595991,15.6231203,16.70804421,0.074651881,0.00446802,0.834504392
RSM1055,5.66E-05,3.85E-06,14.7012987,5.506653805,0.366544668,0.62026639,0.240032428,14.40534795,29.38791504,0.003516693,0.000119665,0.153002057
RSM1056,0.000119815,4.11E-06,29.15206813,4.151630272,0.369561464,1.069058279,0.207131466,28.77204457,100.2804196,0.000857257,8.55E-06,0.014858897
RSM1064,0.00174743,1.06E-05,164.8518868,7.048265744,0.841924479,3.862298706,0.172508162,124.8106462,531.3427852,0.000639575,1.20E-06,0.00394978
RSM1066,0.00178428,6.51E-07,2740.829493,5.535352691,0.064268805,4.205054499,0.009099291,2576.199429,9261.102811,0.042003385,4.54E-06,0.118753845
RSM1069,0.00028466,4.43E-06,64.25733634,5.54704376,0.387247195,1.779618895,0.157720781,62.90041506,175.6970326,0.010423698,5.93E-05,0.113286859
RSM1072,5.60E-05,2.81E-06,19.92882562,4.531476403,0.267341582,0.555012191,0.178011388,17.38081578,57.77369235,0.00025405,4.40E-06,0.016607424
RSM1074,9.08E-05,3.05E-06,29.7704918,1.623344661,0.266634165,0.608036374,0.133725422,25.34725905,35.74108937,0.006977124,0.000195213,0.068759514
RSM1075,0.000145993,7.01E-06,20.82639087,7.661372027,0.650859202,1.447738819,0.393667987,20.50102339,85.50313869,0.000879143,1.03E-05,0.021338998
RSM1078,0.000424045,2.75E-06,154.1981818,2.335983542,0.251165991,1.448876322,0.058914784,137.0952616,54.80120888,4.07E-05,7.43E-07,0.000243816
RSM1080,6.85E-05,1.56E-06,43.91025641,3.178314856,0.149362118,0.578020948,0.085638592,37.62612389,67.02450009,0.002041604,3.05E-05,0.056470843
RSM1084,5.33E-05,3.61E-06,14.76454294,4.068126433,0.338560307,0.569656282,0.216096135,14.69539667,122.3630785,8.63E-05,7.05E-07,0.00301597
RSM1089,0.000143923,7.19E-06,20.01710709,7.345376649,0.665873038,1.442498731,0.393712059,20.42453342,58.02798121,0.001754603,3.02E-05,0.042416713
RSM1094,3.90E-05,3.33E-06,11.71171171,4.402657785,0.320052914,0.432169827,0.228686289,10.53488349,25.24068263,0.000913742,3.62E-05,0.143598655
RSM1096,1.95E-05,8.35E-07,23.35329341,0.763728465,0.077216602,0.178937235,0.045740196,21.80811446,26.4378122,0.025774981,0.000974929,0.397725065
RSM1107,2.18E-05,3.02E-06,7.218543046,2.304582428,0.290731241,0.255516603,0.208812519,6.82147063,7.323294142,0.112125882,0.015310853,0.995772204
RSM1110,0.00035554,3.18E-06,111.8050314,2.633597598,0.280553717,1.440227882,0.083097772,96.61782451,125.6202994,6.70E-05,5.33E-07,0.000501255
RSM1112,0.00116585,9.56E-06,121.9508368,3.599332788,0.755370502,2.551054761,0.135111503,105.2550343,124.8626108,0.128874903,0.001032134,0.412215522
RSM1114,0.0010555,8.94E-06,118.064877,5.082436066,0.657864623,3.406845763,0.097770032,194.2504959,267.0913179,0.001047035,3.92E-06,0.004544985
RSM1121,0.000199988,7.56E-06,26.45343915,1.979502885,0.57416155,0.954887391,0.229108766,23.23410104,24.49784402,16.83613778,0.687249774,0.950898855
RSM1124,0.00011057,4.52E-06,24.46238938,3.094172927,0.390367684,0.7599908,0.195150658,21.70969569,23.03218901,0.422841025,0.018358699,0.868585986
RSM1135,0.000217026,4.98E-06,43.57951807,4.020447553,0.418444413,1.447001726,0.189895228,42.47862201,61.12469533,0.001158513,1.90E-05,0.011214038
RSM1140,0.000380057,9.07E-06,41.90264609,4.1051212,0.732406403,1.804715693,0.260433288,38.63026808,71.36621196,0.004476947,6.27E-05,0.037291521
RSM1141,0.00103535,2.52E-05,41.08531746,4.535860138,1.558325771,2.501319803,0.441964457,31.54984991,33.45411408,0.120043764,0.003588311,0.362290696
RSM1142,0.000491425,1.08E-05,45.50231481,2.837571523,0.819275105,1.687148013,0.233338236,40.30720615,72.95032518,0.004507143,6.18E-05,0.02816465
RSM1146,5.62E-05,3.00E-06,18.73333333,4.653057645,0.285891772,0.573350142,0.196948042,16.22869804,28.44172571,0.001667165,5.86E-05,0.082324163
RSM1149,0.000459707,5.29E-06,86.90113422,1.663968815,0.379593588,0.956825453,0.072882812,73.1851593,81.01649982,0.044414972,0.000548221,0.204157063
RSM1150,0.000907602,5.77E-06,157.2967071,2.89735746,0.44381741,1.87871628,0.07361771,142.2637713,18.57337252,2.85E-05,1.53E-06,0.00015959
RSM1158,2.30E-05,1.46E-06,15.75342466,1.347465748,0.138810178,0.217827014,0.088868535,13.66404047,13.98434994,0.11507818,0.008229069,0.713072215
RSM1167,0.000669087,1.66E-05,40.30644578,3.783342133,1.128449264,2.120127198,0.323834441,36.49675922,41.73918639,0.262980863,0.006300575,0.614676411
RSM1171,0.000114952,2.57E-06,44.72840467,2.526734577,0.206729394,0.756428102,0.089029784,47.36393291,22.88334253,0.332830287,0.014544653,0.761374533
RSM1173,0.000974187,8.30E-06,117.3719277,4.923522801,0.686342625,2.947769603,0.15548469,105.6869404,570.6262955,0.015297236,2.68E-05,0.072662473
RSM1185,0.000364507,5.10E-06,71.47196078,1.654538781,0.373839184,0.902952066,0.083559099,60.24019463,67.24875557,0.058340194,0.000867528,0.273954412
RSM1195,8.73E-05,3.58E-06,24.38547486,5.687309384,0.339009613,0.858715073,0.219958563,21.76324409,61.27642862,0.000374705,6.12E-06,0.012095152
RSM1197,3.16E-05,3.90E-06,8.102564103,2.316205377,0.37443981,0.325408712,0.264692737,6.853344643,7.400356163,0.160085299,0.021632107,0.948469297
RSM1207,0.000518216,6.41E-06,80.8449298,2.192999329,0.492349962,1.293002723,0.116516677,61.862401,65.00258443,0.415249185,0.006388195,0.698114366
RSM1213,0.000171232,2.49E-06,68.76787149,4.125690047,0.236704109,1.290180257,0.116744674,61.60681181,87.21760202,7.41E-05,8.50E-07,0.001129221
RSM1214,4.22E-05,4.33E-06,9.74595843,2.520223663,0.409937651,0.408949739,0.279894333,8.145003048,8.232177469,0.606301472,0.073650195,0.929585351
RSM1215,8.97E-05,5.34E-06,16.79775281,2.436639075,0.433871345,0.646234841,0.233518357,15.42711663,106.7895551,0.000757827,7.10E-06,0.016812639
RSM1216,0.000670287,7.98E-06,83.99586466,2.243926624,0.581502736,1.386297273,0.119877017,64.46676298,65.85833617,0.04748757,0.000721056,0.225975219
RSM1223,0.000540696,3.37E-06,160.4439169,5.346271282,0.32201317,1.856097633,0.124832074,82.88769278,26.0775614,0.001413277,5.42E-05,0.025702636
RSM1226,6.35E-05,3.97E-06,15.99496222,4.260030717,0.373212408,0.639150241,0.239730583,14.86260502,30.77321588,0.002201547,7.15E-05,0.093669991
RSM1227,0.000979667,1.98E-05,49.47813131,3.009729404,1.117115062,1.913816425,0.263489746,40.49039186,153.6386075,0.001838009,1.20E-05,0.009008253
RSM1232,0.0019465,9.88E-06,197.01417,3.469277342,0.71909745,2.833712034,0.0884194,178.6584537,129.8869957,0.001331889,1.03E-05,0.00605724
RSM1233,0.000192976,2.15E-07,897.5627907,0.577652368,0.020751231,0.378939249,0.005042339,418.9410693,294.8760675,2.03E-05,6.87E-08,0.000335691
RSM1235,7.74E-05,3.99E-06,19.39849624,4.717735907,0.37668536,0.780590129,0.240828019,18.06888955,35.14291858,0.001081895,3.08E-05,0.040809363
RSM1238,0.000444548,7.58E-06,58.6474934,3.757088963,0.61238499,1.921052043,0.199838896,53.58886143,194.1329959,0.000584195,3.01E-06,0.004856816
RSM1245,5.16E-05,1.68E-06,30.71428571,0.878671914,0.13991763,0.298719771,0.069226229,24.05518557,23.66378455,0.379337741,0.016030307,0.762787131
RSM1250,0.000234944,6.90E-06,34.04985507,3.563682731,0.575010506,1.011571824,0.257342625,21.91292836,19.25623174,0.179144158,0.009303178,0.619194909
RSM1253,7.00E-05,4.13E-06,16.94915254,4.224653358,0.384279658,0.691991235,0.237623807,16.23401956,42.09155324,0.000540736,1.28E-05,0.02051384
RSM1254,5.99E-05,3.81E-06,15.72178478,4.033726891,0.357937908,0.609104113,0.234903639,14.45497047,28.15766128,0.002338245,8.30E-05,0.097558909
RSM1255,8.09E-05,2.81E-06,28.79003559,4.381594486,0.26482688,0.707696116,0.16186027,24.37372877,32.23894669,0.000110136,3.42E-06,0.004305898
RSM1260,0.265651,1.15E-05,23100.08696,3.167425368,0.790590866,3.164222005,0.004224582,4175.4053,148.4525524,1.53E-05,1.03E-07,6.99E-05
RSM1265,0.000416602,3.87E-06,107.6490956,2.359899676,0.304008334,1.200311154,0.067320267,99.39474785,156.1865873,0.015739845,0.000100776,0.095914281
RSM1269,0.000137427,2.58E-06,53.26627907,1.80567678,0.219261505,0.692105814,0.089341946,43.18495914,55.88841327,0.003482913,6.23E-05,0.048304686
RSM1271,0.000102231,2.50E-06,40.8924,1.225550301,0.206048462,0.516732381,0.08446578,34.10360595,115.3706673,0.064063904,0.000555288,0.298503325
RSM1274,0.000107439,1.74E-06,61.74655172,1.248725414,0.148376478,0.469833227,0.060057518,43.61057038,101.7327709,0.001878492,1.85E-05,0.024480909
RSM1276,0.000153928,5.37E-06,28.66443203,1.546163341,0.375123579,0.60586357,0.139491003,24.21274698,25.23148707,15.67136279,0.621103415,0.944133192
RSM1279,6.39E-05,4.22E-06,15.14218009,5.326081367,0.409293099,0.669664549,0.26070909,14.31912749,43.78796516,0.001851356,4.23E-05,0.083646317
RSM1284,7.58E-05,3.40E-06,22.29411765,2.472576392,0.287850322,0.578398713,0.157377862,20.48797801,21.20913011,0.413010212,0.019473227,0.861772571
RSM1291,0.000236555,7.66E-06,30.88185379,2.028220669,0.528227147,0.913539525,0.194927179,26.12584619,28.11661459,1.005107054,0.035747798,0.834901223
RSM1301,0.00903237,8.03E-06,1124.828144,4.952404404,0.645553139,4.553118651,0.019167704,1324.20218,2232.00914,0.041052276,1.84E-05,0.10331987
RSM1306,8.71E-05,2.98E-06,29.22818792,4.614622438,0.284551304,0.762077226,0.169256684,25.09970259,108.7851655,0.000133214,1.22E-06,0.004884049
RSM1315,0.000133486,6.72E-06,19.8639881,6.305008776,0.622692818,1.233598342,0.37597033,18.29092312,128.7636291,0.000552473,4.29E-06,0.013943221
RSM1320,0.000180236,6.01E-06,29.98935108,6.793387508,0.546501081,1.488095914,0.298126872,27.82564385,61.88336605,0.000314713,5.09E-06,0.006733097
RSM1327,0.000142505,4.55E-06,31.31978022,6.327317833,0.432718372,1.416403953,0.25683714,30.74289251,91.89179922,9.44E-05,1.03E-06,0.001831909
RSM1333,6.27E-05,2.34E-06,26.79487179,1.241620992,0.2022053,0.361755374,0.096885287,20.81481639,24.75837627,0.009160623,0.000370001,0.104688017
RSM1336,0.000268525,4.10E-06,65.49390244,5.838073318,0.386473389,1.693191248,0.185453245,50.89639243,142.3927415,0.000399315,2.80E-06,0.006001624
RSM1339,0.000639947,1.99E-07,3215.81407,2.509680559,0.019845162,0.872872838,0.004219599,1153.17496,469.7789795,0.021536941,4.58E-05,0.16351966
RSM1344,5.31E-05,4.24E-06,12.52358491,4.774689364,0.408585342,0.584418969,0.266057753,12.24514145,33.11398079,0.002085322,6.30E-05,0.098475921
RSM1351,0.00283357,1.20E-06,2361.308333,3.168679252,0.114691652,2.884579457,0.007478075,2150.344945,793.852713,0.01412812,1.78E-05,0.045578399
RSM1352,2.85E-05,2.57E-06,11.08949416,3.239024786,0.244704557,0.332228326,0.172931405,10.70972226,9.999212916,0.911137081,0.09112088,0.918481207
RSM1361,0.218835,4.75E-06,46070.52632,1.27930504,0.344890951,1.278430279,0.001248044,5710.345799,933.2979486,0.001134437,1.22E-06,0.005634714
RSM1362,0.0202532,2.91E-06,6959.862543,1.136244317,0.234652717,1.133828631,0.003466378,1823.420634,231.2204722,0.000131778,5.70E-07,0.000778226
RSM1371,0.000755685,1.45E-05,52.1162069,1.234022405,0.639473511,0.871041425,0.133802823,36.29016586,43.06278233,0.201831526,0.004686913,0.458475779
RSM1374,0.000318241,8.21E-06,38.76260658,1.505062126,0.458293681,0.808626141,0.118166954,38.14759434,48.05238719,0.093393872,0.001943584,0.349393989
RSM1382,0.0225168,7.73E-06,2912.910737,2.997430921,0.582273259,2.981726402,0.018825907,882.9321138,117.9219642,0.000129308,1.10E-06,0.000496394
RSM1386,0.000155659,6.83E-06,22.79048316,8.567989542,0.641147866,1.523162753,0.385308983,22.0370064,72.54387837,0.000435309,6.00E-06,0.011642005
RSM1389,8.95E-05,1.58E-06,56.64556962,2.341034056,0.153421042,0.663487373,0.078240983,47.27306776,79.22765748,0.000889783,1.12E-05,0.01725597
RSM1391,0.000152501,3.08E-06,49.51331169,6.072966637,0.296923263,1.211971696,0.171937083,39.29509521,75.77684766,0.000575361,7.59E-06,0.015612314
RSM1404,0.000734215,1.44E-05,50.98715278,6.076886628,1.056846184,2.835950274,0.321003725,49.24974208,57.43216461,0.437062869,0.007610071,0.804478275
RSM1418,0.000383524,9.44E-06,40.62754237,2.985552206,0.671849196,1.30642576,0.210911553,34.53025511,35.7502392,0.218773744,0.006119504,0.561397489
RSM1427,7.46E-05,3.89E-06,19.17737789,6.042953768,0.367440692,0.75740895,0.244045345,17.30116408,58.20316558,0.000264032,4.54E-06,0.012447127
RSM1431,6.98E-05,4.63E-06,15.07559395,4.925783388,0.433985135,0.696405499,0.280692316,13.83079323,54.91365013,0.001212906,2.21E-05,0.055717743
RSM1460,0.000111594,3.28E-06,34.02256098,2.125799978,0.268983589,0.660385125,0.126122885,29.1889725,30.69937143,0.215532939,0.007020761,0.732714912
RSM1461,4.10E-05,2.33E-06,17.59656652,3.3025624,0.224868003,0.435035833,0.147754669,16.41342589,74.04283063,0.001500031,2.03E-05,0.054975628
RSM1469,0.000198274,4.12E-06,48.12475728,10.73154485,0.39580586,1.818540968,0.249103615,40.69663313,53.21520513,0.000259503,4.88E-06,0.007357683
RSM1479,0.000224349,7.44E-06,30.15443548,2.36274577,0.542616562,1.005493145,0.201970692,27.75276006,171.0566691,0.001269326,7.42E-06,0.011674979
RSM1481,0.000187842,8.24E-06,22.79635922,2.7667071,0.614015691,0.997383118,0.255616583,21.75145981,103.9246329,0.000912855,8.78E-06,0.010511456
RSM1488,0.000164626,2.49E-06,66.11485944,2.103411266,0.207429695,0.781091034,0.072249691,60.26720873,77.54935994,0.00746366,9.62E-05,0.04883751
RSM1489,6.56E-05,1.51E-06,43.44370861,3.098335357,0.145152715,0.570926665,0.094341574,33.73592582,21.78984855,0.000503062,2.31E-05,0.024771742
RSM1498,0.000376628,7.28E-06,51.73461538,5.783178942,0.626347578,2.093541958,0.247665088,47.12293148,106.8216127,0.000951183,8.90E-06,0.011243985
RSM1501,0.00012747,2.97E-06,42.91919192,4.495832282,0.278184259,1.020233412,0.152852426,37.20853989,129.5909273,0.001704141,1.32E-05,0.033192033
RSM1509,0.000142244,5.14E-06,27.67392996,4.676950347,0.470721552,1.132290057,0.253342841,24.91520581,95.30293702,0.000490825,5.15E-06,0.009368624
RSM1516,4.90E-05,2.51E-06,19.52191235,1.322669537,0.210745405,0.358324052,0.108051236,18.48679564,26.51773563,0.025316986,0.000954719,0.318684922
RSM1521,4.28E-05,1.27E-06,33.7007874,2.419147554,0.121190605,0.378574959,0.075828013,27.83156506,59.05431895,0.000490727,8.31E-06,0.020846263
RSM1536,0.000147426,4.95E-06,29.7830303,4.489275238,0.450207544,1.199871219,0.243083577,27.51657901,107.5733582,0.000378446,3.52E-06,0.00682019
