MOF,Molecule,Uptake_sat [mol/kg],Henry [mol/kg/Pa],Heat_henry [kJ/mol],Uptake_des [mol/kg],Heat_des [kJ/mol],Uptake_CO2_bin [mol/kg],Uptake_CO2_ter [mol/kg],WRC [-]
RSM1418,H2O,9.5329575,1.41E-05,-24.86934137,0.061756424,-24.63835,0.592618726,0.33163561,0.559610412
RSM1427,H2O,30.5952075,0.000749835,-39.43800352,1.418233549,-32.137,0.220755775,0.00383233,0.017360044
RSM1431,H2O,28.0876065,0.000402771,-40.10025279,0.855435319,-34.65417,0.199161987,0.022252885,0.111732592
RSM1460,H2O,10.7712735,9.28E-06,-23.21630411,0.051212927,-25.06452,0.244289155,0.194423087,0.795872772
RSM1461,H2O,13.580961,0.000122419,-37.95326917,0.147907759,-31.11249,0.125624281,0.027154221,0.216154236
RSM1469,H2O,42.5836515,1329.89,-75.87277203,19.23751053,-51.92806,0.534389243,0.011022732,0.020626785
RSM1479,H2O,9.394263,0.000125725,-31.2632788,1.378550308,-41.96054,0.420335655,0.004829426,0.011489451
RSM1481,H2O,11.200011,0.000115976,-32.0026896,1.09115667,-39.80208,0.376723712,0.006352465,0.016862398
RSM1488,H2O,6.656559,0.000101782,-32.67512106,0.233128619,-34.08785,0.325816131,0.010723529,0.032912823
RSM1489,H2O,26.6633655,2.1213,-63.71831446,3.489505523,-44.62513,0.179511169,0.004814627,0.026820765
RSM1498,H2O,21.764436,0.106136,-61.67129933,4.91544346,-46.90878,0.819452528,0.008335534,0.010172076
RSM1501,H2O,16.715379,0.0115804,-52.00168759,8.484284634,-54.15926,0.328598868,0.006894976,0.020982958
RSM1509,H2O,19.855014,0.00019265,-35.46342,0.556519233,-34.72685,0.373360404,0.00601243,0.016103557
RSM1516,H2O,6.7898145,3.70E-06,-20.65212392,0.022984607,-21.0667,0.121875946,0.084398502,0.692495155
RSM1521,H2O,13.981782,0.0428224,-65.20112307,2.325600093,-47.3753,0.120002119,0.004103907,0.034198621
RSM1536,H2O,20.019183,0.000304471,-35.96785125,1.406140492,-37.65586,0.383033164,0.005002451,0.013060098
RSM1541,H2O,4.9119276,1.03E-05,-25.28655107,0.046991328,-27.04242,0.626518863,0.522238225,0.83355547
RSM1542,H2O,8.7108915,0.000469608,-39.82910561,1.896204602,-43.00562,0.348559236,0.002957755,0.00848566
RSM1559,H2O,32.7413925,8.67E-05,-30.86743202,0.32496696,-28.08741,0.494035551,0.068895079,0.139453687
RSM1564,H2O,37.3644315,0.000748133,-38.69336589,0.799594733,-34.44043,0.455257624,0.025065412,0.055057644
RSM1568,H2O,21.326874,1.55606,-66.73607396,8.996295998,-52.23743,1.181895131,0.004899351,0.004145335
RSM1576,H2O,9.20745,0.00188917,-43.89603592,2.83279074,-47.72621,0.757203739,0.003310654,0.00437221
RSM1577,H2O,9.120315,0.015012,-53.53617894,2.550180816,-45.57365,1.284574174,0.057406552,0.044689169
RSM1579,H2O,7.174485,10.6812,-74.38617511,6.64971436,-71.5886,0.890058997,0.000328806,0.000369421
RSM1585,H2O,19.910625,5.16799,-62.68050953,11.97614392,-53.88026,1.830551268,0.004048539,0.00221165
RSM1586,H2O,10.432557,0.000625747,-40.70415385,0.845446756,-39.14124,0.503610604,0.005729288,0.011376423
RSM1600,H2O,10.4467095,0.00905955,-47.56425581,4.815404615,-50.15562,0.662903472,0.002232721,0.003368093
RSM1603,H2O,2.0869554,3.50E-05,-33.66094703,0.540172976,-53.03656,0.261694559,0.00485793,0.018563358
RSM1609,H2O,8.8792785,1.29E-05,-26.47450197,0.054844738,-27.45548,0.07796785,0.033314626,0.427286711
RSM1611,H2O,14.8531875,0.00102042,-45.83380714,2.042093947,-44.28191,0.604985052,0.010982104,0.018152687
RSM1614,H2O,13.911186,0.000816584,-40.90969075,1.200285059,-37.39618,0.391482506,0.016207521,0.041400372
RSM1619,H2O,18.420339,2.60E-05,-27.00382198,0.105500312,-25.76157,0.045957062,0.031624381,0.688128863
RSM1627,H2O,17.0999385,0.00158169,-43.12564638,8.757858761,-53.00278,0.263478882,0.002924682,0.011100254
RSM1630,H2O,7.3531395,577.116,-84.20554568,5.196305364,-58.10813,0.941227473,0.002307496,0.002451582
RSM1635,H2O,5.0403879,0.000583624,-45.26266538,0.404603505,-39.82401,0.488831724,0.169940796,0.347646823
RSM1638,H2O,21.8895885,0.000118082,-31.65645137,0.8355588,-33.36365,0.230664994,0.005822504,0.02524225
RSM1639,H2O,7.065039,75.4294,-76.63082934,5.223136763,-58.88739,0.888335115,0.001404517,0.001581067
RSM1640,H2O,20.8585095,0.0134529,-50.32615106,12.4112108,-55.86413,0.352020486,0.005616912,0.015956208
RSM1644,H2O,4.39085475,10.7097,-76.71412846,3.000567494,-53.91344591,0.402455751,0.015034908,0.037357916
RSM1647,H2O,3.6799053,3.10E-06,-19.15321671,0.031007754,-26.82497,0.436169486,0.370906715,0.85037291
RSM1654,H2O,12.525462,1.09E-06,-16.73224717,0.009499242,-13.51847,0.00725175,0.006316888,0.871084724
RSM1657,H2O,19.7248665,1.86E-05,-25.98442223,0.108673377,-26.50565,0.20323428,0.082192338,0.404421627
RSM1663,H2O,19.562196,0.00492509,-43.94743242,7.180569239,-49.91679,1.505260216,0.002630209,0.001747345
RSM1676,H2O,7.14174,0.00330849,-45.54557098,4.508183779,-59.4523,1.298044864,0.005866912,0.004519807
RSM1677,H2O,3.6126171,0.0211369,-54.05663314,1.674252797,-51.70704,0.188818931,0.000292146,0.001547227
RSM1681,H2O,24.0065805,1.21506,-58.93014588,13.13734943,-53.92969,1.520647986,0.005380886,0.003538548
RSM1683,H2O,20.1242445,0.0379992,-51.50359721,6.747810477,-46.97476,0.989343766,0.003890649,0.003932555
RSM1686,H2O,3.3266922,0.0208651,-54.84871372,1.698641829,-49.11611,0.174771267,0.000282359,0.001615594
RSM1694,H2O,3.9378915,0.018318,-52.99573517,2.235736842,-53.54888,0.333734012,0.000211129,0.000632627
RSM1710,H2O,28.595709,1.28E-05,-21.94250055,0.066620115,-20.03432,0.128082948,0.118627127,0.926174244
RSM1718,H2O,12.8168925,1.15E-05,-21.83935004,0.095165477,-26.58122,0.730287257,0.386745012,0.529579296
RSM1724,H2O,17.8988055,2.78E-06,-20.11284638,0.018788781,-17.85548,0.013163084,0.011926668,0.906069371
RSM1728,H2O,16.3136145,9.66391,-76.42615871,5.610375853,-51.92469,0.239013915,0.003180555,0.013306985
RSM1734,H2O,22.9580745,0.00066099,-37.83318212,7.761220362,-51.92981,1.708900013,0.155298452,0.090876266
RSM1738,H2O,84.154095,7.84E-06,-16.87598155,0.06660076,-13.70402,0.08681189,0.078095345,0.899592719
RSM1742,H2O,7.9455465,0.00254723,-49.57467088,1.970777668,-45.55594,0.548884509,0.007212315,0.01313995
RSM1745,H2O,2.6712483,175167,-103.5393407,2.712838166,-82.7745,0.398576866,1.86E-06,4.66E-06
RSM1762,H2O,16.9849425,0.000201621,-34.5139419,0.850628489,-37.18119,1.378644384,0.024468683,0.017748364
RSM1768,H2O,5.3793042,0.00154113,-44.79190094,1.145522832,-43.40184,0.299871115,0.004040295,0.013473438
RSM1769,H2O,7.0196955,3.41E-05,-30.13231984,0.118874394,-32.79491,0.033662765,0.014873303,0.441832472
RSM1774,H2O,13.1457855,4.15E-05,-26.74340029,0.256295483,-31.94727,1.902517173,0.680851609,0.357868837
RSM1787,H2O,8.499936,0.000532667,-39.2153656,0.933956943,-40.0025,0.388769989,0.009894841,0.025451659
RSM1788,H2O,31.6362765,9.59E-05,-34.91996095,0.323688718,-30.25999,0.17929694,0.060795047,0.339074648
RSM1795,H2O,7.941828,0.00333152,-49.29797158,1.216892387,-42.14446,0.321503705,0.011345155,0.035287789
RSM1797,H2O,13.710276,0.000365842,-38.83828674,0.351465505,-33.82139,0.172498527,0.017018999,0.098661705
RSM1799,H2O,18.974007,406.517,-85.43820499,6.208178274,-52.89335,2.103225559,0.128246256,0.060975988
RSM1804,H2O,11.9769555,7.81E-06,-20.7728606,0.046996187,-21.75677,0.819920875,0.50958326,0.621502971
RSM1812,H2O,5.23822875,1.55E-05,-24.93608776,0.082689811,-28.9521,0.707153025,0.398342944,0.563305155
RSM1814,H2O,5.37319365,1.33E-05,-25.42471518,0.070962133,-28.53795,0.267534195,0.104725013,0.391445335
RSM1817,H2O,16.8090075,0.0240227,-56.13509476,2.365666622,-44.52541,0.925542011,0.005229232,0.005649913
RSM1818,H2O,8.3777805,0.000204974,-40.46257035,0.522817048,-39.55475,1.480701191,0.498693228,0.336795318
RSM1829,H2O,20.536887,0.000156133,-39.36677622,0.228902734,-33.6088,0.096878002,0.024658638,0.254532889
RSM1840,H2O,20.985993,6.83E-05,-29.71616143,0.267576494,-30.54087,0.085788439,0.035094117,0.40907746
RSM1847,H2O,31.802499,0.0963786,-58.29492362,7.383646031,-47.78222,0.936917527,0.004436233,0.004734924
RSM1848,H2O,63.543615,1.49E-05,-20.00858628,0.103261907,-18.62653,0.033009954,0.030976569,0.93840085
RSM1870,H2O,5.0100516,6.67859,-75.80183518,3.021240291,-58.25467,0.348780138,0.000866686,0.002484907
RSM1877,H2O,7.8649605,3.33E-06,-18.93309594,0.030393716,-22.83834,0.129805134,0.094895935,0.731064579
RSM1886,H2O,19.193343,0.00081082,-36.24981762,6.55057226,-48.30851,0.983283813,0.008435254,0.008578656
RSM1889,H2O,19.51269,0.000455716,-35.11248801,2.563341757,-41.45614,1.22703159,0.028340063,0.023096441
RSM1890,H2O,58.429845,1.84E-05,-18.82781954,0.137282813,-19.34025,0.134627407,0.134123216,0.996254915
RSM1911,H2O,8.792865,0.296707,-62.63661661,4.899371713,-56.59415,0.554465362,0.009274881,0.016727611
RSM1916,H2O,22.811055,0.00268791,-44.60977927,4.122453823,-45.33462,0.301562119,0.005149524,0.017076163
RSM1926,H2O,22.0258965,3.47E-05,-25.93364261,0.265752612,-31.97367,0.624194572,0.08426226,0.13499358
RSM1927,H2O,26.31921,5.32E-05,-26.85028182,0.239724849,-27.72222,0.181748963,0.058634915,0.322614853
RSM1930,H2O,5.2318296,0.00022304,-40.4869157,1.145783843,-41.54276,0.526348994,0.001342234,0.002550084
RSM1935,H2O,21.7062165,8.59E-06,-20.39249792,0.056825353,-20.81364,0.167020516,0.158077945,0.946458248
RSM1946,H2O,36.5100645,1.45E-05,-24.36145498,0.065650084,-21.10345,0.046929419,0.04457869,0.949909255
RSM1970,H2O,127.53012,2.28E-05,-24.20760421,0.112310236,-16.68592,0.04733424,0.043622679,0.921588255
RSM1974,H2O,13.595835,1.83E-05,-24.85175155,0.114855409,-28.5216,0.373417775,0.179543615,0.480811645
RSM1976,H2O,18.159822,0.000108236,-33.40350768,0.262528462,-31.78302,0.358083336,0.022967514,0.064140136
RSM1978,H2O,5.30379645,52.0037,-80.63683192,4.648294105,-67.08341,1.116965124,0.001372724,0.001228977
RSM1979,H2O,16.1740875,0.00175271,-43.73188054,1.080264447,-37.96464,0.656905865,0.033753212,0.051382114
RSM1982,H2O,12.961914,7.66E-05,-33.59491546,0.361099841,-36.99534,0.486694028,0.037562374,0.077178621
RSM1984,H2O,73.1268,1.00E-05,-18.87940236,0.073957328,-15.47658,0.070034463,0.066626861,0.951343928
RSM1987,H2O,35.9184345,6.55E-05,-28.23739353,0.290000337,-28.51009,0.369464291,0.093943025,0.254268213
RSM1993,H2O,16.136847,4.63E-05,-30.10224063,0.484598037,-33.00423,0.521390892,0.045270527,0.086826463
RSM2002,H2O,16.5829005,2.61672,-70.78753373,2.929901064,-50.17857,0.742365354,0.003423168,0.004611163
RSM2006,H2O,27.290127,2.95E-05,-24.29432515,0.129736153,-22.78305,0.172938477,0.079925511,0.462161531
RSM2008,H2O,12.664989,2.36757,-73.17091425,4.567738619,-54.0093,0.450280901,0.015127284,0.033595217
RSM2009,H2O,9.0290175,5.25E-05,-33.91009652,0.087077262,-33.11989,0.06529221,0.055592935,0.851448212
RSM2012,H2O,9.376059,0.0325904,-54.79816176,4.485253953,-51.46445,0.556529621,0.002178871,0.003915104
RSM2021,H2O,34.2459975,4.78E-05,-27.9849449,0.171055621,-24.66364,0.256867091,0.102907089,0.400623876
RSM2026,H2O,28.062798,0.216584,-63.59556938,7.004761402,-45.8186,0.628249496,0.011171138,0.017781372
RSM2032,H2O,28.43265,0.00700847,-48.15452116,2.237743113,-38.85877,0.222164269,0.005324833,0.023968
RSM2036,H2O,27.9225495,0.0131451,-51.65417736,9.324416721,-50.31505,0.435756167,0.006582826,0.015106672
RSM2037,H2O,45.5072805,4.54E-05,-28.1997481,0.14992282,-24.42177,0.163544722,0.165336404,1.010955302
RSM2038,H2O,76.015575,5.97E-05,-29.01307403,0.214235578,-25.21217,0.056972262,0.054441633,0.955581395
RSM2044,H2O,42.529317,5.75E-05,-26.27888556,0.277947632,-25.85528,0.1797151,0.056427025,0.313980433
RSM2047,H2O,45.5732145,6.54E-05,-28.43724798,0.231347964,-25.76096,0.126232073,0.09514436,0.75372572
RSM2058,H2O,4.95697695,0.0001481,-35.60783554,0.205355461,-34.9394,0.117830823,0.021126303,0.179293522
RSM2062,H2O,19.577847,0.0061013,-51.89743135,1.435426133,-39.24091,0.343367408,0.007119932,0.020735609
RSM2075,H2O,11.185359,0.668483,-59.41273397,2.101763326,-42.27318,0.450273453,0.011825003,0.026261826
RSM2076,H2O,33.074226,1.10E-05,-21.73399367,0.065063866,-19.10277,0.115245667,0.113419736,0.984156181
RSM2080,H2O,15.041499,0.00655062,-47.58523328,3.487938887,-46.50091,1.769365377,0.019663326,0.011113209
RSM2082,H2O,17.580735,0.131292,-61.18303054,4.799143587,-47.59888,0.888235155,0.001571738,0.001769507
RSM2087,H2O,11.189688,0.00049315,-41.15728433,1.723946624,-41.40637,0.141188524,0.001402732,0.009935171
RSM2106,H2O,8.7932535,0.00835784,-54.19964898,4.960137904,-56.19467,0.380368442,0.000665962,0.001750833
RSM2113,H2O,25.550424,0.00131934,-43.59895605,1.828845753,-38.38837,0.310434563,0.010539734,0.033951548
RSM2114,H2O,11.882106,77.0909,-78.18379873,9.814740285,-68.41781,3.676351375,0.000550365,0.000149704
RSM2137,H2O,38.2303425,0.000552261,-38.4413657,1.110471845,-36.48594,0.07542312,0.01424871,0.188917004
RSM2145,H2O,19.3002915,6.30E-06,-17.64503273,0.042936432,-18.317,0.501088264,0.448489153,0.895030247
RSM2156,H2O,24.0637455,9.62E-05,-29.94342987,0.433552739,-30.89293,0.3663039,0.054903227,0.149884365
RSM2160,H2O,8.0150325,0.000113546,-34.45157354,0.382354068,-34.13633,0.488449855,0.021121587,0.043242078
RSM2164,H2O,12.860904,5.40E-05,-33.53362432,0.155623555,-32.33457,0.040611472,0.019406904,0.47786755
RSM2167,H2O,6.397596,0.000331363,-38.53760832,0.556280769,-39.19032,0.79520598,0.025916539,0.032590976
RSM2175,H2O,9.9786225,0.00303071,-52.55789906,3.040591681,-50.2318,0.524303894,0.003689208,0.007036393
RSM2176,H2O,8.2806,0.0689812,-60.26183271,5.371352416,-62.30845,0.253347086,0.001510892,0.005963724
RSM2182,H2O,9.733035,4.83E-06,-22.29777924,0.021625616,-22.20448,0.249340459,0.20949566,0.840199226
RSM2201,H2O,9.1914105,0.000140571,-35.06555781,0.253081363,-34.0097,0.373459564,0.069775181,0.186834634
RSM2202,H2O,11.835375,5.84954,-74.58376212,5.547028382,-52.59531,0.148195082,0.001951437,0.01316803
RSM2207,H2O,51.701469,0.000133852,-35.91517579,0.241305351,-30.58513,0.042094167,0.042342697,1.005904134
RSM2218,H2O,18.3494655,0.0953352,-60.88290794,2.747396712,-45.01179,0.806959167,0.020735916,0.025696363
RSM2224,H2O,8.342538,6.82E-05,-33.85509691,0.555096703,-37.75313,0.037850307,0.002854605,0.075418276
RSM2235,H2O,9.4050855,0.0853655,-56.81755652,4.950221036,-53.99008,0.909596097,0.001427651,0.001569543
RSM2238,H2O,13.539891,1.09E-05,-24.03006799,0.043711191,-24.84139,0.148063045,0.127259722,0.859496855
RSM2241,H2O,11.951259,0.0885012,-57.59048636,4.874087211,-51.20968,1.451976406,0.006605661,0.004549427
RSM2247,H2O,27.034938,0.000159542,-27.40420229,0.856572328,-34.1845479,0.3689559,0.007324051,0.019850749
RSM2250,H2O,7.499271,0.000208459,-41.89372596,0.361197664,-40.47515,0.203650929,0.008741736,0.042925096
RSM2251,H2O,18.1062645,0.00337305,-47.74922664,0.983764103,-38.26505,0.125297043,0.02244337,0.179121308
RSM2254,H2O,35.3851905,0.000311565,-39.94842635,0.344241905,-30.16952,0.14049646,0.038989448,0.277511962
RSM2257,H2O,24.6816825,453.785,-80.71600749,3.555650169,-43.17152,1.435857693,0.018835394,0.013117869
RSM2270,H2O,10.5401715,0.000129159,-36.29888947,0.735171427,-37.33179,0.160984082,0.002598409,0.01614078
RSM2277,H2O,25.3413555,1.93E-05,-22.47334234,0.109157849,-23.21139,0.34858834,0.31164774,0.894028011
RSM2282,H2O,13.7067795,0.00543548,-59.3320164,0.412160514,-29.93893,0.26677634,0.017972498,0.06736916
RSM2283,H2O,18.033393,0.00462219,-43.36055961,2.708068833,-41.70113,1.12629046,0.079163565,0.070286989
RSM2288,H2O,30.7923435,0.000197842,-36.29849793,0.394129754,-31.66041,0.1986669,0.054725429,0.275463244
RSM2297,H2O,44.8946715,0.0262401,-54.32038388,2.345820859,-36.97879,0.302662785,0.032326382,0.106806598
RSM2305,H2O,23.880762,8.79E-05,-39.24729129,0.12657705,-27.58626,0.162077851,0.074263621,0.45819722
RSM2317,H2O,16.1216955,0.00395054,-50.99641452,0.45767369,-36.74769874,0.114788343,0.071668589,0.624354242
RSM2333,H2O,7.745358,0.136696,-61.32331007,3.218132709,-47.34855,0.660192662,0.006681014,0.010119795
RSM2337,H2O,19.179801,0.00259826,-55.11234562,0.806572453,-34.23106,0.408320377,0.027953389,0.06845945
RSM2339,H2O,15.221097,142171000,-108.867254,7.697438018,-51.19463,4.470120199,0.004429484,0.000990909
RSM2343,H2O,13.5154155,0.000398195,-38.70996035,0.665649007,-36.97499,0.477093624,0.013725601,0.028769198
RSM2347,H2O,9.652893,0.0140701,-54.99247123,3.402392645,-50.36169,0.863775874,0.009378725,0.010857822
RSM2357,H2O,1.9783974,7.96E-07,-18.75051626,0.004720712,-18.94408,0.05269957,0.049653684,0.942202834
RSM2360,H2O,21.500256,0.0397965,-55.66045396,3.631051576,-42.646,0.068983412,0.002544752,0.036889332
RSM2366,H2O,17.3355915,0.012097,-49.60465265,6.079742596,-51.58638647,1.244545399,0.008865573,0.007123543
RSM2369,H2O,25.009521,2.18235,-65.75136007,4.390552092,-50.91124,0.224549936,0.004702539,0.020942061
RSM2378,H2O,5.0908152,0.00200852,-49.18287124,0.768333554,-40.38003,0.203399929,0.002510955,0.012344918
RSM2388,H2O,29.2971735,5.29E-05,-30.51030557,0.168122108,-27.72479,0.171598738,0.084409339,0.491899532
RSM2400,H2O,25.313661,4.45E-05,-36.10561405,0.087503705,-25.28642,0.126218623,0.082566641,0.654155773
RSM2401,H2O,16.964241,0.00531056,-50.97006993,1.466342366,-36.24068,0.672231014,0.069465348,0.10333553
RSM2422,H2O,3.2305107,0.00226254,-44.34298792,1.074144843,-46.8987,0.35371652,0.001797607,0.005082055
RSM2423,H2O,7.243083,0.00471211,-49.00368429,4.475184185,-60.82874,0.141249376,0.000785064,0.005558002
RSM2424,H2O,6.478515,4.77E-05,-31.89952647,0.309111789,-32.54702,0.292258645,0.078387163,0.268211615
RSM2425,H2O,7.415688,0.0052191,-49.21859243,4.68941546,-54.17988,0.135980906,0.00039785,0.00292578
RSM2428,H2O,14.188908,0.072915,-62.48947708,1.486671159,-38.83547,0.556433144,0.022929005,0.041207115
RSM2430,H2O,6.3501435,3.04E-05,-30.00061587,0.099206606,-32.55037,0.276717172,0.096291864,0.347979357
RSM2434,H2O,5.661,1.90E-05,-27.87509887,0.055764292,-27.70155,0.239563581,0.177918663,0.74267826
RSM2454,H2O,21.342636,0.000115304,-31.80416316,0.333280773,-31.76017,0.159785587,0.020916006,0.130900452
RSM2459,H2O,5.836158,0.055225,-60.02281502,4.0896472,-60.49032,0.677257301,0.000364308,0.000537917
RSM2467,H2O,12.308901,0.000119652,-34.63107401,0.857492177,-37.61575,0.546412834,0.015029363,0.027505509
RSM2469,H2O,21.72825,0.000284391,-38.07244622,0.941310562,-39.31571,0.15638461,0.02738081,0.175086345
RSM2476,H2O,15.9952665,0.000134959,-37.31937578,0.275512587,-34.01703,0.152028399,0.032663436,0.214850883
RSM2477,H2O,23.4591285,0.85102,-61.60338793,13.33718216,-50.03288,1.018976638,0.003817939,0.003746836
RSM2481,H2O,5.4560496,0.0952563,-61.31137159,4.956981565,-64.93976,0.385990241,2.52E-05,6.53E-05
RSM2492,H2O,58.84998,0.000144177,-34.8168399,0.270181648,-27.80187,0.438086748,0.302870553,0.691348355
RSM2497,H2O,6.3576915,1.67E-06,-15.84232727,0.020713149,-21.91427,0.109030211,0.06903563,0.633178905
RSM2509,H2O,8.5567125,0.320189,-66.98518615,1.824736182,-53.97426,0.727079105,0.078432519,0.107873433
RSM2513,H2O,8.909748,0.000170044,-36.69399995,0.392386536,-34.82699,0.228453455,0.002180771,0.009545799
RSM2514,H2O,5.6900265,0.00691767,-60.54875312,0.147526643,-28.02388,0.240929586,0.113482401,0.47101895
RSM2517,H2O,16.359624,4.62E-06,-17.50734586,0.037902814,-17.91125,0.143204593,0.130093698,0.908446405
RSM2518,H2O,12.881106,1.61E-05,-29.49673282,0.049290235,-25.56079,0.105880085,0.100515938,0.949337525
RSM2523,H2O,23.683626,7.23E-05,-32.0295477,0.210519844,-30.01659,0.22747292,0.060953009,0.267957208
RSM2529,H2O,2.7060246,0.269952,-65.09547114,2.2714813,-93.58192,0.15264013,8.83E-05,0.000578271
RSM2531,H2O,9.5880135,188.178,-83.56649466,3.682032287,-56.70075,0.779648283,0.006519579,0.008362205
RSM2573,H2O,5.13407745,0.000179425,-34.38199562,0.375469335,-37.8879,0.39889874,0.060507762,0.151687022
RSM2581,H2O,10.083018,1.11515,-70.97432035,4.597774906,-47.60571,0.273158487,0.00288423,0.010558816
RSM2615,H2O,9.2732175,0.000532766,-38.37563346,0.559034972,-35.17582,0.337395706,0.065082666,0.192897139
RSM2620,H2O,32.4964155,9.92E-05,-33.40707111,0.284922324,-30.39527,0.229757854,0.054247873,0.236108895
RSM2622,H2O,5.5370463,9.32E-06,-24.66722411,0.038043766,-25.06577,0.389522418,0.297573965,0.763945672
RSM2629,H2O,2.71928355,0.0046121,-54.38578595,1.912863442,-65.35138,0.157030813,0.000802976,0.005113495
RSM2631,H2O,5.25244785,0.130455,-59.07274394,3.572628805,-58.96483,0.800529652,0.000473498,0.000591481
RSM2636,H2O,5.2424856,0.176827,-60.15400309,3.802483564,-62.93291,0.993032521,0.000920456,0.000926915
RSM2655,H2O,7.9759605,7.05E-05,-31.66358613,0.394120412,-35.01284,1.212301502,0.099005053,0.081667021
RSM2666,H2O,14.531676,0.000661152,-42.73162294,0.909853086,-39.13798,0.564976258,0.033752233,0.059740975
RSM2681,H2O,17.3158335,0.001978,-49.76663144,1.278303621,-39.75087,0.22556425,0.010373778,0.045990348
RSM2682,H2O,21.571407,0.00102836,-39.01087469,1.330602162,-37.21026,0.637817707,0.019412142,0.030435251
RSM2700,H2O,7.541118,2.75E-05,-29.17902612,0.171606531,-33.05225,0.517137313,0.141489122,0.273600682
RSM2702,H2O,21.5103015,0.191022,-62.56440105,2.605946646,-39.934,0.398958065,0.02721678,0.068219652
RSM2706,H2O,12.0144735,9.57E-06,-19.44135376,0.060042618,-23.54150724,0.180781512,0.167203001,0.924889938
RSM2712,H2O,8.684418,0.000380422,-45.26294077,0.289016215,-35.68063,0.140026715,0.00756055,0.053993627
RSM2713,H2O,11.1432345,2.01E-05,-24.67321651,0.108818118,-26.79458,0.79892862,0.275247184,0.34452037
RSM2721,H2O,16.8352035,1.24E-05,-23.28844068,0.064193549,-22.2189,0.34321082,0.265952767,0.774896218
RSM2722,H2O,16.598718,0.11164,-62.79441707,5.249625487,-50.52142,0.530835131,0.004220679,0.007951017
RSM2724,H2O,12.2938605,25354500,-114.0269811,9.945186359,-59.33433,3.22942398,0.007037662,0.002179231
RSM2728,H2O,18.8699445,1.26E-05,-20.49732718,0.103218252,-25.59538,0.30903869,0.135869719,0.439652779
RSM2729,H2O,6.208563,8.69E-05,-31.76870506,0.192422288,-33.15107,1.267779675,0.238307028,0.187971958
RSM2738,H2O,20.7386295,7.08E-05,-35.25362603,0.13026378,-31.49537,0.240649395,0.168337378,0.69951299
RSM2742,H2O,7.511703,7.65E-05,-35.48181947,0.417124674,-34.63942,0.1207682,0.003184815,0.026371308
RSM2752,H2O,7.94649,0.00026484,-35.73122993,0.339556505,-33.95138,1.200930545,0.738165106,0.614660947
RSM2754,H2O,11.9538675,0.000378898,-43.88319466,0.289966988,-37.73992,0.061704174,0.021919583,0.355236627
RSM2759,H2O,33.7322895,3.19E-05,-26.72972739,0.128966488,-23.67503,0.18212172,0.129643155,0.711848949
RSM2771,H2O,13.9204545,0.000639164,-48.92092885,0.422056326,-36.69273,0.747894726,0.428970395,0.573570558
RSM2772,H2O,20.025843,185.805,-76.98053773,12.81345732,-58.30464,0.834554376,0.000859571,0.001029976
RSM2774,H2O,34.8701505,0.069248,-57.57363351,7.213902171,-50.7996,0.424993896,0.004102021,0.009651952
RSM2783,H2O,37.1901615,7.16E-06,-22.98660669,0.037931892,-16.38043,0.02479424,0.023517606,0.948510853
RSM2785,H2O,19.451751,2.66E-05,-24.21524832,0.131720492,-26.05591,1.544338636,0.392152426,0.253929039
RSM2789,H2O,50.377017,2.94E-05,-26.21759833,0.105256444,-21.14632,0.088930657,0.093655299,1.053127264
RSM2800,H2O,18.015855,0.000791521,-44.75557277,0.618636552,-35.76133,0.356042239,0.037894926,0.106433793
RSM2808,H2O,21.94581,0.000583275,-42.96853915,0.879855961,-36.08529,0.08588292,0.013689525,0.159397523
RSM2817,H2O,6.2607885,0.00742167,-53.49955089,2.86408383,-48.50876,0.38066141,0.001158333,0.003042948
RSM2818,H2O,10.975236,6.06E-05,-29.72059696,0.300876162,-31.90859,0.89031283,0.09884922,0.111027513
RSM2819,H2O,9.1696545,2.13E-05,-26.49815632,0.06905447,-26.54222,0.367907245,0.30405238,0.8264376
RSM2826,H2O,7.98534,0.00411096,-47.62401755,4.300015605,-52.96318,0.806416049,0.006546904,0.008118519
RSM2827,H2O,20.3278185,6.53E-05,-29.81094838,0.307507711,-31.94138,0.368552611,0.066664334,0.180881459
RSM2831,H2O,32.606916,0.000958419,-40.63806512,1.68690439,-34.70205,0.200836179,0.010018082,0.049881859
RSM2836,H2O,5.9659725,1.88E-05,-29.51817538,0.050116144,-28.30044,0.453268014,0.313743531,0.692181052
RSM2839,H2O,44.0995785,1.68E-05,-20.69631822,0.098569004,-19.2866,0.210984298,0.190874635,0.904686444
RSM2842,H2O,10.080243,0.000118355,-37.45302691,0.253808236,-32.26533,0.162710575,0.015435257,0.094863268
RSM2843,H2O,20.0286735,94.3552,-74.58853086,10.58621002,-53.01036,1.269145308,0.00519491,0.004093235
RSM2845,H2O,14.292915,0.00198708,-47.92006828,0.676924181,-36.87575,0.643281986,0.093040849,0.144634626
RSM2850,H2O,17.3349255,0.14077,-59.68119142,1.056292901,-37.93136,0.394256761,0.025025336,0.063474715
RSM2852,H2O,12.614595,0.0317315,-58.05186041,2.688861058,-47.59929,0.5525257,0.075460893,0.136574449
RSM2861,H2O,15.9919365,0.00553816,-49.51835917,4.297312555,-46.73492,0.288396041,0.084255887,0.292153412
RSM2873,H2O,5.7637305,5.31E-05,-34.18473737,0.154933901,-34.27989,0.555881773,0.068642563,0.123484104
