MOF,Molecule,Uptake_sat [mol/kg],Henry [mol/kg/Pa],Heat_henry [kJ/mol],Uptake_des [mol/kg],Heat_des [kJ/mol],Uptake_CO2_bin [mol/kg],Uptake_CO2_ter [mol/kg],WRC [-]
RSM0308,H2O,11.3559105,0.000387128,-39.38528169,1.077925151,-37.78926,1.565628833,0.042583703,0.027199105
RSM0309,H2O,12.660771,9.89E-05,-38.61460538,0.470626462,-35.77249,0.085911327,0.020080367,0.233733635
RSM0313,H2O,15.0762975,0.139368,-58.561437,8.079935401,-51.18094,1.360928669,0.005226191,0.003840165
RSM0316,H2O,6.579303,0.0012739,-42.53862121,1.317134295,-43.72646,0.213970806,0.001598213,0.007469305
RSM0322,H2O,11.6619375,4.78467,-69.25848649,5.623693446,-57.13295,1.943068762,0.000470309,0.000242045
RSM0324,H2O,11.0504385,0.000215917,-33.91749022,0.530532499,-35.70246,0.260721804,0.035330935,0.135512005
RSM0327,H2O,4.1822469,0.000152134,-38.18669874,0.242736788,-37.78479,0.209455627,0.002810643,0.013418797
RSM0328,H2O,12.0576525,0.423055,-70.32799033,2.90031849,-51.61472,0.367561291,0.012088746,0.032889063
RSM0331,H2O,4.808742,0.0132369,-54.55035024,3.515727981,-66.03827,0.508471711,0.001102899,0.002169047
RSM0337,H2O,13.3237185,0.00475153,-46.27574407,6.682969098,-56.04529,0.342218391,0.001403223,0.004100374
RSM0342,H2O,4.653675,0.000161071,-38.81317979,0.189930088,-36.49751,0.341499565,0.003509526,0.010276811
RSM0366,H2O,77.74773,1.06E-05,-18.46598915,0.079256215,-14.68003,0.066167178,0.060344653,0.912002816
RSM0369,H2O,8.425677,1.76E-05,-24.09541945,0.073504846,-25.92351,1.298289178,1.122076826,0.864273418
RSM0372,H2O,18.4033005,0.012126,-51.58221884,11.38003367,-57.05983,0.433366097,0.000433622,0.001000591
RSM0386,H2O,16.89531,0.00157399,-44.20867392,1.617403571,-39.79304,0.151198063,0.003030211,0.020041335
RSM0398,H2O,11.1675435,18332.7,-95.50773158,4.97740461,-49.06087,1.992091429,0.004965434,0.002492574
RSM0400,H2O,9.2842065,37.1695,-67.91120387,6.681344313,-64.08402,1.800326218,0.002429481,0.001349467
RSM0402,H2O,18.612924,0.0549434,-54.47198821,11.84595545,-58.76865,0.700730374,0.001260732,0.001799168
RSM0418,H2O,10.3603515,0.164415,-69.02781572,2.13022165,-48.66263,0.547415635,0.030928263,0.056498684
RSM0423,H2O,20.985993,0.000123371,-30.45632347,0.452611359,-32.08344,0.639309696,0.033274858,0.052048104
RSM0424,H2O,18.1189185,2.01E-06,-16.84661424,0.016219808,-15.60653,0.015081874,0.013411772,0.88926426
RSM0426,H2O,18.0371115,0.77106,-68.72627341,4.639773689,-45.06938,0.778235547,0.00329087,0.004228629
RSM0429,H2O,50.5904145,9.55E-05,-27.43091063,0.427630279,-28.51429,0.225967313,0.043589317,0.192900984
RSM0431,H2O,18.839919,0.000545054,-37.58049093,1.003321778,-36.54104,0.336126936,0.003746127,0.011144978
RSM0433,H2O,15.378495,0.000147199,-32.8721153,0.599962451,-35.54856,0.38315607,0.002733948,0.007135339
RSM0439,H2O,4.9934349,0.0195054,-53.09190097,3.565703104,-65.74237,0.048461442,0.000110192,0.002273816
RSM0441,H2O,3.21897225,2.78E-05,-32.85660463,0.056408019,-33.16311,0.247195058,0.092060241,0.372419423
RSM0444,H2O,12.542778,0.000473667,-37.42496428,6.816254945,-50.75209,0.912528087,0.005203674,0.005702481
RSM0445,H2O,65.955645,1.46E-05,-23.92430357,0.084103161,-20.27412,0.045045099,0.041766921,0.927224544
RSM0453,H2O,4.9228833,1.15E-05,-27.31392826,0.050311202,-29.7439,0.111296405,0.031499362,0.283022276
RSM0454,H2O,8.9153535,0.0128876,-52.59493425,4.677969467,-56.05833,0.355662865,0.001241833,0.0034916
RSM0455,H2O,15.3490245,4.78E-05,-28.69290626,0.229763452,-33.9394,0.457749911,0.130158065,0.284343178
RSM0457,H2O,11.659218,0.010663,-54.18550737,3.70322958,-51.44282,0.356768033,0.00206325,0.005783169
RSM0458,H2O,11.3311575,0.0510328,-64.94748519,3.73611429,-53.46213,0.506843347,0.018461194,0.036423866
RSM0460,H2O,8.804742,0.0583801,-53.83224156,5.50617566,-61.47514,0.991462857,0.001009114,0.001017803
RSM0462,H2O,8.7393075,21438.9,-94.95354687,7.534164518,-62.08456,1.834023823,0.000309994,0.000169024
RSM0464,H2O,19.3732185,0.203677,-59.22068305,4.294350289,-46.38596,0.80633169,0.008204497,0.010175089
RSM0473,H2O,18.620694,0.0420084,-49.57082165,11.57050936,-56.96215,1.015068009,0.001345239,0.00132527
RSM0478,H2O,11.0495505,0.00243028,-48.05970258,0.917011702,-39.40529,0.429012392,0.013880678,0.032354959
RSM0486,H2O,9.9480975,1085.36,-78.37455127,9.144283066,-67.3964,0.178726867,4.30E-05,0.000240625
RSM0488,H2O,28.4207175,0.000173444,-36.01171144,0.578147511,-32.88596,0.516975804,0.059773935,0.115622307
RSM0492,H2O,13.5777975,7.19E-05,-28.95530465,0.237483853,-30.84813,2.450586352,0.252171251,0.102902414
RSM0493,H2O,6.178704,1.46047,-72.66970419,4.934413818,-65.21629,0.592323212,0.001169493,0.001974416
RSM0494,H2O,18.786417,0.000236402,-37.54442096,0.626573669,-36.11541,0.467960652,0.014517499,0.031022905
RSM0496,H2O,12.281817,0.000606272,-36.45665729,2.647773635,-45.82284,0.452492721,0.001915786,0.00423385
RSM0497,H2O,8.616819,5701690,-110.2017927,9.871049051,-63.11854,1.785606976,0.000593366,0.000332305
RSM0498,H2O,24.5691285,891.252,-76.47007583,17.10736841,-63.45178,4.291895945,0.004135564,0.000963575
RSM0505,H2O,10.5906765,6.44E-06,-21.45723669,0.055701144,-26.33819,0.114346777,0.047519565,0.415574155
RSM0508,H2O,7.556436,0.025748,-55.93359676,2.470144455,-52.3472,0.411856001,0.005636487,0.013685576
RSM0516,H2O,25.8026715,3.49E-05,-23.86417319,0.159359639,-25.65606853,0.280376033,0.061462754,0.219215436
RSM0532,H2O,7.774329,178.523,-87.26715027,8.414691249,-67.55194,1.652795856,0.001505464,0.000910859
RSM0534,H2O,17.7547275,0.000120735,-34.70559463,0.286792884,-32.53086,0.124273483,0.038064792,0.306298583
RSM0537,H2O,28.205877,1.50E-05,-22.46365667,0.126552891,-23.68334,0.2240038,0.192412888,0.858971533
RSM0544,H2O,12.8155605,0.133881,-55.10399609,7.719419899,-63.88171,1.479293764,0.007315345,0.004945161
RSM0545,H2O,8.028408,0.0277194,-57.00481961,3.335953727,-55.57298,0.240292306,0.013342609,0.055526576
RSM0549,H2O,5.21847075,0.352199,-67.43548891,6.970081622,-62.01452,0.148480817,0.000355566,0.00239469
RSM0551,H2O,2.1765768,0.000376637,-47.68374659,0.342359803,-43.81723,0.105139803,0.007156622,0.068067671
RSM0557,H2O,11.4742365,1.90E-05,-24.57280479,0.103364125,-27.56505,0.986371145,0.293953611,0.298015217
RSM0568,H2O,9.5889015,0.0075036,-51.38222088,7.141982258,-62.22233,0.317667813,0.000699764,0.002202818
RSM0572,H2O,6.90531,7.58E-07,-13.38364383,0.007582663,-14.04279,0.041781362,0.039052066,0.934676706
RSM0573,H2O,8.1789795,24419.3,-84.63508348,7.154438457,-57.81476,2.183371619,0.001300547,0.00059566
RSM0576,H2O,14.0463285,0.0020359,-51.22015169,2.544082936,-43.06175,0.048973891,0.001417276,0.028939418
RSM0583,H2O,7.2464685,0.83867,-66.05291697,3.659572536,-55.34182,0.895092621,0.001756619,0.0019625
RSM0588,H2O,30.84135,0.0043293,-47.61473884,1.500730418,-39.49083,0.194184259,0.024781714,0.127619581
RSM0594,H2O,8.3635725,5797.67,-92.46585122,5.685910636,-54.011,1.374583283,0.000990318,0.00072045
RSM0602,H2O,20.2841955,4.57E-06,-16.71069831,0.041264663,-17.64267,0.197591813,0.179612713,0.909008881
RSM0604,H2O,16.131519,0.000209097,-40.3067364,0.45306878,-32.49523,0.163876415,0.021550678,0.131505671
RSM0622,H2O,8.2455795,0.0177115,-53.16140289,4.90737768,-64.31599,1.113357348,0.000794868,0.000713938
RSM0624,H2O,34.011177,1.44E-05,-19.48358829,0.112966977,-21.66797,0.135414069,0.130063552,0.960487729
RSM0628,H2O,25.174689,0.00152052,-43.31693244,6.064514364,-48.00826,0.182915506,0.002455939,0.01342663
RSM0631,H2O,16.478172,0.00143058,-46.65505185,3.558329904,-46.33582,0.176463573,0.011815257,0.066955786
RSM0632,H2O,3.98605995,0.0505053,-56.40987771,3.255960575,-62.72701,0.029616259,8.14E-06,0.000274724
RSM0633,H2O,16.253064,1.84E-05,-24.1419944,0.08883344,-25.64838,0.287607478,0.200667738,0.69771391
RSM0634,H2O,15.570303,0.0104052,-45.32830949,4.323421743,-45.67676,1.228658094,0.022240771,0.018101676
RSM0637,H2O,10.484061,0.0965394,-60.92010027,4.601493703,-52.96693,0.159645126,0.001955126,0.012246701
RSM0641,H2O,4.7617113,1.08E-05,-29.08354899,0.036288309,-28.9441,0.078741118,0.046709837,0.593207695
RSM0644,H2O,15.65322,0.000143486,-32.56149918,0.405670528,-32.59576,0.265702908,0.005281441,0.019877241
RSM0645,H2O,3.59129955,1.08E-05,-29.71946485,0.049406739,-31.77856,0.067073426,0.015136937,0.225677104
RSM0647,H2O,26.7273015,4.95E-05,-34.47968333,0.31728615,-29.08509,0.214984784,0.064932929,0.302034998
RSM0656,H2O,7.4103045,0.161244,-69.59939649,0.424339716,-39.28498,0.224983259,0.050128117,0.222808208
RSM0658,H2O,8.2912005,4621.84,-91.88474157,3.529816383,-44.96073,1.71954603,0.008386073,0.004876911
RSM0662,H2O,23.4726705,0.0711983,-59.19891572,13.53543242,-58.00459,0.184464864,0.000203922,0.001105477
RSM0663,H2O,6.6791475,390453,-103.4811793,4.071950143,-51.52109,1.182156301,0.008919483,0.007545096
RSM0664,H2O,7.448988,0.00873717,-58.19305299,1.646233618,-44.65032,0.589090442,0.009908998,0.016820843
RSM0666,H2O,6.2681145,2739.26,-92.36736188,3.594405588,-55.57976,0.990241026,0.017220196,0.017389903
RSM0674,H2O,18.183354,0.00255238,-44.95745952,7.071438559,-51.7596,0.181024202,0.002305268,0.012734585
RSM0676,H2O,7.4416065,0.000188364,-35.1265701,2.368818593,-49.69522,0.945086135,0.00393321,0.004161747
RSM0682,H2O,9.3536925,0.113149,-60.71027793,9.786539336,-74.70423,0.477401422,2.88E-05,6.03E-05
RSM0686,H2O,17.9616315,0.00250363,-45.31536908,2.542927699,-43.22632,0.175485422,0.00165304,0.009419812
RSM0699,H2O,29.249943,0.151669,-66.88504584,1.083264304,-35.96236,0.290958687,0.109585382,0.376635541
RSM0700,H2O,22.191675,0.00010176,-29.04651908,0.340383387,-30.70389,0.395162553,0.025911782,0.065572464
RSM0706,H2O,73.585785,4.99E-05,-27.0260017,0.203989692,-23.38804,0.174181984,0.135917206,0.780317244
RSM0716,H2O,9.123312,9.16499,-73.35416939,7.442185074,-63.24874,1.584504065,0.000198801,0.000125466
RSM0718,H2O,11.4986565,0.0791558,-56.93462861,6.963852991,-53.02178,0.639308859,0.002012149,0.003147381
RSM0724,H2O,4.77168465,0.0118259,-53.9293129,1.425241181,-48.80764,0.387433308,0.019200897,0.049559231
RSM0728,H2O,21.860895,6.86E-05,-29.97827141,0.342591007,-31.01479,0.200821043,0.027562256,0.137247846
RSM0740,H2O,11.91807,0.000394659,-38.50194578,0.574148755,-37.12068,0.991894738,0.206146178,0.2078307
RSM0748,H2O,11.1617715,2.10E-06,-15.17767207,0.018651007,-16.89122,0.141346756,0.132465051,0.937163715
RSM0752,H2O,83.898795,4.36E-05,-27.90579892,0.163663405,-22.15852,0.126228887,0.113319441,0.897729861
RSM0753,H2O,6.788871,0.000182547,-36.63522962,0.344267936,-36.30395,0.168019826,0.005164356,0.030736589
RSM0760,H2O,29.507574,7.8476,-68.10510387,4.339167703,-43.63342,0.13502038,0.01035186,0.07666887
RSM0765,H2O,9.935832,0.0324356,-53.99631544,1.435865668,-39.86826,0.401955779,0.021086717,0.052460292
RSM0782,H2O,17.7325275,0.0433261,-56.00455514,9.59467016,-55.29944,1.338913048,0.009101223,0.006797471
RSM0783,H2O,19.059921,0.00121189,-41.24463444,5.917643655,-48.72335,0.673456924,0.015582105,0.023137493
RSM0788,H2O,11.4857805,2.95E-05,-29.13878019,0.091567007,-28.40361,0.382047733,0.201385314,0.527120821
RSM0789,H2O,11.976567,3.17E-06,-15.9283972,0.026671518,-17.64442,0.221421855,0.200067093,0.903556216
RSM0794,H2O,13.09578,7.38E-05,-32.34968993,0.134695685,-30.02896,0.311822613,0.187870356,0.602491122
RSM0795,H2O,19.312668,6.00283,-71.98274569,9.764599956,-54.5052,1.23805835,0.011126477,0.008987037
RSM0796,H2O,7.977015,1.54E-05,-25.52382826,0.051064497,-25.33608,0.149315824,0.134352997,0.899790753
RSM0811,H2O,14.8375365,4.25E-05,-30.84913146,0.108901264,-28.09381,0.213608464,0.059060637,0.276490156
RSM0816,H2O,10.243635,0.000787636,-42.87102117,2.650436498,-54.42559,0.355730642,0.003088006,0.008680742
RSM0820,H2O,19.527564,0.00314645,-45.94066562,6.518065003,-54.10149,1.376011726,0.002168977,0.001576278
RSM0825,H2O,12.4308345,843838,-93.82880414,8.905581875,-57.78476,0.39356211,0.005926419,0.015058409
RSM0830,H2O,25.9247715,0.000318006,-37.87938663,0.518122844,-33.69785,0.477531622,0.046678495,0.097749538
RSM0841,H2O,11.905416,1.10E+14,-151.0847211,11.12564305,-63.18309,2.086431035,0.018341367,0.008790785
RSM0844,H2O,7.294587,5.40E-05,-32.56475168,0.70287086,-40.08239,0.154881237,0.004642272,0.029973106
RSM0848,H2O,14.446317,4.56E-05,-27.62248428,0.39958536,-31.81139,0.598458388,0.002994217,0.005003216
RSM0850,H2O,13.8535215,1.77E+11,-135.0110081,9.383917023,-55.16702,2.089599196,0.002902057,0.00138881
RSM0851,H2O,42.4615515,17.7021,-66.20257915,23.08505353,-53.99971,1.260556297,0.004117382,0.003266321
RSM0853,H2O,8.8304385,5.52E-06,-20.28564014,0.027511405,-20.20723,0.193300025,0.174265084,0.901526442
RSM0858,H2O,13.159272,5.30E-06,-18.83392072,0.037710254,-21.33398,0.23181149,0.211211666,0.911135449
RSM0860,H2O,14.486277,3.53E-05,-31.84773334,0.075848251,-28.54738,0.021077094,0.021122155,1.002137894
RSM0862,H2O,38.9351925,2.12E-05,-26.60991964,0.081958359,-21.26939,0.120777494,0.105031478,0.869627894
RSM0871,H2O,17.3322615,0.000128032,-33.97113371,0.291258395,-34.85685,0.135818918,0.105295437,0.775263404
RSM0881,H2O,15.9877185,0.0148512,-51.7633617,9.935246188,-52.71108,0.959394709,0.00281187,0.002930879
RSM0888,H2O,7.5011025,0.00169227,-46.25970896,2.369683179,-49.73979,0.212349145,0.003037909,0.014306198
RSM0892,H2O,18.1904025,3.52E-05,-26.91698787,0.122859302,-26.10756,0.524703434,0.443233505,0.844731474
RSM0895,H2O,12.234198,0.0973813,-63.25528584,2.744213028,-48.66585,0.408573404,0.016587651,0.040598949
RSM0903,H2O,6.3523635,0.487904,-66.99701328,5.24683625,-59.57782,0.918310229,0.001158157,0.001261183
RSM0904,H2O,7.5443925,0.000250331,-40.35582213,0.232294495,-33.66788,0.852342961,0.080085305,0.093959015
RSM0913,H2O,6.9133575,0.000283685,-39.82752447,0.582531967,-41.55472,0.640779237,0.115711545,0.180579424
RSM0915,H2O,4.2788169,36500200,-115.9218159,6.261235082,-67.04668,0.076915029,0.000308905,0.00401618
RSM0919,H2O,4.08134235,6.22E-06,-23.83572305,0.026724816,-25.51748,0.298633175,0.268331142,0.898530922
RSM0921,H2O,7.262952,3.96E-06,-18.41312105,0.024138331,-18.96475,0.36779054,0.345158033,0.938463598
RSM0937,H2O,14.9853885,0.030884,-54.02406242,6.66626919,-53.23829,0.497296373,0.002572614,0.005173201
RSM0938,H2O,7.7960295,0.000128562,-33.31311275,0.883071259,-40.52376,0.737002873,0.008120592,0.011018399
RSM0946,H2O,31.07778,0.134979,-53.51215383,18.60288887,-57.30245,0.919051613,0.002829476,0.003078691
RSM0953,H2O,4.9718232,7.16E-07,-19.47201934,0.004078299,-18.39414,0.029780748,0.029739507,0.998615169
RSM0956,H2O,14.637348,1.48E-05,-21.22345447,0.08345903,-24.03123,1.555857761,1.267376555,0.814583818
RSM0962,H2O,18.851463,0.000155245,-38.07478367,0.216690509,-33.44782,0.248133695,0.076723752,0.309203277
RSM0964,H2O,18.211992,0.000654262,-39.78143444,0.782065965,-36.06521,0.25214376,0.006235301,0.024729151
RSM0966,H2O,18.3261,1.31E-05,-23.09319189,0.063430796,-21.20042,0.137409904,0.059590562,0.433670068
RSM0969,H2O,30.1722975,0.0197386,-53.40705441,3.334219942,-41.78417,0.106314179,0.015069142,0.1417416
RSM0975,H2O,13.290252,7.84E-06,-22.2732551,0.034990101,-21.80497,0.166922183,0.157758377,0.945101326
RSM0981,H2O,20.8348665,0.000301401,-36.79365821,0.828136929,-38.01248,0.718684464,0.094224976,0.131107574
RSM0996,H2O,9.0929535,0.000233549,-38.88488578,0.533466782,-38.26338,0.375648928,0.024817967,0.066066918
RSM1002,H2O,25.2450075,540.517,-83.08004573,19.74309681,-57.61124,0.297564764,0.000257554,0.00086554
RSM1005,H2O,17.579847,4.28E-05,-30.43998946,0.139925646,-29.27701,0.454126244,0.104548391,0.230218782
RSM1007,H2O,22.0029195,6.28E-05,-24.4355509,0.285906857,-27.21214,1.322967955,0.039106453,0.029559638
RSM1019,H2O,31.0655145,0.00036656,-35.87744588,1.129082173,-33.04585,0.222987072,0.01003013,0.044980769
RSM1026,H2O,4.18349565,4.27E-05,-33.28588569,0.188614406,-37.6933,0.393508918,0.018532667,0.047095926
RSM1028,H2O,12.074136,5.74E-06,-22.49172928,0.025905043,-20.90273,0.042122399,0.037664019,0.89415656
RSM1030,H2O,5.46068385,2.52E-06,-18.76773546,0.017893152,-19.74216,0.163930626,0.132183186,0.806336127
RSM1035,H2O,15.9806145,0.000187997,-40.54976491,0.337093607,-31.45304,0.266629913,0.035781111,0.134197662
RSM1050,H2O,46.5807615,3.46E-05,-23.35960829,0.183405766,-23.17897,0.217832558,0.150832537,0.692424209
RSM1053,H2O,14.102883,2.02E-05,-24.82586804,0.074393801,-24.68114,0.056270015,0.050115609,0.890627254
RSM1055,H2O,24.4140615,0.00048377,-44.0820915,0.318845059,-31.77316,0.171432409,0.03170843,0.184961698
RSM1056,H2O,17.2172655,0.00447085,-49.9704882,2.842892798,-42.48806,0.32543558,0.006835785,0.021005031
RSM1064,H2O,19.612257,0.0181031,-50.24547875,13.01668155,-60.99205,2.018860779,0.002266331,0.001122579
RSM1066,H2O,9.878778,0.0461137,-54.44880497,4.677189354,-54.02401,2.504797545,0.243221003,0.097102061
RSM1069,H2O,18.0048105,0.000735597,-42.7279252,0.971374065,-37.44801,0.637524279,0.08030828,0.125968975
RSM1072,H2O,31.6232895,0.00441762,-43.50977841,6.587015609,-46.78049,0.171869102,0.006446023,0.03750542
RSM1074,H2O,5.5400655,6.72E-05,-36.05018758,0.181047111,-35.14822,0.2071276,0.026731308,0.1290572
RSM1075,H2O,30.66708,0.000185022,-32.99283673,0.69367391,-30.8315,0.413584282,0.045851133,0.110862851
RSM1078,H2O,7.21611,0.168576,-60.39518517,5.742194576,-59.55583,0.730309977,0.000368441,0.000504499
RSM1080,H2O,14.74746,0.000259327,-35.22237307,0.65326626,-36.16311,0.177302547,0.015186365,0.085652265
RSM1084,H2O,15.7706025,0.000349496,-42.19621185,3.395568886,-45.25997,0.160102751,0.001731104,0.010812457
RSM1089,H2O,30.9747165,0.000103597,-30.59336779,0.319502224,-28.80351,0.410193599,0.05367071,0.130842387
RSM1094,H2O,57.251025,0.0536307,-52.04178238,5.243774845,-43.23745,0.119730954,0.032104453,0.268138289
RSM1096,H2O,4.35663345,1.37E-05,-32.18749803,0.038387087,-31.09652,0.052465166,0.027129046,0.517086813
RSM1107,H2O,55.1085585,3.03E-05,-28.75732037,0.116431429,-24.38487,0.072608973,0.073321007,1.009806419
RSM1110,H2O,8.084352,0.185752,-62.20482735,6.195319137,-56.9073,0.634915252,0.000166653,0.00026248
RSM1112,H2O,14.9819475,0.000171443,-33.70016503,0.390899929,-34.07445,1.510185385,0.396660655,0.262656929
RSM1114,H2O,12.7466295,0.440576,-65.29672341,7.962653636,-58.32788,1.835971102,0.004598171,0.00250449
RSM1121,H2O,8.682309,3.25E-06,-17.33602584,0.022247615,-18.4327,0.388362317,0.364744892,0.939187135
RSM1124,H2O,15.219876,6.45E-06,-20.75029324,0.038731158,-20.57276,0.263650383,0.228328404,0.866027202
RSM1135,H2O,14.5326195,0.000128947,-32.54731287,0.388051075,-33.97511,0.504511824,0.004923539,0.009759017
RSM1140,H2O,14.345196,0.000117064,-33.34833762,0.357135905,-36.0004,0.746676787,0.046501077,0.062277384
RSM1141,H2O,14.776986,9.63E-05,-32.72220417,0.353708709,-34.49059,1.271035954,0.29300271,0.230522755
RSM1142,H2O,9.328329,0.000143061,-37.86683489,0.455622938,-35.80245,0.807716452,0.022514948,0.027874816
RSM1146,H2O,24.7336305,5.85E-05,-29.25087405,0.179303894,-27.02192,0.166895878,0.027680261,0.165853471
RSM1149,H2O,6.1502325,9.51E-05,-34.74731377,0.328858013,-39.24433,0.54503502,0.100283527,0.183994649
RSM1150,H2O,8.636688,1.57875,-67.75249474,6.054830123,-58.80009,1.031673211,0.000149941,0.000145337
RSM1158,H2O,8.6667135,2.08E-05,-29.6871665,0.056481931,-27.91963,0.066561209,0.046670355,0.701164477
RSM1167,H2O,14.568417,1.57E-05,-22.5642348,0.102145391,-26.84968,1.019277118,0.577733731,0.56680732
RSM1171,H2O,12.3156165,9.59E-06,-22.49391528,0.04641226,-23.03641,0.267602896,0.232874438,0.870223908
RSM1173,H2O,14.0563185,0.000138367,-34.69114621,1.164822802,-37.76241,1.574995971,0.108679124,0.069002795
RSM1185,H2O,6.228876,4.95E-05,-31.1073047,0.174973921,-33.71171,0.48125051,0.1148498,0.238648682
RSM1195,H2O,23.2181475,0.0045321,-49.65642311,1.610491401,-45.20702,0.257201401,0.008068202,0.031369199
RSM1197,H2O,78.33825,2.07E-05,-23.38616259,0.106303382,-18.48717,0.096234182,0.08885336,0.923303534
RSM1207,H2O,9.0639825,0.000100084,-31.42614941,0.224801851,-33.13928,0.691559877,0.368291055,0.532551218
RSM1213,H2O,16.1462265,0.149058,-55.17676842,11.00745867,-58.2668,0.438096773,0.000278095,0.00063478
RSM1214,H2O,69.103605,9.54E-06,-17.48155272,0.075828617,-14.64046,0.125297463,0.115774049,0.923993559
RSM1215,H2O,13.0222425,0.00117309,-44.7089803,1.830598599,-43.43736,0.21314996,0.006797616,0.031891237
RSM1216,H2O,9.417795,0.000242369,-34.9765933,0.406704986,-35.62168,0.809609899,0.118948195,0.146920381
RSM1223,H2O,30.036156,108.681,-78.45047956,2.724290536,-44.09832,0.920660171,0.02571379,0.02792973
RSM1226,H2O,24.8254275,0.0369266,-54.32613836,3.535369825,-46.51715,0.185047759,0.02093724,0.113145062
RSM1227,H2O,9.4270635,0.000730747,-40.43018035,5.340605726,-57.583,1.014881452,0.001543275,0.001520646
RSM1232,H2O,12.674535,0.00189728,-42.66147537,5.534657604,-49.95727,1.845504219,0.002238516,0.001212956
RSM1233,H2O,2.005881,0.210217,-64.0196442,1.97865076,-92.13866,0.218114815,1.68E-05,7.72E-05
RSM1235,H2O,25.9360935,0.445821,-66.22753642,5.262926033,-46.58748,0.230990672,0.010953409,0.047419269
RSM1238,H2O,14.708055,0.000236273,-34.4696889,1.43355731,-37.92312,0.829511948,0.005215903,0.006287918
RSM1245,H2O,3.7998297,5.22E-06,-24.14900586,0.022630796,-24.85639,0.110507554,0.097854191,0.885497751
RSM1250,H2O,35.7462735,9.57E-05,-39.64714776,0.173712501,-32.33264,0.412434128,0.228234674,0.55338455
RSM1253,H2O,23.7703725,0.202014,-57.84827391,4.307852191,-47.06104,0.202203336,0.014983924,0.074103246
RSM1254,H2O,25.355286,0.0188214,-54.48794542,4.160746116,-44.65344,0.178513469,0.030536347,0.171059062
RSM1255,H2O,22.607148,0.492217,-63.12579891,16.15895248,-69.39372,0.231565791,0.000512889,0.002214872
RSM1260,H2O,13.734252,347586000,-114.9291009,12.76551748,-77.90262,3.895592583,7.27E-05,1.87E-05
RSM1265,H2O,6.778881,0.000515879,-46.38170058,0.514378906,-37.01705,0.59488688,0.020434859,0.034350831
RSM1269,H2O,7.370289,0.0885764,-66.43998199,1.356457713,-47.18221,0.280407128,0.024981752,0.089091004
RSM1271,H2O,5.4358254,0.000183597,-34.52787101,0.45678056,-35.21703,0.210477887,0.009990208,0.047464404
RSM1274,H2O,6.273054,0.000148759,-33.66564077,0.512986648,-37.24319,0.206117342,0.005652967,0.027425965
RSM1276,H2O,6.239976,2.09E-06,-16.8464404,0.015239166,-18.96546,0.252755746,0.243335749,0.962730833
RSM1279,H2O,26.6191875,0.000120936,-38.24749922,0.405378468,-33.57307,0.185348082,0.049565926,0.267420766
RSM1284,H2O,16.95858,3.08E-06,-16.24553689,0.028606997,-17.80706,0.18496607,0.171403268,0.926674111
RSM1291,H2O,7.6329705,3.33E-06,-17.77746038,0.024222544,-20.45275,0.377808401,0.358716126,0.949465722
RSM1301,H2O,10.0388955,0.776253,-63.62631544,3.554952547,-51.44257,3.311588527,0.167715268,0.05064496
RSM1306,H2O,22.6654785,0.0271694,-52.70638977,7.344758682,-49.54824,0.236538214,0.00053771,0.002273249
RSM1315,H2O,27.3533415,0.00148925,-43.66930962,2.271388699,-39.23035,0.366938638,0.016054515,0.043752588
RSM1320,H2O,25.834362,0.392636,-63.42035579,9.362446513,-49.13424,0.474239846,0.009375101,0.019768691
RSM1327,H2O,22.6536015,0.00241405,-42.5373944,9.646621352,-51.96105,0.400069593,0.002491917,0.006228708
RSM1333,H2O,4.5296769,3.95E-05,-34.66329604,0.092938078,-35.82816,0.133767584,0.032861904,0.24566418
RSM1336,H2O,21.9112335,0.000379937,-35.89548771,2.986203997,-44.06468,0.602298535,0.007236453,0.012014728
RSM1339,H2O,5.4803364,0.00132767,-48.53030338,0.480916057,-40.71495,0.554007445,0.551273465,0.995065084
RSM1344,H2O,24.945918,0.000657994,-44.19135726,0.89951665,-34.17592,0.166488882,0.024101699,0.144764614
RSM1351,H2O,7.3591335,0.140525,-61.31343898,3.456662198,-49.0193,2.290648802,0.030136678,0.013156394
RSM1352,H2O,41.773629,8.72E-06,-17.6302951,0.064813545,-17.06059,0.09097661,0.088381444,0.971474359
RSM1361,H2O,6.705288,1409310000,-122.0432398,5.317632071,-60.77527,1.671706122,0.001707572,0.001021455
RSM1362,H2O,6.080247,589.369,-82.4579969,4.636363341,-64.30313,1.099418514,3.94E-05,3.59E-05
RSM1371,H2O,4.1776626,1.12E-05,-24.30014461,0.076323172,-31.19433,0.496167067,0.106345816,0.214334694
RSM1374,H2O,5.118654,5.33E-06,-20.95500886,0.037253101,-25.23334,0.394390348,0.133120925,0.337535961
RSM1382,H2O,10.0788555,65.4051,-76.70387952,8.01002769,-64.983,2.605717844,0.000913852,0.00035071
RSM1386,H2O,33.672294,0.000999922,-40.52948146,4.010750342,-39.40029,0.455665314,0.008455295,0.018555932
RSM1389,H2O,9.738252,0.000677775,-45.21876538,1.152109595,-42.19639,0.221332746,0.007329197,0.033113929
RSM1391,H2O,28.94658,3.5585,-65.18214217,13.88951264,-47.63382,0.41453613,0.005988238,0.014445635
RSM1404,H2O,21.769209,9.43E-06,-18.13470849,0.070515064,-20.14073,1.206761352,1.097033527,0.909072473
