MOF,Molecule,Uptake_sat [mol/kg],Henry [mol/kg/Pa],Heat_henry [kJ/mol],Uptake_des [mol/kg],Heat_des [kJ/mol],Uptake_CO2_bin [mol/kg],Uptake_CO2_ter [mol/kg],WRC [-]
RSM3169,H2O,23.542656,0.000954695,-40.12357843,1.867710104,-37.52507,1.457441359,0.062693571,0.043016188
RSM3176,H2O,38.609796,2.31E-05,-21.88653878,0.125433068,-20.86951,1.207781057,0.394319464,0.326482571
RSM3180,H2O,19.518684,0.00120839,-47.63233125,1.062138511,-36.02286,2.495401745,0.293752002,0.117717318
RSM3195,H2O,9.9065835,3.09E-05,-27.3894019,0.088277327,-27.69664,1.946891756,1.668002883,0.856751731
RSM3200,H2O,5.124759,0.000129908,-35.7445364,0.320688417,-37.23744,0.899866947,0.056644346,0.062947468
RSM3205,H2O,4.65148275,0.0317698,-54.52312511,1.925992747,-51.42076,0.721387094,0.008694148,0.012051987
RSM3206,H2O,15.685188,8.03E-05,-36.91355977,0.166264515,-31.46244,0.434649605,0.053305302,0.122639712
RSM3213,H2O,4.0743216,0.00522024,-48.02693662,2.574016473,-61.37727,1.10317091,0.02992645,0.027127665
RSM3217,H2O,8.7848175,0.00016311,-36.0449046,0.438002809,-35.22658,0.488281642,0.010392761,0.021284358
RSM3226,H2O,36.0908175,0.00537944,-52.9322207,1.372707648,-36.01976,1.326704192,0.119986991,0.090439898
RSM3256,H2O,18.1724205,0.00013424,-32.3202152,0.456885785,-34.43665,1.008328679,0.028574985,0.028338959
RSM3265,H2O,26.1536535,3.50E-05,-27.87037009,0.115469452,-24.59876,1.044108834,0.443656541,0.424914076
RSM3266,H2O,14.785755,0.000224555,-36.25614373,0.710687893,-33.9607,1.130715986,0.015856465,0.014023384
RSM3273,H2O,14.4995415,0.0147466,-49.17185712,9.511179993,-62.23967,0.931969749,0.002044619,0.002193869
RSM3275,H2O,15.5400555,3.14493,-73.53443001,2.288807236,-44.50118,1.636894197,0.069194898,0.042272065
RSM3284,H2O,16.350744,0.00027582,-35.13640678,0.662418588,-34.88127,1.038688266,0.147015581,0.141539657
RSM3286,H2O,31.0880475,1.42E-05,-21.81424892,0.108899496,-22.98685,1.203236389,0.620796603,0.515939019
RSM3287,H2O,25.4715585,6.70E-05,-32.78835475,0.147455765,-26.51734,0.425386811,0.186869841,0.439293922
RSM3305,H2O,13.9316655,0.000823684,-49.50901654,0.799425484,-41.08594,0.529588664,0.079149661,0.149454975
RSM3317,H2O,2.80356585,1.01E-05,-30.46515169,0.018958322,-29.22312,0.99398962,0.894210152,0.899617194
RSM3320,H2O,49.2003615,2.62E-05,-23.50543486,0.135293671,-23.16741,0.579725055,0.529648603,0.913620341
RSM3323,H2O,49.4869635,3.13E-05,-27.18264285,0.130237139,-23.47699,0.315681049,0.32565983,1.031610326
RSM3324,H2O,5.897985,0.308677,-64.87048599,4.163449314,-54.25134,1.455006164,0.005650538,0.003883515
RSM3334,H2O,46.8866775,0.000413558,-38.67471809,0.328336692,-27.94494,0.375118632,0.387221518,1.032264157
RSM3337,H2O,167.741535,6.35E-05,-29.16799255,0.303400948,-25.03468,0.340102199,0.327947249,0.96426089
RSM3341,H2O,6.881445,0.000310843,-42.23186804,0.283031659,-38.14829,0.793375573,0.149432146,0.188349819
RSM3355,H2O,54.597348,7.74E-06,-17.10014357,0.067639228,-16.13698,0.596372995,0.560165082,0.939286465
RSM3363,H2O,26.1334515,9.61E-05,-37.85229238,0.122816045,-28.10992,0.862047809,0.512022975,0.593961227
RSM3364,H2O,16.959246,0.00250327,-45.87310579,2.959133776,-48.51471,2.074152601,0.070673939,0.034073645
RSM3369,H2O,2.9128731,0.00443827,-53.48735948,2.421741188,-66.99014,0.541609592,0.000186916,0.000345112
RSM3372,H2O,22.521123,3.00138,-66.66067212,9.066534751,-50.43028,2.496875835,0.022199768,0.008891018
RSM3373,H2O,34.5895425,52.4799,-65.91724074,16.90905167,-53.90192,2.227521571,0.007847503,0.003522975
RSM3388,H2O,10.841148,2.73E-05,-27.93682357,0.099052441,-28.79797,1.335623344,1.179607904,0.883189044
RSM3391,H2O,33.763758,0.000142702,-31.25230422,0.97890435,-33.68646,3.815702529,0.034875132,0.009139898
RSM3396,H2O,44.8168605,1.68E-05,-22.66638651,0.096567962,-20.076,0.430029767,0.410431834,0.954426566
RSM3399,H2O,23.5461525,0.000636765,-43.93633628,0.516679096,-32.21025,0.884182507,0.156466184,0.176961411
RSM3405,H2O,12.6339645,1.90E-05,-29.57321362,0.071587966,-24.39185,0.903037489,0.066917545,0.074102732
RSM3407,H2O,9.410469,1.50E-05,-26.06083053,0.072534766,-27.19131,1.022217027,0.200890139,0.196523961
RSM3408,H2O,11.4236205,1.50E-05,-23.0803856,0.253150948,-30.42695,1.647884457,0.261190113,0.158500259
RSM3410,H2O,38.5882065,1.88E-05,-24.14450436,0.088884473,-21.80348,0.73306298,0.644101863,0.878644647
RSM3415,H2O,4.23159195,6.74E-05,-36.01768471,0.086109448,-34.6187,0.328049326,0.208672915,0.636102251
RSM3416,H2O,21.815274,6.62E-05,-30.89561277,0.244469478,-30.18325,1.775495022,0.087386761,0.049218252
RSM3419,H2O,20.48061,2.17E-05,-27.64825658,0.098373201,-25.40197,1.661734803,1.192561948,0.717660812
RSM3420,H2O,29.234514,0.000230882,-37.61039706,0.356255389,-32.24347,0.566652709,0.078520227,0.13856852
RSM3423,H2O,21.3359205,0.654016,-64.6040813,1.46843432,-39.73739,2.497392623,0.177369027,0.071021683
RSM3426,H2O,13.2053925,2.11E-05,-22.84611425,0.102097024,-25.19868,2.178331659,1.604105769,0.736391891
RSM3438,H2O,3.57503805,0.000135439,-38.998425,0.412694394,-39.75474,0.352803013,0.01408749,0.039930187
RSM3442,H2O,8.61915,7.41E-06,-23.25353574,0.032148704,-22.52698,0.361113564,0.325337915,0.900929646
RSM3455,H2O,22.7434005,0.00142377,-44.31328243,2.725449638,-39.38188,1.624261136,0.018000173,0.011082068
RSM3457,H2O,16.7500665,2.60E-05,-27.84097412,0.097947938,-26.60945,0.339655887,0.164942352,0.485616057
RSM3461,H2O,10.9032525,0.000625397,-43.22435699,0.934710183,-36.22758,2.041679257,0.070559968,0.034559771
RSM3468,H2O,11.0465535,0.00159447,-44.34412535,1.301766925,-41.95188,1.300367001,0.086167905,0.066264297
RSM3469,H2O,7.1170425,0.000163087,-43.49525192,0.174413383,-39.3739,0.463263898,0.305396625,0.659228198
RSM3474,H2O,11.2049505,0.0157477,-51.46392525,1.782360115,-42.00177,1.64326379,0.327514907,0.199307566
RSM3478,H2O,31.827141,0.00124359,-42.88837062,2.862024072,-40.29448,1.939613796,0.028570916,0.014730209
RSM3481,H2O,9.993774,0.000461253,-37.65865543,0.851070825,-36.27221,2.322252462,0.279170339,0.120215327
RSM3485,H2O,8.982786,0.0130237,-59.3186828,3.181420248,-52.22078,1.381655725,0.135662131,0.098188086
RSM3497,H2O,17.1499995,0.00212513,-46.58540203,0.741478043,-36.78162,2.148972028,0.366894659,0.170730309
RSM3517,H2O,19.8093375,2.13E-05,-23.62053288,0.117985667,-24.52096,1.617140456,0.263801683,0.163128492
RSM3545,H2O,47.7050805,0.00821268,-47.68504374,3.86870352,-41.09495,1.193954431,0.029300626,0.024540824
RSM3546,H2O,11.1003885,6.17E-05,-31.51275422,0.144605802,-30.28616,0.312693495,0.069096472,0.220971887
RSM3548,H2O,47.0794845,3.64E-05,-25.84240028,0.157767252,-23.94747,2.139713927,1.275321901,0.59602449
RSM3554,H2O,57.59457,5.10E-05,-26.24970858,0.202395658,-23.33112,0.352963603,0.207936572,0.589116186
RSM3565,H2O,14.375721,0.00138683,-43.67185066,3.528051265,-51.20127,0.658319562,0.010260653,0.015586128
RSM3582,H2O,18.915621,5.53E-05,-30.742342,0.250665946,-34.88923,0.846829351,0.053133545,0.062744099
RSM3594,H2O,3.13716525,3.09E-05,-31.27276836,0.082856431,-34.00389,0.668788694,0.464287548,0.694221587
RSM3596,H2O,13.749792,0.10471,-63.48455054,3.99000871,-47.91951,1.762358287,0.04133815,0.023456156
RSM3604,H2O,3.75157245,3.97E-05,-36.08364966,0.067772062,-32.83447,0.336159977,0.150913034,0.448932187
RSM3610,H2O,7.75113,0.00101551,-42.52186928,3.877323577,-51.63117,0.991800519,0.009835675,0.009916989
RSM3616,H2O,2.1975003,13.6615,-80.27188296,0.066474157,-36.41555,0.385635334,0.37522636,0.973008247
RSM3629,H2O,10.093563,2545.55,-91.33864335,5.21983944,-52.48434,1.952157749,0.014864811,0.007614554
RSM3630,H2O,49.5427965,0.00019897,-30.31488008,0.592513988,-27.17242,1.071023352,0.138707613,0.12950942
RSM3657,H2O,42.4318035,1.13E-05,-19.19757915,0.075990369,-17.60351,0.794202276,0.786848797,0.990741049
RSM3683,H2O,61.49955,6.04E-05,-27.7390083,0.216701511,-25.60439,0.328067521,0.332550727,1.013665498
RSM3692,H2O,36.7083105,0.000369496,-35.31701389,0.745067892,-32.94558,1.077510444,0.185470123,0.172128376
RSM3704,H2O,31.532991,10.0328,-69.18752659,3.04717172,-41.08583,1.077693173,0.042088484,0.039054236
RSM3705,H2O,80.12868,1.79E-05,-21.89909022,0.106823176,-17.98418,0.30423379,0.28444482,0.934954726
RSM3706,H2O,6.2373675,0.0721486,-56.17107859,2.147977689,-49.77151,1.267233861,0.054290413,0.042841669
RSM3715,H2O,62.85153,0.0018773,-44.61338775,1.031621787,-37.05256,0.806111192,0.211595537,0.262489268
RSM3728,H2O,29.4600105,0.075802,-57.67432813,4.095524308,-44.21978,1.847629503,0.031915516,0.017273764
RSM3735,H2O,30.7096485,2.99E-05,-26.64406486,0.140788793,-25.74424,0.535224821,0.212508641,0.397045564
RSM3749,H2O,23.3762115,0.000908014,-39.21023907,3.137366007,-43.70936,1.952607856,0.175579419,0.089920471
RSM3754,H2O,43.2369975,0.000163168,-39.42218245,0.180168703,-28.01028,0.428290744,0.378949174,0.884794218
RSM3760,H2O,18.448755,7.51E-06,-20.81931747,0.045066524,-20.25805,0.567600577,0.477730625,0.841666912
RSM3761,H2O,2.8421439,0.000114261,-39.58940293,0.636761952,-48.76313,0.214829397,0.015556038,0.072411122
RSM3765,H2O,10.47174,0.00510515,-51.51863025,3.29339701,-50.33512,1.765585183,0.123802555,0.070119842
RSM3766,H2O,44.466378,0.00046014,-40.31292506,0.347152032,-30.546,0.675112284,0.311158393,0.460898728
RSM3770,H2O,41.9327475,2.51E-05,-25.01906431,0.11145593,-22.91862,0.695858944,0.643964278,0.925423583
RSM3775,H2O,16.156272,0.00243244,-46.75015765,1.40311485,-43.17147,2.268078342,0.16138538,0.071155117
RSM3784,H2O,34.2929505,6.48E-05,-31.53937449,0.190477152,-28.18691,0.706989817,0.271017938,0.383340652
RSM3793,H2O,25.358838,0.00105068,-44.32009789,0.739466631,-32.97605,1.695232378,0.057786501,0.034087657
RSM3796,H2O,20.1358995,9.89E-06,-19.86527843,0.061339084,-20.79656,1.833118024,1.380598533,0.753142195
RSM3799,H2O,6.7901475,0.000188143,-43.57686693,0.186956495,-34.67015,1.746931132,0.745815762,0.426929115
RSM3801,H2O,17.6776935,187.506,-84.60992828,7.179403458,-51.07213,2.106416603,0.007497359,0.003559295
RSM3812,H2O,14.094114,1.22E-05,-23.16250857,0.067104352,-23.70413,0.66832497,0.199569028,0.298610761
RSM3820,H2O,26.1067005,0.000999768,-43.17872387,1.564046144,-38.62781,1.735500885,0.007563768,0.004358262
RSM3823,H2O,10.157055,0.0977559,-61.9685079,1.618998068,-49.79487,0.92762519,0.140845166,0.151834132
RSM3830,H2O,27.141165,0.000757973,-43.14664028,0.85825658,-35.08492,2.434675082,0.052492375,0.02156032
RSM3834,H2O,9.7363095,0.000937646,-43.53591288,1.555393562,-43.97929,1.202905724,0.042535238,0.035360409
RSM3843,H2O,94.599195,4.54E-06,-13.29588268,0.055917173,-11.86518,0.347263397,0.319117952,0.918950731
RSM3845,H2O,71.38854,1.05E-05,-18.88772484,0.08921941,-17.04893,0.354616042,0.324255036,0.91438344
RSM3846,H2O,9.139629,2.92E-05,-26.34763676,0.096609481,-28.12929,2.427592662,2.092470236,0.861952777
RSM3849,H2O,17.5568145,0.00419375,-48.78650978,1.905142083,-43.51234,1.514958694,0.036639952,0.024185446
RSM3850,H2O,17.1377895,0.00182843,-46.62121179,2.857896507,-47.73419,1.564389363,0.042618044,0.027242607
RSM3860,H2O,7.2805455,5.51E-06,-22.15779018,0.025491885,-20.91197,0.760366511,0.728749787,0.9584191
RSM3864,H2O,12.3668985,0.000889338,-41.64753293,1.467154829,-40.21888,2.729909175,0.124436306,0.045582581
RSM3865,H2O,13.360959,0.0574859,-54.08517636,2.865453886,-45.22077,1.926742671,0.0660519,0.034281641
RSM3875,H2O,10.6265295,0.0151667,-54.31473942,3.596226644,-48.19718,1.064039629,0.028053294,0.026364896
RSM3889,H2O,78.891585,8.03E-06,-17.29185163,0.062048661,-13.08639,0.224080049,0.20626927,0.920516001
RSM3891,H2O,52.2840525,6.28E-05,-26.5024602,0.268993744,-29.51795341,0.339152211,0.305624319,0.901142049
RSM3898,H2O,10.078689,13.4823,-72.75398323,5.064436765,-52.22211,3.042335354,0.090954278,0.029896204
RSM3905,H2O,3.63659865,3.22E-06,-20.44960194,0.016379271,-20.95372,0.710488592,0.698512994,0.983144559
RSM3908,H2O,6.585075,8.77E-05,-33.57658426,0.397050924,-35.67224,1.342066863,0.417235158,0.310889993
RSM3912,H2O,30.240063,0.000215368,-37.58336066,0.352848921,-32.3967,1.059655364,0.321549712,0.303447444
RSM3918,H2O,7.3455915,1.81E-05,-27.60829684,0.074061734,-29.24889,1.302254744,0.681905937,0.523634827
RSM3966,H2O,10.28748,0.0013374,-50.24248414,1.129948063,-43.19288,1.497302975,0.042508248,0.028389877
RSM3971,H2O,19.6017675,3.08E-05,-31.19540835,0.080281512,-24.69174,0.736136455,0.258901532,0.35170318
RSM3985,H2O,23.0758455,0.0029366,-52.64527417,1.311535038,-38.8787,0.965602027,0.105282662,0.109033183
RSM3992,H2O,309.18717,3.03E-05,-22.62444287,0.190963893,-15.70943,0.216141791,0.202002851,0.934584888
RSM3993,H2O,42.7683555,5.50E-05,-28.60473388,0.266809546,-28.82835,0.962623925,0.38754226,0.402589475
RSM3997,H2O,21.9640695,1.46E-05,-21.30201595,0.093698464,-22.90749,0.883771301,0.246072501,0.278434591
RSM4006,H2O,6.616488,0.00550331,-43.36178848,2.851976275,-51.09191,1.387919389,0.013100461,0.009438921
RSM4009,H2O,47.396223,2.89E-05,-22.5047461,0.167658576,-24.00226,2.527395477,1.165993775,0.461342036
RSM4015,H2O,21.2767575,9.44E-05,-34.2872325,0.263853435,-30.1307,1.161029435,0.15914987,0.137076516
RSM4021,H2O,5.758902,3.57E-06,-19.60811809,0.022789613,-22.25022,0.887548776,0.843322115,0.950169881
RSM4023,H2O,7.6889145,9.88E-05,-32.69848257,0.520761506,-34.54415,1.449864774,0.087253452,0.060180407
RSM4030,H2O,63.839985,0.00100481,-49.19702425,0.267276259,-24.48977,0.366486688,0.269617757,0.735682266
RSM4038,H2O,29.788071,0.0153856,-55.36393808,1.027962204,-34.0903,1.278232625,0.253382703,0.198228943
RSM4040,H2O,120.769665,7.99E-06,-15.81003755,0.089013802,-16.10863,0.302494966,0.280092924,0.925942431
RSM4054,H2O,11.7041175,0.00154964,-45.19009061,0.895675556,-35.8134,1.248808209,0.018547774,0.01485238
RSM4062,H2O,52.811802,0.000231455,-33.28316104,0.448287243,-30.25303,0.777245825,0.406348057,0.522805069
RSM4063,H2O,31.379034,0.173038,-62.58835897,2.620972613,-40.98316,0.723473531,0.07824853,0.108156729
RSM4068,H2O,32.185449,0.0013486,-41.83576024,1.702241702,-36.38794,1.299496702,0.050282756,0.038694023
RSM4072,H2O,8.9355555,3.79E-06,-19.88280343,0.022419064,-19.11983,0.516031568,0.46210636,0.895500177
RSM4079,H2O,36.4724355,0.00328335,-42.17401037,3.267116904,-40.66695,2.140432993,0.066210054,0.030933019
RSM4082,H2O,69.89448,3.41E-06,-12.48527919,0.042192647,-11.49336,0.152552639,0.137438612,0.900925827
RSM4092,H2O,8.145846,0.184089,-64.01155777,2.915104981,-49.92563,1.308211785,0.027606786,0.021102688
RSM4098,H2O,20.79807,9.74E-06,-19.4772491,0.074649864,-21.66551,1.127053195,0.188973183,0.167670154
RSM4109,H2O,10.941936,0.0355723,-54.77646735,6.915320739,-59.42624,2.288696834,0.037887562,0.016554207
RSM4117,H2O,9.5036535,3.91E-05,-32.79178558,0.105065659,-29.23437,0.900745103,0.254000319,0.28198912
RSM4119,H2O,3.11748495,0.000376935,-39.58434595,1.386663025,-51.98312,0.820751606,0.086441064,0.105319396
RSM4127,H2O,61.51842,7.60E-05,-29.45271,0.275810835,-25.74435,1.277904876,0.437266542,0.342174563
RSM4133,H2O,11.7454095,1.37E-05,-23.71855175,0.0638576,-24.79234,1.018364772,0.27724572,0.272245984
RSM4136,H2O,5.0209629,0.0070684,-51.92860221,2.472433039,-52.20199,1.308381308,0.009052475,0.006918836
RSM4144,H2O,17.658102,0.00264003,-40.93288088,8.593172449,-52.47938,2.221968141,0.027722019,0.012476335
RSM4160,H2O,12.173481,0.000963612,-45.43155875,2.504680986,-53.29079,0.737390603,0.020167328,0.027349587
RSM4167,H2O,9.3102915,4.24E-05,-31.07753402,0.101670572,-29.54033,0.177195583,0.05703979,0.321903003
RSM4175,H2O,29.6958855,0.00013171,-32.29294957,0.334269076,-27.75669,1.775562266,0.215282446,0.121247478
RSM4181,H2O,2.77237485,0.00240308,-48.29914617,1.081808517,-53.13684,0.873254904,0.05128224,0.058725396
RSM4197,H2O,3.14394735,0.607726,-63.74038537,1.822431806,-54.67577,0.734414358,0.007570813,0.010308639
RSM4199,H2O,3.6005514,12.3487,-71.4125586,2.403858037,-56.06259,0.69390462,0.000187574,0.000270316
RSM4210,H2O,34.630779,0.000360349,-39.44544609,0.426307069,-31.14378,0.647726107,0.240659504,0.371545167
RSM4212,H2O,10.038729,0.00056091,-38.61336266,0.813071569,-37.89872,1.5458093,0.140887502,0.09114158
RSM4216,H2O,6.5288535,0.000633804,-46.25522183,0.796193186,-40.58281,1.252117103,0.161154902,0.128705934
RSM4228,H2O,35.44452,0.00186416,-44.34037208,0.972982942,-33.63048,0.55697556,0.052459725,0.094186762
RSM4230,H2O,12.0856245,3.90E-05,-32.52730365,0.234180418,-30.72838,1.54132344,0.074670791,0.048445893
RSM4232,H2O,6.0314625,0.000303086,-41.09671785,0.788574333,-42.53706,1.475338251,0.096596855,0.065474378
RSM4237,H2O,35.351502,0.00330383,-49.08223526,0.884098282,-35.6143,0.676263515,0.128624982,0.190199499
RSM4240,H2O,109.581975,3.52E-05,-26.2548593,0.16508321,-20.00993,0.320541529,0.3149126,0.982439317
RSM4241,H2O,54.1521825,8.32E-05,-28.11504021,0.284163132,-26.05477,1.519319713,0.700946211,0.461355306
RSM4255,H2O,33.610578,0.0103146,-57.37888267,0.526675413,-32.13478,0.7091099,0.338406583,0.477227272
RSM4258,H2O,14.3391465,8.53255,-71.1632925,11.94878329,-57.76435,2.563496105,0.000893554,0.000348569
RSM4260,H2O,14.2109415,5274.3,-93.48689557,4.508097187,-50.59423,2.880015503,0.136512928,0.047400067
RSM4271,H2O,16.9063545,0.000305767,-38.6216066,1.030246567,-35.65508,1.464537243,0.185593962,0.126725328
RSM4278,H2O,66.34137,9.92E-06,-18.81850682,0.072418406,-16.03576,0.235672117,0.218126211,0.925549504
RSM4290,H2O,32.270253,1.00E-05,-20.4791634,0.075305941,-20.59849,0.795547265,0.747960148,0.940183168
RSM4294,H2O,25.246062,7.95E-05,-37.23658752,0.13089495,-26.76275,0.916625105,0.595149013,0.649282908
RSM4297,H2O,5.765673,29108.7,-98.00362772,3.409497193,-63.0007,2.049553238,0.06855873,0.033450573
RSM4298,H2O,4.5469596,18.088,-81.15982955,1.658390221,-54.40836,1.338272724,0.098682936,0.073739032
RSM4306,H2O,66.612765,1.24E-05,-19.36187699,0.088764458,-16.6765,0.37713293,0.341088027,0.904423876
RSM4311,H2O,71.63052,1.21E-05,-18.7551462,0.095354497,-16.73526,0.360514347,0.351857646,0.975987914
RSM4322,H2O,16.344972,0.0502546,-54.11293612,8.490210021,-54.9038,2.691060675,0.150491835,0.05592287
RSM4327,H2O,45.6730035,0.00110211,-47.38748107,1.073145224,-32.34171,1.212805507,0.349056936,0.287809491
RSM4338,H2O,3.69506235,1.24E-05,-28.71984774,0.04945112,-28.38276,0.848713349,0.532490924,0.627409625
RSM4356,H2O,8.477958,0.0105172,-49.86382139,1.917838345,-46.74595,1.308347299,0.040848296,0.031221294
RSM4357,H2O,24.5655765,0.000154901,-34.90437984,0.240586023,-30.54004,0.522603014,0.339786984,0.65018183
RSM4362,H2O,47.6469165,0.554036,-60.50100454,2.768452267,-45.84068,0.972085502,0.161507187,0.166145042
RSM4364,H2O,17.1763065,1.01788,-68.78105452,8.323013465,-52.40715,1.963883256,0.047782953,0.024330852
RSM4370,H2O,56.486235,1.67E-05,-21.25785229,0.099519324,-18.46108,0.352831481,0.383683067,1.087440005
RSM4380,H2O,7.36707,7.97E-05,-39.79868207,0.061350988,-31.60766,0.363933601,0.326234443,0.89641199
RSM4385,H2O,13.786311,6.53E-05,-29.38703756,0.235545308,-30.27037,1.087829316,0.253895056,0.233396041
RSM4397,H2O,158.540745,5.02E-06,-12.17658286,0.066544957,-9.53023,0.17114149,0.154863872,0.904887948
RSM4412,H2O,21.930492,2.50E-05,-30.40724309,0.072795607,-23.33562,0.583535503,0.263510548,0.451575863
RSM4419,H2O,51.0416295,0.0453204,-58.83479154,0.925424559,-29.30155,0.411794653,0.198407606,0.481812002
RSM4456,H2O,16.641342,0.0796233,-65.59940158,3.62487337,-51.78345,1.077199847,0.046109298,0.042804776
RSM4457,H2O,24.382482,7.24E-05,-29.43063356,0.270280515,-29.59198,0.998588085,0.184564128,0.184825086
RSM4460,H2O,17.3844315,0.0145454,-53.64135078,1.398815419,-42.60206,1.292510416,0.323444387,0.250245092
RSM4464,H2O,32.617017,5.97E-05,-29.94716979,0.164545149,-27.14172,0.848578194,0.483608815,0.569904835
RSM4480,H2O,39.2169105,0.000194394,-38.28941031,0.282819099,-30.52843,0.609022853,0.407268723,0.668724861
RSM4489,H2O,13.3000755,0.00179768,-46.49585056,2.601745659,-44.20014,2.050717754,0.094039547,0.045856894
RSM4490,H2O,90.04431,9.46E-06,-16.21642242,0.091107036,-15.59747,0.300459609,0.273788436,0.911232085
RSM4491,H2O,30.616686,4.97E-05,-28.53097725,0.198046323,-28.73472,0.861610106,0.635426593,0.737487396
RSM4506,H2O,14.4482595,0.000160866,-33.30167796,0.358280471,-32.87946,2.344796645,1.253732336,0.534687022
RSM4509,H2O,7.898871,0.000726615,-35.98202334,2.135719498,-45.20333,1.065822504,0.00960351,0.009010422
RSM4517,H2O,73.15455,0.000987242,-39.76736506,1.379787057,-35.22896,0.705836797,0.162447766,0.230149188
RSM4548,H2O,6.333882,0.00647731,-52.9399813,1.89553506,-46.28001,0.974141826,0.01933091,0.019844041
RSM4556,H2O,99.480975,1.92E-05,-20.53305665,0.144609835,-19.8423,0.342918402,0.315324788,0.919533004
RSM4560,H2O,71.22426,0.000130751,-31.97021228,0.404105635,-27.08773,0.548443676,0.2271178,0.414113263
RSM4564,H2O,2.76135255,1.36E-05,-26.9787554,0.063029251,-30.84716,0.533270663,0.294044834,0.551398857
RSM4565,H2O,2.9375706,1.19E-05,-25.86469738,0.056629499,-28.3507,0.575576634,0.311576832,0.541329883
RSM4579,H2O,80.312385,1.14E-05,-18.69047006,0.088508037,-15.84922,0.71851303,0.649997462,0.904642553
RSM4599,H2O,21.3494625,9.01E-06,-23.09829154,0.050118424,-21.49171,0.920819144,0.824426865,0.895318988
RSM4602,H2O,37.9123275,0.0021825,-44.67782827,0.624177087,-38.63334,0.681676746,0.147100782,0.215792578
RUBTAK,H2O,23.0931615,4.88E-06,-17.18483773,0.038295438,-18.6797,0.88549214,0.811681723,0.916644752
RUBTAK-NH2,H2O,19.998426,1.95E-05,-26.34709105,0.093013374,-24.50462,1.422086091,0.271028955,0.190585476
RUPRUQ-NH2,H2O,39.3239145,0.00801426,-48.72804758,5.864165405,-43.66776,0.656830124,0.029898174,0.045518884
RUSWIN_clean,H2O,18.6704775,32809.7,-92.82595566,11.01414898,-55.56138,4.350261984,0.037040427,0.008514528
RUVKAV,H2O,71.275875,6.33E-06,-16.66605487,0.058824545,-14.11886,0.299624538,0.270835583,0.903916565
SAHYIK,H2O,74.58312,3.18E-06,-11.78109603,0.042168296,-11.45143,0.138380195,0.128136424,0.925973722
scu+N169+N393_E219_charge,H2O,10.8407595,0.0429981,-57.16698451,0.895753972,-39.39124,0.771320942,0.257870119,0.334322725
scu+N175+N271_E152_charge,H2O,11.1777555,1.71839,-68.15311084,0.631080685,-33.99151,1.18098129,0.379654252,0.321473553
scu+N462+N564_E48_charge,H2O,3.19013445,8.23E-06,-24.75630976,0.033925471,-26.67783,1.245372479,1.189931634,0.95548252
scu+N587+N46_E11_charge,H2O,32.875092,0.204479,-59.32279311,1.833818273,-38.20856,2.844012205,0.393152102,0.138238543
scu+N78+N13_E159_charge,H2O,15.5444955,2.11681,-68.44123876,1.971978534,-48.50262,2.289055099,0.307123895,0.134170599
scu+N78+N705_E141_charge,H2O,35.6064135,0.0384571,-57.1477833,0.995579764,-31.83713,1.218631664,0.432597181,0.354986001
SEQSOY_clean,H2O,27.4451385,1702850,-103.9858698,15.19673012,-51.01934,5.803748207,0.030110141,0.005188051
SIQQEO_clean,H2O,25.293015,1.22923,-59.71115879,14.80039975,-46.66948,5.364327475,0.008323481,0.001551636
str_m2_o1_o17_pcu_sym.129,H2O,15.578406,4.08E-06,-16.61780148,0.032569969,-18.01342,0.955676291,0.895598009,0.937135322
str_m2_o1_o19_pcu_sym.61,H2O,19.9130115,1.41E-05,-24.81675325,0.051236208,-22.06416,0.552936245,0.502077588,0.908020758
str_m2_o1_o9_pcu_sym.185,H2O,12.3324885,9.61E-06,-21.53199033,0.059346109,-23.48474,0.809261659,0.348733646,0.43092817
str_m2_o10_o14_pcu_sym.22,H2O,12.871116,1.03E-05,-21.97661165,0.050570806,-22.30363,1.357972803,1.159478091,0.853830127
str_m2_o10_o17_pcu_sym.90,H2O,20.3087265,6.76E-05,-27.49201984,0.354227706,-30.38549,3.069408701,0.175986596,0.057335667
str_m2_o10_o26_pcu_sym.188,H2O,25.3310325,1.71E-05,-22.45471492,0.091560091,-23.35119,2.17303555,1.857947909,0.855001157
str_m2_o10_o28_pcu_sym.57,H2O,22.673526,1.30E-05,-20.87391909,0.071378939,-21.69426,1.327677845,1.225140855,0.922769676
str_m2_o10_o28_pcu_sym.58,H2O,15.6714795,3.72E-05,-28.52608748,0.124352687,-27.6515,1.594506259,1.445604054,0.906615478
str_m2_o10_o29_pcu_sym.103,H2O,23.960127,0.000542225,-34.63874369,1.077484718,-35.0536,2.733930071,0.152498578,0.055779985
str_m2_o10_o29_pcu_sym.141,H2O,30.795174,1.17E-05,-17.68985475,0.090884601,-20.10633,2.481754157,0.385009196,0.155135913
str_m2_o10_o29_pcu_sym.17,H2O,31.9647255,0.00206648,-41.725524,3.149890795,-42.51237,3.769342427,0.046943089,0.01245392
str_m2_o10_o29_pcu_sym.177,H2O,32.8086585,4.29E-05,-24.25521919,0.29017698,-28.95024,2.618456162,0.359612715,0.137337688
str_m2_o10_o29_pcu_sym.193,H2O,19.403799,3.76E-05,-25.48962204,0.166974142,-28.26604,1.711554286,0.625856146,0.365665379
str_m2_o10_o29_pcu_sym.233,H2O,25.453632,1.42E-05,-20.47079941,0.092266215,-22.76355,2.092590976,1.807579575,0.863799756
