MOF,Molecule,Uptake_sat [mol/kg],Henry [mol/kg/Pa],Heat_henry [kJ/mol],Uptake_des [mol/kg],Heat_des [kJ/mol],Uptake_CO2_bin [mol/kg],Uptake_CO2_ter [mol/kg],WRC [-]
str_m2_o10_o29_pcu_sym.238,H2O,17.7749295,1.48E-05,-22.06607559,0.125828365,-29.57713,1.299010876,0.931523184,0.717101913
str_m2_o10_o29_pcu_sym.38,H2O,17.4350475,1.75E-05,-23.28462799,0.093707675,-24.85481,1.334468996,0.858860499,0.643597192
str_m2_o10_o29_pcu_sym.64,H2O,19.9877145,1.37E-05,-21.50395574,0.090908878,-26.26557,2.26379148,1.634131594,0.721856058
str_m2_o10_o29_pcu_sym.82,H2O,19.2603315,1.11E-05,-19.81496154,0.070619967,-21.85757,1.752779747,1.607075333,0.916872377
str_m2_o10_o29_pcu_sym.84,H2O,22.224087,0.0523992,-56.04389918,7.439341186,-46.60335,3.014024648,0.016426607,0.005450057
str_m2_o13_o22_pcu_sym.93,H2O,16.9796145,4.79E-06,-20.84248083,0.027575887,-18.41319,0.609877635,0.540246234,0.885827258
str_m2_o14_o14_pcu_sym.48,H2O,11.5458315,1.68E-05,-23.23669669,0.097786709,-27.83076,1.591132963,0.456742624,0.28705497
str_m2_o14_o17_pcu_sym.222,H2O,13.1554425,6.99E-06,-20.35196402,0.046110497,-23.61638,0.88660921,0.741377316,0.836194017
str_m2_o14_o22_pcu_sym.121,H2O,16.8364245,1.55E-05,-23.09384009,0.077915985,-24.90444,1.634451268,1.485450896,0.908837678
str_m2_o14_o22_pcu_sym.239,H2O,16.2947445,9.14E-06,-20.34965824,0.050610791,-20.56635,0.876477449,0.779555145,0.889418371
str_m2_o14_o23_pcu_sym.139,H2O,19.7492865,1.08E-05,-21.70976898,0.078474975,-23.88177,1.126614281,1.008546433,0.895201179
str_m2_o16_o16_pcu_sym.177,H2O,19.0708545,4.20E-06,-16.15492772,0.036151108,-18.88031,1.259046919,1.136927286,0.903006289
str_m2_o38_o40_fof_sym.70,H2O,26.422995,1.47872,-65.55457042,17.08314439,-51.70053,2.79385239,0.002610477,0.000934365
str_m2_o4_o9_pcu_sym.40,H2O,17.265162,4.48E-06,-16.99425504,0.035872202,-18.7868,1.023173484,0.944849233,0.923449687
str_m2_o40_o40_fof_sym.19,H2O,37.7332845,0.701492,-58.33154703,23.39182074,-51.56283,3.821544845,0.003147306,0.000823569
str_m2_o40_o41_fof_sym.25,H2O,25.2638775,0.00501071,-48.20869203,2.736559595,-44.15715,2.221564136,0.050319601,0.022650528
str_m2_o5_o29_pcu_sym.102,H2O,24.5287245,0.0249357,-48.76558076,10.29500773,-51.19841,2.874641083,0.156921166,0.05458809
str_m2_o5_o29_pcu_sym.50,H2O,29.226744,1.19E-05,-19.74422841,0.081734136,-22.24654,1.587074506,0.930436894,0.586259114
str_m2_o5_o29_pcu_sym.83,H2O,24.3118305,1.00E-05,-19.95226892,0.061258499,-19.58841,1.62872106,1.341045474,0.823373325
str_m2_o9_o14_pcu_sym.72,H2O,12.777432,4.18E-06,-17.76200014,0.029742857,-18.76474,1.038391215,0.940774678,0.905992524
str_m2_o9_o18_pcu_sym.31,H2O,15.069471,1.82E-05,-23.74449092,0.092410778,-24.73078,1.466067497,0.689047165,0.46999689
str_m2_o9_o19_pcu_sym.13,H2O,14.7482925,5.82E-06,-18.75096587,0.045063854,-20.94512,1.056050744,0.898524788,0.850834861
str_m2_o9_o19_pcu_sym.99,H2O,13.870671,0.164751,-59.51360888,6.098207929,-50.81417,1.874282562,0.017556573,0.00936709
str_m3_o1_o12_pcu_sym.96,H2O,12.269607,2.40E-05,-24.34448196,0.098716189,-25.41015,1.109670996,0.396150734,0.356998368
str_m3_o1_o22_pcu_sym.190,H2O,19.6476105,3.74E-06,-16.36202446,0.029839625,-16.94013,0.698386604,0.631443627,0.904146246
str_m3_o1_o6_pcu_sym.147,H2O,19.6254105,7.45E-06,-22.02133957,0.05037641,-23.86762,0.866920342,0.797565607,0.919998723
str_m3_o1_o9_pcu_sym.206,H2O,13.4628015,6.29E-06,-19.89796204,0.042042272,-21.06709,1.345846582,1.263615238,0.938899913
str_m3_o10_o14_pcu_sym.41,H2O,19.3224915,2.63E-05,-24.36918625,0.112841425,-26.07216,1.831806786,0.828209471,0.452127089
str_m3_o10_o14_pcu_sym.51,H2O,12.603495,6.06E-06,-19.42735886,0.033679169,-19.8345,1.114148956,1.023782779,0.918892195
str_m3_o10_o15_pcu_sym.28,H2O,13.5548205,1.52E-05,-22.64807062,0.091070645,-27.85821,1.630502597,1.420433099,0.871162733
str_m3_o10_o15_pcu_sym.33,H2O,15.6169785,0.0320311,-55.91436293,9.348705747,-53.02884,3.270638572,0.003827355,0.001170216
str_m3_o10_o16_pcu_sym.105,H2O,16.714602,4.63E-06,-18.45280063,0.033665471,-20.38475,0.902008164,0.818015303,0.906882372
str_m3_o10_o16_pcu_sym.149,H2O,17.186352,5.32E-06,-18.00178902,0.036697895,-18.72673,1.389894402,1.300654331,0.935793632
str_m3_o10_o16_pcu_sym.41,H2O,11.5322895,5.52E-06,-18.42289342,0.037526477,-20.55127,1.534014094,1.491360828,0.972194997
str_m3_o10_o17_pcu_sym.108,H2O,24.469839,7.98E-06,-18.73810234,0.054181876,-20.27874,2.109235448,1.928163415,0.914152765
str_m3_o10_o17_pcu_sym.189,H2O,18.794409,1.12E-05,-20.67429938,0.066522139,-22.42114,1.982763645,1.80282881,0.909250487
str_m3_o10_o18_pcu_sym.55,H2O,14.418012,2.95E-05,-25.59975381,0.109414028,-26.01301,1.549057586,0.873666316,0.563998604
str_m3_o10_o28_pcu_sym.16,H2O,20.4770025,1.45E-05,-20.87786255,0.075378102,-21.53183,1.598147125,0.983354743,0.615309271
str_m3_o10_o28_pcu_sym.181,H2O,21.891642,1.79E-05,-23.34467844,0.080169188,-22.54273,2.068471661,1.866848972,0.902525767
str_m3_o10_o28_pcu_sym.35,H2O,22.4825505,6.26E-05,-32.01591289,0.147466693,-28.39011,1.265430294,1.093925073,0.864468852
str_m3_o10_o28_pcu_sym.50,H2O,8.4293955,1.04E-05,-23.57136975,0.044829699,-23.75415,0.505345517,0.396911242,0.785425473
str_m3_o10_o28_pcu_sym.93,H2O,27.0635205,1.50E-05,-19.71585777,0.099895123,-22.74868,2.00240176,1.103996581,0.551336202
str_m3_o10_o29_pcu_sym.121,H2O,7.5811335,8.00E-06,-20.78308407,0.044238779,-22.83258,1.374766485,1.325105639,0.963876886
str_m3_o10_o29_pcu_sym.165,H2O,18.1214715,3.51E-06,-15.24893008,0.046296785,-21.32997,1.505871812,1.408648564,0.935437235
str_m3_o10_o29_pcu_sym.227,H2O,23.008413,1.39E-05,-21.35671477,0.081197742,-22.17497,2.466948033,2.266608953,0.918790717
str_m3_o10_o29_pcu_sym.24,H2O,15.369726,2.59E-05,-24.77815271,0.111342871,-26.36317,2.002188739,1.498756746,0.748559172
str_m3_o10_o29_pcu_sym.37,H2O,22.3927515,1.36E-05,-20.49920821,0.079926853,-21.3446,2.489560688,1.853316553,0.744435178
str_m3_o10_o29_pcu_sym.45,H2O,23.2344645,6.80E-06,-17.6645963,0.05332231,-19.15979,1.761552523,1.424732038,0.80879339
str_m3_o10_o29_pcu_sym.55,H2O,22.6901205,1.24E-05,-20.64555362,0.073748978,-21.85613,2.344844295,2.118201283,0.90334411
str_m3_o12_o13_pcu_sym.234,H2O,12.8268825,9.02E-06,-22.0974877,0.044361124,-22.0413,0.858694124,0.754573848,0.878745792
str_m3_o12_o15_pcu_sym.174,H2O,15.090006,4.86E-05,-27.76953244,0.197339441,-31.85563,1.785214588,0.465396053,0.26069474
str_m3_o14_o14_pcu_sym.131,H2O,11.551104,1.98E-05,-24.72915841,0.092660425,-27.08326,0.892489231,0.194814817,0.21828254
str_m3_o14_o16_pcu_sym.116,H2O,13.021521,5.43E-06,-22.15198057,0.033629839,-22.21508,0.666798729,0.619296875,0.92876133
str_m3_o14_o16_pcu_sym.244,H2O,12.7568415,1.24E-05,-22.1900746,0.068612785,-24.72941,1.092317677,0.723997504,0.662808558
str_m3_o22_o22_pcu_sym.40,H2O,9.4629165,4.64E-05,-28.67452656,0.268363271,-34.38169,0.775557195,0.062132849,0.080113819
str_m3_o4_o16_pcu_sym.143,H2O,12.242301,7.16E-06,-21.5896954,0.034631124,-21.02002,0.493804206,0.425730096,0.862143519
str_m3_o4_o17_pcu_sym.145,H2O,14.282592,3.82E-06,-18.2646728,0.026595927,-17.59289,0.713369687,0.674733499,0.94583988
str_m3_o4_o22_pcu_sym.72,H2O,18.867003,4.08E-06,-16.52984333,0.032104694,-17.71432,1.107863472,1.010420029,0.912043816
str_m3_o4_o5_pcu_sym.243,H2O,18.493932,1.13E-05,-20.6124605,0.061583834,-20.97241,1.685710515,0.91747818,0.544267934
str_m3_o4_o9_pcu_sym.187,H2O,12.272715,0.00177433,-43.74536322,2.331140971,-46.56564,1.646315994,0.021824755,0.013256723
str_m3_o40_o40_fof_sym.44,H2O,21.1477755,8.40065,-67.93280157,5.474728623,-47.81018,4.447064327,0.194670205,0.043774992
str_m3_o40_o41_fof_sym.41,H2O,24.6736905,35222.2,-97.52651519,14.24328879,-53.74422,4.274433312,0.003653986,0.000854847
str_m3_o41_o41_fof_sym.27,H2O,22.125519,0.388967,-61.07538582,4.335090209,-39.05714,4.05314607,0.20264513,0.049996997
str_m3_o5_o13_pcu_sym.93,H2O,18.7788135,5.35E-06,-17.81001186,0.036546617,-18.26203,1.626516273,1.558270347,0.958041658
str_m3_o5_o29_pcu_sym.76,H2O,27.5206185,1.44E-05,-20.55829521,0.094563414,-21.69364,1.764247745,0.753689616,0.427201689
str_m3_o5_o29_pcu_sym.79,H2O,27.2019375,1.76E-05,-21.56886235,0.105445716,-23.3442,2.025674756,1.206396849,0.595553085
str_m4_o1_o11_acs_sym.5,H2O,11.226429,25.7289,-72.07589276,6.160472018,-57.62228,2.084990908,0.050152129,0.024053884
str_m4_o1_o14_acs_sym.10,H2O,6.37473,6.00492,-71.40894613,3.039977432,-56.77521,1.341244184,0.031267062,0.023311984
str_m4_o1_o14_acs_sym.139,H2O,11.202786,279.167,-85.57565064,5.595086357,-57.61585,2.105420497,0.05275553,0.025057004
str_m4_o1_o14_acs_sym.44,H2O,16.8354255,89.3814,-76.1192355,7.876883773,-58.49693,2.824263574,0.068694422,0.02432295
str_m4_o1_o15_acs_sym.167,H2O,14.129412,3320.18,-91.69723914,8.530552833,-61.30555,3.3017999,0.015546398,0.004708462
str_m4_o1_o15_acs_sym.172,H2O,10.973904,3096.86,-89.21463585,5.688277411,-52.96936,2.110812645,0.040578709,0.019224212
str_m4_o1_o15_acs_sym.33,H2O,12.4080795,171.607,-80.86468982,5.950378228,-49.52677,2.564142078,0.108342618,0.04225297
str_m4_o1_o22_acs_sym.155,H2O,11.8861575,47.9942,-75.19667121,7.065728602,-55.94568,2.450304747,0.028833521,0.01176732
str_m4_o1_o22_acs_sym.202,H2O,11.8830495,253610,-99.94216492,9.132695982,-61.29159,3.071749442,0.003635562,0.001183548
str_m4_o1_o22_acs_sym.203,H2O,12.327438,52.2338,-81.76525426,7.330989189,-56.22183,2.214712011,0.015605197,0.007046152
str_m4_o1_o22_acs_sym.22,H2O,11.320779,283.561,-81.24988604,7.754339334,-57.26062,2.551544343,0.007681317,0.003010458
str_m4_o1_o22_acs_sym.73,H2O,18.859677,3.26441,-67.96422222,10.52401334,-53.70131,3.260323056,0.034562542,0.010600956
str_m4_o1_o22_acs_sym.92,H2O,15.356739,52571.4,-95.01730781,9.766837234,-56.90236,3.261018256,0.007842401,0.002404893
str_m4_o1_o24_acs_sym.131,H2O,19.7875815,0.975483,-61.14644549,11.49938288,-59.54037,3.267271376,0.03058785,0.009361894
str_m4_o1_o4_acs_sym.145,H2O,11.33976,18.8636,-72.00583529,6.08132715,-50.92457,2.007922533,0.046592281,0.023204222
str_m4_o1_o4_acs_sym.170,H2O,13.666209,10.7337,-70.65282458,6.76734803,-52.7007,2.437868333,0.059746771,0.024507792
str_m4_o1_o4_acs_sym.68,H2O,9.3808875,99.6383,-78.87776942,4.957709225,-55.13108,2.076019022,0.128383976,0.061841426
str_m4_o1_o4_acs_sym.81,H2O,9.9694095,87.276,-74.44817111,4.908768655,-50.09287,2.079764725,0.212386299,0.102120349
str_m4_o11_o15_acs_sym.209,H2O,20.1769695,0.930445,-61.43557013,10.77616974,-60.00864,3.182964599,0.029085264,0.009137791
str_m4_o11_o22_acs_sym.172,H2O,22.0646355,192.168,-81.79189915,10.13596147,-53.24645,2.704493105,0.026022442,0.009621929
str_m4_o11_o22_acs_sym.203,H2O,16.4037465,22.636,-72.52444569,9.49312842,-55.62045,2.809030108,0.022566846,0.008033679
str_m4_o11_o22_acs_sym.225,H2O,14.5269585,6.07293,-69.42097027,9.629572233,-59.15184,3.561437963,0.058787738,0.016506742
str_m4_o11_o22_acs_sym.282,H2O,15.233862,10.7574,-69.65477218,9.287469814,-53.76686,2.75673669,0.023086605,0.008374614
str_m4_o11_o22_acs_sym.57,H2O,13.1634345,1125.45,-83.87880474,8.038235345,-53.74337,2.780541195,0.03026999,0.010886366
str_m4_o12_o15_acs_sym.133,H2O,13.6395135,24.0362,-72.14059897,6.798846611,-52.86918,2.240977646,0.008008846,0.003573818
str_m4_o12_o15_acs_sym.171,H2O,11.886546,465.068,-78.08834431,6.125982843,-48.43062,3.164180289,0.009628448,0.003042952
str_m4_o12_o15_acs_sym.218,H2O,10.872783,79.8125,-74.92075451,7.281616578,-56.23257,2.779698803,0.003308669,0.001190298
str_m4_o14_o14_acs_sym.115,H2O,10.583073,3.96194,-63.9598147,5.745805643,-51.26745,2.648817882,0.170907098,0.064522027
str_m4_o14_o14_acs_sym.127,H2O,9.8165625,59854700,-114.9648234,6.043624072,-62.03616,2.599894964,0.078516508,0.030199877
str_m4_o14_o14_acs_sym.41,H2O,4.0141374,13.7828,-74.30414727,2.487442184,-56.83373,1.000816187,0.03373988,0.033712365
str_m4_o14_o22_acs_sym.127,H2O,4.41539685,3.66615,-70.23059215,3.404620802,-57.66357,1.163115552,0.01053801,0.009060157
str_m4_o14_o22_acs_sym.54,H2O,7.9647495,6.49047,-70.4782064,4.463782565,-53.35712,2.285889367,0.042316076,0.018511865
str_m4_o14_o22_acs_sym.98,H2O,4.25980815,16.8775,-73.35449874,2.879981264,-57.11912,1.250388891,0.013298194,0.010635246
str_m4_o14_o24_acs_sym.190,H2O,7.524579,27.8144,-72.33413184,4.451896681,-53.7638,2.55376541,0.617561237,0.241823793
str_m4_o17_o17_acs_sym.107,H2O,30.452517,0.227337,-58.90216075,8.77548671,-45.70342,2.986150488,0.659238988,0.220765494
str_m4_o17_o17_acs_sym.124,H2O,22.8012315,0.297116,-58.51568602,5.399230858,-45.33983,3.72296488,0.708243564,0.190236434
str_m4_o17_o17_acs_sym.171,H2O,16.9991505,13.547,-71.75811089,4.584078112,-48.46378,3.671802039,1.200734483,0.327015038
str_m4_o17_o17_acs_sym.22,H2O,20.222313,0.813569,-63.09574076,6.019956408,-46.61521,3.097675485,0.741164028,0.239264581
str_m4_o17_o17_acs_sym.32,H2O,18.5220705,0.413228,-59.63918532,6.096628658,-47.36365,2.616670571,0.669476799,0.255850624
str_m4_o2_o17_acs_sym.99,H2O,20.092887,0.430452,-62.31323635,2.99421223,-44.21113,2.283924119,0.518599457,0.227065099
str_m4_o22_o22_acs_sym.116,H2O,13.881993,2.60016,-64.68337912,9.455574647,-59.59824,3.172382951,0.011315956,0.003567021
str_m4_o22_o22_acs_sym.26,H2O,15.7855875,4.56014,-66.17719265,11.1140606,-59.96248,4.289844893,0.022045413,0.005138977
str_m4_o22_o22_acs_sym.29,H2O,16.289139,4.61405,-65.16416019,11.14924897,-54.5675,4.176732749,0.040382545,0.009668453
str_m4_o22_o22_acs_sym.73,H2O,13.235529,280.322,-79.25546831,8.983680932,-53.59766,3.523169765,0.017781345,0.005046974
str_m4_o22_o22_acs_sym.91,H2O,14.625471,25.0215,-72.80194957,10.28596147,-62.50308,3.92632963,0.036694159,0.009345664
str_m4_o22_o22_acs_sym.97,H2O,17.0298975,2.16279,-62.92606344,11.85347867,-60.46061,4.33235738,0.033836185,0.007810109
str_m4_o22_o24_acs_sym.130,H2O,16.947591,1.86782,-62.41558871,11.76079009,-56.9326,4.299483773,0.023867596,0.00555127
str_m4_o22_o24_acs_sym.2,H2O,15.9262245,2.40494,-64.14356374,11.55121574,-55.04395,4.267268258,0.019132536,0.004483556
str_m4_o22_o24_acs_sym.30,H2O,15.7487355,6.38614,-66.99516161,10.88063908,-59.43703,4.071200312,0.035805973,0.008794942
str_m4_o22_o24_acs_sym.66,H2O,14.609487,2.47362,-65.09614025,10.09625471,-55.46084,3.844258101,0.079508246,0.020682338
str_m4_o22_o24_acs_sym.91,H2O,15.2875305,25.269,-67.56581164,10.63899419,-59.15621,4.068263682,0.033311996,0.008188259
str_m4_o4_o11_acs_sym.161,H2O,3.9615123,237.759,-83.93123291,2.173236087,-52.1478,0.962414417,0.053634244,0.055728845
str_m4_o4_o11_acs_sym.80,H2O,12.1604385,7.5318,-68.73633728,6.274325385,-52.658,2.548090346,0.063272024,0.024831154
str_m4_o4_o14_acs_sym.127,H2O,10.142181,27.9894,-67.75810838,5.616692369,-53.56595,2.457837852,0.025125871,0.010222754
str_m4_o4_o14_acs_sym.3,H2O,11.9496495,353.251,-83.1818808,7.931196015,-51.80754,3.119844119,0.022265138,0.007136619
str_m4_o4_o15_acs_sym.13,H2O,4.63323435,6.97368,-71.29823709,2.843839331,-59.89905,1.161254599,0.05327197,0.045874496
str_m4_o4_o15_acs_sym.20,H2O,8.34387,62.4977,-78.06333413,4.69810019,-56.52202,2.223143027,0.132100597,0.059420647
str_m4_o4_o22_acs_sym.111,H2O,13.233198,19.3793,-74.27980703,8.391216146,-59.17574,2.976580204,0.026419623,0.008875831
str_m4_o4_o22_acs_sym.138,H2O,12.4157385,5.54357,-69.56615819,7.259382773,-57.93536,2.903859368,0.03297885,0.011356903
str_m4_o4_o22_acs_sym.167,H2O,10.069476,132.232,-78.62618413,5.519753931,-54.03979,2.51830084,0.070176399,0.027866567
str_m4_o4_o22_acs_sym.183,H2O,12.1690965,2.02543,-65.65275663,8.185544117,-56.24097,2.8937018,0.042542692,0.014701823
str_m4_o4_o4_acs_sym.127,H2O,15.121086,1.12444,-61.66053495,8.93535261,-58.72052,2.924183276,0.066372234,0.0226977
str_m4_o4_o5_acs_sym.113,H2O,12.9397695,33.1213,-75.24384924,8.91156955,-53.19992,3.280720677,0.023561569,0.007181827
str_m4_o4_o5_acs_sym.136,H2O,11.6794755,1167810,-105.1092754,7.284849122,-56.12871,1.963385113,0.038789644,0.019756513
str_m4_o4_o9_acs_sym.52,H2O,7.691634,536427,-104.9073303,6.516296486,-58.56409,2.182521831,0.006817511,0.003123685
str_m4_o5_o14_acs_sym.104,H2O,14.345196,244.621,-76.03947839,10.18194834,-56.98183,2.943813205,0.008743946,0.002970279
str_m4_o5_o14_acs_sym.175,H2O,12.267942,78.2366,-76.54231226,9.056996429,-61.0754,2.617218255,0.006663346,0.002545965
str_m4_o5_o24_acs_sym.154,H2O,18.131184,379.422,-79.00979817,10.79390229,-50.2763,3.418947623,0.055762836,0.016309942
str_m4_o5_o24_acs_sym.178,H2O,13.0202445,2760.9,-91.06086363,8.613509803,-57.50346,2.889813111,0.063044538,0.02181613
str_m4_o5_o24_acs_sym.220,H2O,17.728476,41.5668,-76.52915926,11.92900741,-54.6618,3.705608631,0.006500575,0.001754253
str_m4_o7_o7_acs_sym.141,H2O,25.790628,1.82031,-70.93556619,2.209531149,-41.75099,3.359187308,1.389668203,0.413691788
str_m5_o1_o16_sra_sym.18,H2O,25.0025835,1.14E-05,-20.27482631,0.069896168,-21.31418,2.220484513,2.023995424,0.911510714
str_m5_o1_o16_sra_sym.187,H2O,18.7686015,0.000930175,-42.11549972,0.840559544,-36.5339,1.728152606,0.386375952,0.223577449
str_m5_o1_o16_sra_sym.67,H2O,20.977002,1.86E-05,-23.65536037,0.089553488,-24.39408,2.268742554,1.566937237,0.690663308
str_m5_o1_o16_sra_sym.71,H2O,17.639565,0.00594952,-47.90532702,8.807595366,-57.103,2.376562146,0.007046847,0.002965143
str_m5_o1_o16_sra_sym.97,H2O,21.4486965,1.46E-05,-22.44837772,0.068241837,-23.00925,1.109540459,1.030867245,0.929093875
str_m5_o1_o17_sra_sym.50,H2O,19.121859,1.11E-05,-21.49046944,0.059652633,-22.14063,1.561277396,1.336401568,0.855966768
str_m5_o1_o17_sra_sym.58,H2O,20.7164295,1.42E-05,-21.71205668,0.088816994,-24.51769,1.90089447,1.397367292,0.735110399
str_m5_o1_o18_sra_sym.15,H2O,26.5290555,0.00919139,-49.04448879,5.95488143,-46.51128,3.275668436,0.012810548,0.003910819
str_m5_o1_o18_sra_sym.27,H2O,25.931487,0.00312811,-43.31201241,5.306037471,-45.66988,2.264343068,0.014112154,0.006232339
str_m5_o1_o18_sra_sym.28,H2O,31.1126895,1.13E-05,-18.98950682,0.078425007,-20.11458,2.499780496,2.174525464,0.869886563
str_m5_o1_o18_sra_sym.33,H2O,26.7558285,1.53E-05,-21.2170087,0.097559656,-23.13744,2.46160911,1.221693407,0.496298702
str_m5_o1_o18_sra_sym.55,H2O,27.2452275,1.44E-05,-20.69817654,0.086507962,-21.9179,2.780383692,2.302583012,0.82815297
str_m5_o1_o18_sra_sym.61,H2O,23.5813395,2.29E-05,-23.84572762,0.095478807,-22.81211,2.860919277,2.55013068,0.891367576
str_m5_o1_o2_sra_sym.48,H2O,18.669201,1.65E-05,-22.99255239,0.098148833,-25.79444,1.806261532,0.803788312,0.445001069
str_m5_o10_o29_sra_sym.117,H2O,19.713267,1.83E-05,-21.63697047,0.099334087,-23.19379,2.532464193,2.140246678,0.845124161
str_m5_o10_o29_sra_sym.172,H2O,23.3583405,1.50E-05,-20.9117288,0.080712471,-21.51122,2.704582116,2.642473718,0.977035861
str_m5_o10_o29_sra_sym.189,H2O,26.581392,0.349385,-58.86239301,10.58080267,-50.29345,4.260241647,0.011281042,0.002647982
str_m5_o10_o29_sra_sym.205,H2O,31.151706,1.10E-05,-17.7734566,0.084186755,-19.78356,3.006371431,1.196145975,0.397870324
str_m5_o10_o29_sra_sym.31,H2O,27.8217615,1.20E-05,-18.61613415,0.083203634,-20.81494,2.60698107,2.367220197,0.908031218
str_m5_o10_o29_sra_sym.41,H2O,25.27359,1.24E-05,-19.31183551,0.078191952,-20.56207,2.422533171,2.155145293,0.889624678
str_m5_o10_o29_sra_sym.5,H2O,26.4271575,1.41E-05,-20.97374662,0.087857952,-23.05828,2.391526772,2.160424705,0.903366305
str_m5_o10_o29_sra_sym.85,H2O,29.3627745,2.01E-05,-21.40115255,0.109954764,-22.46014,2.086075259,1.229846913,0.589550596
str_m5_o11_o16_sra_sym.124,H2O,27.1487685,1.17E-05,-20.49500771,0.072928084,-22.03251,1.980031154,1.757500616,0.887612607
str_m5_o11_o16_sra_sym.127,H2O,23.189898,0.000408288,-45.4328599,0.292363235,-36.68581,1.623051799,0.600819957,0.370179163
str_m5_o11_o16_sra_sym.128,H2O,27.608253,2.35E-05,-25.28654912,0.100350005,-23.64929,1.910397194,1.637101527,0.856943013
str_m5_o11_o16_sra_sym.151,H2O,22.7347425,1.44E-05,-21.83635327,0.07336231,-21.96283,2.053835706,1.626916184,0.792135505
str_m5_o11_o16_sra_sym.162,H2O,24.528225,1.62E-05,-23.09624656,0.071589673,-22.08581,1.789834093,1.647327818,0.920380176
str_m5_o11_o16_sra_sym.174,H2O,26.700162,0.000268769,-38.60941563,0.391055924,-32.74665,2.385756572,0.727041463,0.304742517
str_m5_o11_o16_sra_sym.189,H2O,22.141947,2.52E-05,-25.13100849,0.115306029,-25.0598,1.893508152,1.141462597,0.602829513
str_m5_o11_o16_sra_sym.4,H2O,28.4057325,1.43E-05,-21.293689,0.07384742,-20.47142,2.085528546,1.812796984,0.869226646
str_m5_o11_o16_sra_sym.80,H2O,27.9152235,1.37E-05,-21.09262321,0.071764894,-20.28632,2.017315865,1.681314075,0.83344116
str_m5_o11_o16_sra_sym.83,H2O,18.010194,2.12E-05,-26.11411378,0.071625131,-23.57962,1.917948394,1.650939863,0.860784298
str_m5_o11_o18_sra_sym.132,H2O,27.343629,1.42E-05,-21.02994536,0.098804684,-23.45799,2.739730443,2.184287493,0.79726365
str_m5_o11_o18_sra_sym.137,H2O,31.11441,9.90E-06,-19.0389115,0.065435625,-19.35732,1.756922357,1.634812467,0.930497845
str_m5_o11_o18_sra_sym.22,H2O,21.2079375,2.45E-05,-25.15066813,0.085092881,-23.81714,1.757323677,1.621839638,0.922903196
str_m5_o11_o18_sra_sym.57,H2O,26.4423645,1.64E-05,-22.33317057,0.085334924,-22.31424,2.323813787,2.109279221,0.907679967
str_m5_o11_o18_sra_sym.8,H2O,22.6726935,1.35E-05,-20.9665066,0.079014733,-22.07817,2.553308698,2.320318117,0.908749545
str_m5_o12_o18_sra_sym.99,H2O,10.751349,2.05E-05,-25.92211794,0.074062179,-25.43627,0.65511541,0.547461098,0.835671227
str_m5_o13_o16_sra_sym.13,H2O,2.5889418,4.55E-07,-13.33786981,0.00403469,-17.62230592,1.310131106,1.238483193,0.94531241
str_m5_o13_o16_sra_sym.45,H2O,25.304226,8.52E-06,-18.34148007,0.05498713,-18.60358,1.665066681,1.487576469,0.893403541
str_m5_o13_o22_sra_sym.235,H2O,8.0330145,6.18E-06,-21.98473128,0.036398785,-24.53774,0.705531847,0.642734665,0.910993129
str_m5_o16_o16_sra_sym.3,H2O,23.870328,0.00960488,-47.39253426,14.89496724,-59.49112,3.089650992,0.005286682,0.001711094
str_m5_o16_o16_sra_sym.34,H2O,31.595484,1.39E-05,-19.74974437,0.096767545,-21.58197,3.143326928,1.134577059,0.360947838
str_m5_o16_o16_sra_sym.37,H2O,24.796623,1.62E-05,-20.81329636,0.103271267,-22.82556,3.916967159,2.273888555,0.580522752
str_m5_o16_o16_sra_sym.39,H2O,31.5906555,1.40E-05,-19.82143751,0.130171457,-22.61468,3.154923936,1.65056841,0.523172172
str_m5_o16_o16_sra_sym.43,H2O,23.6376165,1.06E-05,-19.13361195,0.073142422,-21.65541,2.608777335,2.302418534,0.882566137
str_m5_o16_o16_sra_sym.62,H2O,31.594374,1.40E-05,-19.83992984,0.094833138,-22.22632,3.134777792,1.349480273,0.43048674
str_m5_o16_o16_sra_sym.77,H2O,23.003973,2.98E-05,-24.08366804,0.190616859,-26.00009,4.52256133,1.922113682,0.425005554
str_m5_o16_o17_sra_sym.6,H2O,21.3627825,0.0977305,-58.5243298,13.90488594,-52.95906,2.36080804,0.005747671,0.00243462
str_m5_o16_o19_sra_sym.15,H2O,26.880426,1.41E-05,-20.82971558,0.088629035,-22.18998,2.091904154,1.894465524,0.905617746
str_m5_o16_o24_sra_sym.108,H2O,18.0771825,0.0264531,-56.61457641,1.516468708,-40.50715,2.224644142,0.450292849,0.202411182
str_m5_o16_o24_sra_sym.92,H2O,18.2544495,4.33E-05,-27.77289923,0.113326601,-25.89808,2.598109097,2.373345355,0.91348949
str_m5_o17_o22_sra_sym.36,H2O,12.723042,7.86E-06,-23.22944206,0.038247141,-21.84771,0.708229058,0.626782657,0.884999915
str_m5_o17_o22_sra_sym.44,H2O,12.549438,2.31E-06,-16.37985212,0.021601895,-18.39952,0.628405533,0.577292456,0.918662274
str_m5_o18_o18_sra_sym.11,H2O,19.558533,0.0346627,-52.33764467,3.69939953,-44.0106,3.894528423,0.060775232,0.015605287
str_m5_o18_o18_sra_sym.23,H2O,19.3191615,2.95E-05,-24.15400747,0.115265313,-25.07326,3.165379708,2.631939218,0.831476619
