MOF,Molecule,Uptake_sat [mol/kg],Henry [mol/kg/Pa],Heat_henry [kJ/mol],Uptake_des [mol/kg],Heat_des [kJ/mol],Uptake_CO2_bin [mol/kg],Uptake_CO2_ter [mol/kg],WRC [-]
RSM2036,H2O,27.9225495,0.0131451,-51.65417736,9.324416721,-50.31505,1.45889353,0.008569287,0.005873826
RSM2037,H2O,45.5072805,4.54E-05,-28.1997481,0.14992282,-24.42177,0.500862109,0.481844686,0.962030621
RSM2038,H2O,76.015575,5.97E-05,-29.01307403,0.214235578,-25.21217,0.205656616,0.191572543,0.931516557
RSM2044,H2O,42.529317,5.75E-05,-26.27888556,0.277947632,-25.85528,0.631246975,0.179483747,0.284332051
RSM2047,H2O,45.5732145,6.54E-05,-28.43724798,0.231347964,-25.76096,0.436469798,0.164892231,0.377786118
RSM2058,H2O,4.95697695,0.0001481,-35.60783554,0.205355461,-34.9394,0.392400906,0.06313017,0.160881814
RSM2062,H2O,19.577847,0.0061013,-51.89743135,1.435426133,-39.24091,1.098877013,0.016613175,0.015118321
RSM2075,H2O,11.185359,0.668483,-59.41273397,2.101763326,-42.27318,1.353693724,0.068522276,0.050618744
RSM2076,H2O,33.074226,1.10E-05,-21.73399367,0.065063866,-19.10277,0.381590781,0.365774071,0.958550596
RSM2080,H2O,15.041499,0.00655062,-47.58523328,3.487938887,-46.50091,2.981769159,0.065627415,0.022009556
RSM2082,H2O,17.580735,0.131292,-61.18303054,4.799143587,-47.59888,1.755852455,0.009687404,0.005517209
RSM2087,H2O,11.189688,0.00049315,-41.15728433,1.723946624,-41.40637,0.478115851,0.004885377,0.010217978
RSM2106,H2O,8.7932535,0.00835784,-54.19964898,4.960137904,-56.19467,1.161995637,0.00206561,0.00177764
RSM2113,H2O,25.550424,0.00131934,-43.59895605,1.828845753,-38.38837,1.053766531,0.01372628,0.013025921
RSM2114,H2O,11.882106,77.0909,-78.18379873,9.814740285,-68.41781,4.094028661,0.001578916,0.000385663
RSM2137,H2O,38.2303425,0.000552261,-38.4413657,1.110471845,-36.48594,0.269179618,0.031218912,0.115977993
RSM2145,H2O,19.3002915,6.30E-06,-17.64503273,0.042936432,-18.317,1.540605079,1.398159839,0.907539419
RSM2156,H2O,24.0637455,9.62E-05,-29.94342987,0.433552739,-30.89293,1.226141934,0.061361591,0.050044443
RSM2160,H2O,8.0150325,0.000113546,-34.45157354,0.382354068,-34.13633,1.069872596,0.028555206,0.026690286
RSM2164,H2O,12.860904,5.40E-05,-33.53362432,0.155623555,-32.33457,0.141563833,0.052903446,0.373707358
RSM2167,H2O,6.397596,0.000331363,-38.53760832,0.556280769,-39.19032,1.376144887,0.130244439,0.094644423
RSM2175,H2O,9.9786225,0.00303071,-52.55789906,3.040591681,-50.2318,1.296570664,0.010415566,0.008033165
RSM2176,H2O,8.2806,0.0689812,-60.26183271,5.371352416,-62.30845,0.721331745,0.004612197,0.006394003
RSM2182,H2O,9.733035,4.83E-06,-22.29777924,0.021625616,-22.20448,0.685705588,0.620978364,0.905604934
RSM2201,H2O,9.1914105,0.000140571,-35.06555781,0.253081363,-34.0097,1.111396342,0.193418687,0.174032143
RSM2202,H2O,11.835375,5.84954,-74.58376212,5.547028382,-52.59531,0.524675709,0.001951437,0.003719321
RSM2207,H2O,51.701469,0.000133852,-35.91517579,0.241305351,-30.58513,0.150495178,0.113401088,0.753519747
RSM2218,H2O,18.3494655,0.0953352,-60.88290794,2.747396712,-45.01179,1.854116324,0.025591155,0.013802346
RSM2224,H2O,8.342538,6.82E-05,-33.85509691,0.555096703,-37.75313,0.133689039,0.003439166,0.025725113
RSM2235,H2O,9.4050855,0.0853655,-56.81755652,4.950221036,-53.99008,1.710426577,0.00619117,0.003619664
RSM2238,H2O,13.539891,1.09E-05,-24.03006799,0.043711191,-24.84139,0.45759862,0.403392646,0.881542532
RSM2241,H2O,11.951259,0.0885012,-57.59048636,4.874087211,-51.20968,2.45034238,0.024327869,0.009928355
RSM2247,H2O,27.034938,0.000159542,-27.40420229,0.856572328,-34.1845479,1.292851067,0.009146398,0.007074595
RSM2250,H2O,7.499271,0.000208459,-41.89372596,0.361197664,-40.47515,0.594928217,0.010632472,0.017871856
RSM2251,H2O,18.1062645,0.00337305,-47.74922664,0.983764103,-38.26505,0.424981245,0.040661627,0.095678638
RSM2254,H2O,35.3851905,0.000311565,-39.94842635,0.344241905,-30.16952,0.486695869,0.130051498,0.267213072
RSM2257,H2O,24.6816825,453.785,-80.71600749,3.555650169,-43.17152,2.473075746,0.030695906,0.012412036
RSM2270,H2O,10.5401715,0.000129159,-36.29888947,0.735171427,-37.33179,0.546008213,0.009239829,0.016922509
RSM2277,H2O,25.3413555,1.93E-05,-22.47334234,0.109157849,-23.21139,1.18319173,0.344113046,0.29083456
RSM2282,H2O,13.7067795,0.00543548,-59.3320164,0.412160514,-29.93893,0.875814523,0.032610102,0.037234027
RSM2283,H2O,18.033393,0.00462219,-43.36055961,2.708068833,-41.70113,2.775452337,0.133351845,0.048046887
RSM2288,H2O,30.7923435,0.000197842,-36.29849793,0.394129754,-31.66041,0.60514767,0.10560921,0.174518081
RSM2297,H2O,44.8946715,0.0262401,-54.32038388,2.345820859,-36.97879,0.976562232,0.061681534,0.063161908
RSM2305,H2O,23.880762,8.79E-05,-39.24729129,0.12657705,-27.58626,0.573917663,0.16607573,0.289372049
RSM2317,H2O,16.1216955,0.00395054,-50.99641452,0.45767369,-36.74769874,0.390555689,0.226730274,0.580532508
RSM2333,H2O,7.745358,0.136696,-61.32331007,3.218132709,-47.34855,1.294456468,0.019840083,0.015326961
RSM2337,H2O,19.179801,0.00259826,-55.11234562,0.806572453,-34.23106,1.16026191,0.085782611,0.073933833
RSM2339,H2O,15.221097,142171000,-108.867254,7.697438018,-51.19463,5.205273613,0.027074987,0.005201453
RSM2343,H2O,13.5154155,0.000398195,-38.70996035,0.665649007,-36.97499,1.308015195,0.033692558,0.025758537
RSM2347,H2O,9.652893,0.0140701,-54.99247123,3.402392645,-50.36169,2.085692159,0.034372994,0.016480377
RSM2357,H2O,1.9783974,7.96E-07,-18.75051626,0.004720712,-18.94408,0.170607914,0.15433856,0.904638927
RSM2360,H2O,21.500256,0.0397965,-55.66045396,3.631051576,-42.646,0.231533743,0.002720993,0.011752037
RSM2366,H2O,17.3355915,0.012097,-49.60465265,6.079742596,-51.58638647,3.012001954,0.030322243,0.010067139
RSM2369,H2O,25.009521,2.18235,-65.75136007,4.390552092,-50.91124,0.7630179,0.018497313,0.024242306
RSM2378,H2O,5.0908152,0.00200852,-49.18287124,0.768333554,-40.38003,0.551134342,0.009767962,0.017723377
RSM2388,H2O,29.2971735,5.29E-05,-30.51030557,0.168122108,-27.72479,0.609492396,0.141751964,0.232573802
RSM2400,H2O,25.313661,4.45E-05,-36.10561405,0.087503705,-25.28642,0.435334404,0.184890221,0.424708499
RSM2401,H2O,16.964241,0.00531056,-50.97006993,1.466342366,-36.24068,1.576569387,0.165800835,0.10516558
RSM2422,H2O,3.2305107,0.00226254,-44.34298792,1.074144843,-46.8987,0.630139983,0.004491997,0.007128571
RSM2423,H2O,7.243083,0.00471211,-49.00368429,4.475184185,-60.82874,0.389951753,0.000971678,0.00249179
RSM2424,H2O,6.478515,4.77E-05,-31.89952647,0.309111789,-32.54702,0.806352769,0.213316392,0.264544751
RSM2425,H2O,7.415688,0.0052191,-49.21859243,4.68941546,-54.17988,0.381086754,0.000903228,0.002370136
RSM2428,H2O,14.188908,0.072915,-62.48947708,1.486671159,-38.83547,1.469211804,0.048103903,0.032741299
RSM2430,H2O,6.3501435,3.04E-05,-30.00061587,0.099206606,-32.55037,0.774361702,0.282218896,0.364453582
RSM2434,H2O,5.661,1.90E-05,-27.87509887,0.055764292,-27.70155,0.684791791,0.484394023,0.707359564
RSM2454,H2O,21.342636,0.000115304,-31.80416316,0.333280773,-31.76017,0.54512923,0.07312823,0.13414843
RSM2459,H2O,5.836158,0.055225,-60.02281502,4.0896472,-60.49032,1.172350405,0.002468551,0.002105643
RSM2467,H2O,12.308901,0.000119652,-34.63107401,0.857492177,-37.61575,1.525023646,0.067323717,0.044146015
RSM2469,H2O,21.72825,0.000284391,-38.07244622,0.941310562,-39.31571,0.514511736,0.051968317,0.101005116
RSM2476,H2O,15.9952665,0.000134959,-37.31937578,0.275512587,-34.01703,0.507931263,0.06293702,0.123908537
RSM2477,H2O,23.4591285,0.85102,-61.60338793,13.33718216,-50.03288,2.272499309,0.009294905,0.004090169
RSM2481,H2O,5.4560496,0.0952563,-61.31137159,4.956981565,-64.93976,0.732481979,1.85E-05,2.52E-05
RSM2492,H2O,58.84998,0.000144177,-34.8168399,0.270181648,-27.80187,0.99840387,0.62525943,0.626259021
RSM2497,H2O,6.3576915,1.67E-06,-15.84232727,0.020713149,-21.91427,0.385692608,0.102089748,0.264692
RSM2509,H2O,8.5567125,0.320189,-66.98518615,1.824736182,-53.97426,1.461144535,0.221816967,0.151810421
RSM2513,H2O,8.909748,0.000170044,-36.69399995,0.392386536,-34.82699,0.680959459,0.00882543,0.012960287
RSM2514,H2O,5.6900265,0.00691767,-60.54875312,0.147526643,-28.02388,0.641588866,0.363148941,0.56601503
RSM2517,H2O,16.359624,4.62E-06,-17.50734586,0.037902814,-17.91125,0.518519097,0.334556428,0.645215249
RSM2518,H2O,12.881106,1.61E-05,-29.49673282,0.049290235,-25.56079,0.343124709,0.300496859,0.875765723
RSM2523,H2O,23.683626,7.23E-05,-32.0295477,0.210519844,-30.01659,0.804977366,0.048352557,0.060066977
RSM2529,H2O,2.7060246,0.269952,-65.09547114,2.2714813,-93.58192,0.37529136,0.000312165,0.000831794
RSM2531,H2O,9.5880135,188.178,-83.56649466,3.682032287,-56.70075,1.399807303,0.038297222,0.027358924
RSM2573,H2O,5.13407745,0.000179425,-34.38199562,0.375469335,-37.8879,0.863071453,0.169225655,0.196073748
RSM2581,H2O,10.083018,1.11515,-70.97432035,4.597774906,-47.60571,0.909231395,0.010996418,0.012094191
RSM2615,H2O,9.2732175,0.000532766,-38.37563346,0.559034972,-35.17582,0.896257355,0.168796069,0.188334375
RSM2620,H2O,32.4964155,9.92E-05,-33.40707111,0.284922324,-30.39527,0.770418055,0.116092501,0.15068767
RSM2622,H2O,5.5370463,9.32E-06,-24.66722411,0.038043766,-25.06577,0.870164973,0.5912495,0.679468283
RSM2629,H2O,2.71928355,0.0046121,-54.38578595,1.912863442,-65.35138,0.392435587,0.004188968,0.010674282
RSM2631,H2O,5.25244785,0.130455,-59.07274394,3.572628805,-58.96483,1.304398809,0.002100875,0.001610608
RSM2636,H2O,5.2424856,0.176827,-60.15400309,3.802483564,-62.93291,1.63543112,0.003664701,0.002240816
RSM2655,H2O,7.9759605,7.05E-05,-31.66358613,0.394120412,-35.01284,1.921910491,0.2404295,0.125099218
RSM2666,H2O,14.531676,0.000661152,-42.73162294,0.909853086,-39.13798,1.516340854,0.066115767,0.04360218
RSM2681,H2O,17.3158335,0.001978,-49.76663144,1.278303621,-39.75087,0.765034861,0.027487668,0.035929955
RSM2682,H2O,21.571407,0.00102836,-39.01087469,1.330602162,-37.21026,1.837127399,0.070154519,0.038187074
RSM2700,H2O,7.541118,2.75E-05,-29.17902612,0.171606531,-33.05225,0.907007494,0.242699182,0.267582334
RSM2702,H2O,21.5103015,0.191022,-62.56440105,2.605946646,-39.934,1.304670822,0.06125851,0.046953231
RSM2706,H2O,12.0144735,9.57E-06,-19.44135376,0.060042618,-23.54150724,0.548176003,0.482425991,0.88005675
RSM2712,H2O,8.684418,0.000380422,-45.26294077,0.289016215,-35.68063,0.492544114,0.020338996,0.041293754
RSM2713,H2O,11.1432345,2.01E-05,-24.67321651,0.108818118,-26.79458,1.765253781,0.558585469,0.316433521
RSM2721,H2O,16.8352035,1.24E-05,-23.28844068,0.064193549,-22.2189,0.912684143,0.465530803,0.510067811
RSM2722,H2O,16.598718,0.11164,-62.79441707,5.249625487,-50.52142,1.304850303,0.01107713,0.008489196
RSM2724,H2O,12.2938605,25354500,-114.0269811,9.945186359,-59.33433,3.867107714,0.022166647,0.0057321
RSM2728,H2O,18.8699445,1.26E-05,-20.49732718,0.103218252,-25.59538,0.909983211,0.202042163,0.222028451
RSM2729,H2O,6.208563,8.69E-05,-31.76870506,0.192422288,-33.15107,1.807231957,1.031811059,0.570934492
RSM2738,H2O,20.7386295,7.08E-05,-35.25362603,0.13026378,-31.49537,0.805902541,0.22415494,0.278141498
RSM2742,H2O,7.511703,7.65E-05,-35.48181947,0.417124674,-34.63942,0.402895526,0.008131289,0.020182127
RSM2752,H2O,7.94649,0.00026484,-35.73122993,0.339556505,-33.95138,1.677514797,1.331855254,0.793945458
RSM2754,H2O,11.9538675,0.000378898,-43.88319466,0.289966988,-37.73992,0.217666214,0.043136568,0.1981776
RSM2759,H2O,33.7322895,3.19E-05,-26.72972739,0.128966488,-23.67503,0.608427783,0.259618492,0.426703873
RSM2771,H2O,13.9204545,0.000639164,-48.92092885,0.422056326,-36.69273,1.62447369,0.86322667,0.53138852
RSM2772,H2O,20.025843,185.805,-76.98053773,12.81345732,-58.30464,1.464053296,0.00673649,0.00460126
RSM2774,H2O,34.8701505,0.069248,-57.57363351,7.213902171,-50.7996,1.28900795,0.009706855,0.007530485
RSM2783,H2O,37.1901615,7.16E-06,-22.98660669,0.037931892,-16.38043,0.08930182,0.081879819,0.916888577
RSM2785,H2O,19.451751,2.66E-05,-24.21524832,0.131720492,-26.05591,3.227566903,0.676312044,0.209542378
RSM2789,H2O,50.377017,2.94E-05,-26.21759833,0.105256444,-21.14632,0.320734502,0.323539221,1.008744677
RSM2800,H2O,18.015855,0.000791521,-44.75557277,0.618636552,-35.76133,1.029238424,0.096122067,0.093391448
RSM2808,H2O,21.94581,0.000583275,-42.96853915,0.879855961,-36.08529,0.297011105,0.027287786,0.091874632
RSM2817,H2O,6.2607885,0.00742167,-53.49955089,2.86408383,-48.50876,0.813701548,0.00606746,0.007456616
RSM2818,H2O,10.975236,6.06E-05,-29.72059696,0.300876162,-31.90859,1.850152414,0.130581842,0.070578965
RSM2819,H2O,9.1696545,2.13E-05,-26.49815632,0.06905447,-26.54222,0.984172321,0.851425873,0.865118694
RSM2826,H2O,7.98534,0.00411096,-47.62401755,4.300015605,-52.96318,1.560663376,0.018696026,0.011979538
RSM2827,H2O,20.3278185,6.53E-05,-29.81094838,0.307507711,-31.94138,1.174304514,0.106946414,0.09107213
RSM2831,H2O,32.606916,0.000958419,-40.63806512,1.68690439,-34.70205,0.711020182,0.010932012,0.015375108
RSM2836,H2O,5.9659725,1.88E-05,-29.51817538,0.050116144,-28.30044,1.026756842,0.724137959,0.705267235
RSM2839,H2O,44.0995785,1.68E-05,-20.69631822,0.098569004,-19.2866,0.663792765,0.410560787,0.618507475
RSM2842,H2O,10.080243,0.000118355,-37.45302691,0.253808236,-32.26533,0.510365058,0.049388217,0.096770373
RSM2843,H2O,20.0286735,94.3552,-74.58853086,10.58621002,-53.01036,2.305918534,0.009070477,0.003933564
RSM2845,H2O,14.292915,0.00198708,-47.92006828,0.676924181,-36.87575,1.738974662,0.271597867,0.156182763
RSM2850,H2O,17.3349255,0.14077,-59.68119142,1.056292901,-37.93136,0.998096565,0.101257314,0.101450418
RSM2852,H2O,12.614595,0.0317315,-58.05186041,2.688861058,-47.59929,1.342946362,0.234683792,0.174752916
RSM2861,H2O,15.9919365,0.00553816,-49.51835917,4.297312555,-46.73492,0.845686023,0.176775896,0.209032539
RSM2873,H2O,5.7637305,5.31E-05,-34.18473737,0.154933901,-34.27989,0.94770767,0.154903535,0.163450755
RSM2879,H2O,21.6502725,0.0198168,-54.05163318,2.786881028,-43.15665,2.304377961,0.043569429,0.018907241
RSM2882,H2O,5.51238765,4.30E-05,-34.53634159,0.115802906,-33.39111,0.218760241,0.007412181,0.03388267
RSM2891,H2O,9.468633,0.286961,-65.89325808,8.692716274,-65.36749,3.198989821,0.00505377,0.001579802
RSM2895,H2O,17.2845315,0.00850081,-52.60132049,4.020291054,-48.22425,2.369629618,0.011501376,0.00485366
RSM2896,H2O,17.212326,0.0114474,-49.77331694,8.23403946,-53.25875,1.078224411,0.007138205,0.006620333
RSM2898,H2O,17.9571915,0.00240464,-48.54630123,1.054177441,-38.29214,1.069163786,0.005690676,0.005322548
RSM2904,H2O,9.997104,0.244333,-60.00445475,7.206252049,-64.72331,0.772330632,0.003260167,0.004221206
RSM2905,H2O,15.8476365,9.83E-05,-35.31751188,0.210010573,-31.81278,1.295154347,0.206010891,0.159062811
RSM2910,H2O,8.0192505,3.07E-06,-17.97269082,0.022333375,-19.9875,0.780264436,0.767974107,0.984248508
RSM2922,H2O,11.044389,343.111,-84.43679702,7.90756765,-61.55545,1.656129171,0.005029229,0.003036737
RSM2924,H2O,27.600039,1.69E-05,-23.15355169,0.085488613,-21.48074,0.825602104,0.291269734,0.352796744
RSM2929,H2O,30.8218695,0.0515768,-54.1824642,2.061367234,-37.7752,1.547728514,0.062521105,0.040395395
RSM2943,H2O,8.602167,3.09E-05,-29.9202428,0.085232017,-28.414,0.330784924,0.102590897,0.310143811
RSM2950,H2O,13.3162815,0.0304466,-57.25196335,1.938081966,-38.57134,1.129018678,0.046974174,0.041606197
RSM2953,H2O,7.1182635,0.00588792,-53.74144154,1.479019325,-47.27369,1.739499589,0.04759454,0.027361053
RSM2958,H2O,23.224752,4.53E-05,-28.15738707,0.170775591,-26.34256,0.591673048,0.039548495,0.066841805
RSM2965,H2O,22.893861,0.000489985,-41.55069557,0.466330649,-35.02395,0.891629283,0.047559705,0.053340223
RSM2966,H2O,27.8983515,0.0130422,-49.20525763,1.37544017,-37.44337,0.528474478,0.073314261,0.138728101
RSM2972,H2O,8.5285185,1.40E-05,-32.12419472,0.035438418,-24.9373,0.812134334,0.756072233,0.930969424
RSM2975,H2O,21.0408825,9.51E-05,-29.9224485,0.941301872,-35.42204,1.793545782,0.019965185,0.011131684
RSM2981,H2O,24.864555,0.000154829,-33.88418098,0.428784159,-31.6778,0.679591186,0.027797599,0.040903413
RSM2982,H2O,5.4062994,2.92E-06,-19.79525922,0.016040672,-20.25329,0.489630867,0.44749218,0.913937846
RSM2985,H2O,21.646665,0.000819502,-40.87738445,3.712678853,-48.66698,1.333931839,0.020128513,0.015089612
RSM2992,H2O,3.7490139,5.73E-06,-24.48538259,0.021024443,-24.35112,0.301476315,0.232770254,0.772101296
RSM2998,H2O,20.7835845,10.632,-69.46547759,13.85984753,-62.08495,2.52483437,0.005346712,0.002117649
RSM3003,H2O,17.445648,0.00350295,-48.93711593,5.664802125,-50.13481,1.793433572,0.014230254,0.007934642
RSM3007,H2O,19.7416275,0.00084241,-47.67339936,0.37271331,-33.53135,0.247149364,0.061300414,0.248029827
RSM3012,H2O,27.020286,0.000205643,-31.62280418,0.932632333,-38.75255145,1.159048933,0.126030471,0.108736109
RSM3013,H2O,25.3850895,0.000130371,-33.07786006,0.399040972,-32.11323,0.941378419,0.061650188,0.065489273
RSM3015,H2O,9.9222345,9.18E-06,-24.58218107,0.038040574,-23.85982,0.201594717,0.169892516,0.8427429
RSM3019,H2O,45.077766,1.70E-05,-22.02936252,0.096748754,-19.67177,0.741061193,0.379328739,0.511872356
RSM3032,H2O,4.23058185,0.000388289,-41.43314464,0.642455988,-40.41781,0.874383632,0.047843241,0.054716534
RSM3040,H2O,9.2300385,0.000574717,-44.85747967,0.386666304,-36.12097,0.834915299,0.195738185,0.234440769
RSM3044,H2O,14.5644765,0.000129044,-35.2408008,0.485871197,-34.3456,1.454044705,0.051148452,0.035176671
RSM3062,H2O,29.802168,1.35E-05,-21.33610392,0.084018676,-20.90921,0.477251176,0.247772012,0.519164801
RSM3065,H2O,18.800292,1.98E-05,-25.93185441,0.084302235,-24.40958,1.131602554,0.67185083,0.593716255
RSM3076,H2O,8.1318045,0.0696085,-61.9021515,1.771315921,-43.68537,1.159827823,0.033281546,0.028695247
RSM3083,H2O,10.585626,0.139828,-59.3392686,6.608983176,-56.89794,2.165906174,0.017403497,0.008035204
RSM3084,H2O,1.47537315,0.00670253,-49.03711034,1.119703264,-59.16574875,0.319891183,0.003515862,0.010990806
RSM3092,H2O,15.317223,0.00124323,-46.05325853,5.172839626,-47.6985,1.626389623,0.012497544,0.007684225
RSM3110,H2O,20.97123,0.0100227,-51.76372381,2.572518451,-42.53286,2.628882673,0.280176411,0.106576232
RSM3120,H2O,7.063041,1710200,-102.6664204,7.076676285,-55.7778,2.049114945,0.00177248,0.000864998
RSM3126,H2O,18.1267995,6.41E-05,-27.97995388,0.283259931,-30.0727,2.985781667,0.118508417,0.039690918
RSM3130,H2O,24.8041155,0.000514519,-38.2916879,0.914597562,-35.36429348,1.090850882,0.322525018,0.295663709
RSM3145,H2O,10.2214905,0.00108302,-45.47929311,0.504045999,-36.26307,1.131695122,0.25501629,0.225340098
RSM3148,H2O,4.8897054,0.000437138,-41.86192969,1.320964195,-50.77948,1.092435408,0.013601327,0.012450463
RSM3150,H2O,13.207779,0.165427,-57.51235061,7.063543353,-53.44867,2.383883884,0.043853318,0.018395744
RSM3159,H2O,6.716832,17.2743,-76.22086396,1.657379743,-44.93536,1.603842174,0.48252395,0.300855008
RSM3169,H2O,23.542656,0.000954695,-40.12357843,1.867710104,-37.52507,1.152487734,0.058610928,0.050856011
RSM3176,H2O,38.609796,2.31E-05,-21.88653878,0.125433068,-20.86951,0.938153321,0.404079081,0.43071753
RSM3180,H2O,19.518684,0.00120839,-47.63233125,1.062138511,-36.02286,2.097578016,0.206812774,0.098595987
RSM3195,H2O,9.9065835,3.09E-05,-27.3894019,0.088277327,-27.69664,1.725272738,1.421919836,0.824171046
RSM3200,H2O,5.124759,0.000129908,-35.7445364,0.320688417,-37.23744,0.817684412,0.025410099,0.03107568
RSM3205,H2O,4.65148275,0.0317698,-54.52312511,1.925992747,-51.42076,0.670627848,0.002763953,0.004121441
RSM3206,H2O,15.685188,8.03E-05,-36.91355977,0.166264515,-31.46244,0.345750696,0.031292195,0.090505083
RSM3213,H2O,4.0743216,0.00522024,-48.02693662,2.574016473,-61.37727,1.039808307,0.02505661,0.024097336
RSM3217,H2O,8.7848175,0.00016311,-36.0449046,0.438002809,-35.22658,0.390932549,0.00829912,0.021229032
RSM3226,H2O,36.0908175,0.00537944,-52.9322207,1.372707648,-36.01976,1.050266058,0.111723347,0.106376233
RSM3256,H2O,18.1724205,0.00013424,-32.3202152,0.456885785,-34.43665,0.78316056,0.021410045,0.027338003
RSM3265,H2O,26.1536535,3.50E-05,-27.87037009,0.115469452,-24.59876,0.837356632,0.148885169,0.177803773
RSM3266,H2O,14.785755,0.000224555,-36.25614373,0.710687893,-33.9607,0.896961004,0.01349675,0.015047198
RSM3273,H2O,14.4995415,0.0147466,-49.17185712,9.511179993,-62.23967,0.718920909,0.000890241,0.001238302
RSM3275,H2O,15.5400555,3.14493,-73.53443001,2.288807236,-44.50118,1.430573945,0.061122742,0.042726027
RSM3284,H2O,16.350744,0.00027582,-35.13640678,0.662418588,-34.88127,0.825193143,0.106172699,0.128664059
RSM3286,H2O,31.0880475,1.42E-05,-21.81424892,0.108899496,-22.98685,0.954226508,0.563839358,0.590886287
RSM3287,H2O,25.4715585,6.70E-05,-32.78835475,0.147455765,-26.51734,0.332086044,0.08381816,0.252398924
RSM3305,H2O,13.9316655,0.000823684,-49.50901654,0.799425484,-41.08594,0.401973167,0.035650964,0.08868991
RSM3317,H2O,2.80356585,1.01E-05,-30.46515169,0.018958322,-29.22312,0.730533291,0.690291956,0.944915125
RSM3320,H2O,49.2003615,2.62E-05,-23.50543486,0.135293671,-23.16741,0.455540351,0.361494891,0.793551856
RSM3323,H2O,49.4869635,3.13E-05,-27.18264285,0.130237139,-23.47699,0.244123977,0.256115505,1.049120647
RSM3324,H2O,5.897985,0.308677,-64.87048599,4.163449314,-54.25134,1.346192081,0.005001051,0.003714961
RSM3334,H2O,46.8866775,0.000413558,-38.67471809,0.328336692,-27.94494,0.286984626,0.282263276,0.983548423
RSM3337,H2O,167.741535,6.35E-05,-29.16799255,0.303400948,-25.03468,0.276648238,0.246014612,0.889268675
RSM3341,H2O,6.881445,0.000310843,-42.23186804,0.283031659,-38.14829,0.687455138,0.103970941,0.151240328
RSM3355,H2O,54.597348,7.74E-06,-17.10014357,0.067639228,-16.13698,0.469139071,0.416250657,0.887264957
RSM3363,H2O,26.1334515,9.61E-05,-37.85229238,0.122816045,-28.10992,0.748027106,0.301176054,0.402627193
RSM3364,H2O,16.959246,0.00250327,-45.87310579,2.959133776,-48.51471,1.654881378,0.035620992,0.021524801
RSM3369,H2O,2.9128731,0.00443827,-53.48735948,2.421741188,-66.99014,0.486363966,0.00034052,0.000700133
RSM3372,H2O,22.521123,3.00138,-66.66067212,9.066534751,-50.43028,2.084925499,0.016820468,0.008067659
RSM3373,H2O,34.5895425,52.4799,-65.91724074,16.90905167,-53.90192,1.740650014,0.004368491,0.00250969
RSM3388,H2O,10.841148,2.73E-05,-27.93682357,0.099052441,-28.79797,1.175352405,0.892972081,0.759748376
RSM3391,H2O,33.763758,0.000142702,-31.25230422,0.97890435,-33.68646,3.062290755,0.054751916,0.017879398
RSM3396,H2O,44.8168605,1.68E-05,-22.66638651,0.096567962,-20.076,0.333614774,0.319604681,0.958005178
RSM3399,H2O,23.5461525,0.000636765,-43.93633628,0.516679096,-32.21025,0.669712267,0.08205019,0.122515585
RSM3405,H2O,12.6339645,1.90E-05,-29.57321362,0.071587966,-24.39185,0.697343319,0.043417306,0.06226102
RSM3407,H2O,9.410469,1.50E-05,-26.06083053,0.072534766,-27.19131,0.839974883,0.13222443,0.157414742
RSM3408,H2O,11.4236205,1.50E-05,-23.0803856,0.253150948,-30.42695,1.46281816,0.239625572,0.163810909
RSM3410,H2O,38.5882065,1.88E-05,-24.14450436,0.088884473,-21.80348,0.582477041,0.419228904,0.719734642
RSM3415,H2O,4.23159195,6.74E-05,-36.01768471,0.086109448,-34.6187,0.260638498,0.165955319,0.636726039
RSM3416,H2O,21.815274,6.62E-05,-30.89561277,0.244469478,-30.18325,1.442614636,0.040340644,0.027963562
RSM3419,H2O,20.48061,2.17E-05,-27.64825658,0.098373201,-25.40197,1.346730678,0.870558335,0.646423483
RSM3420,H2O,29.234514,0.000230882,-37.61039706,0.356255389,-32.24347,0.442025603,0.052338834,0.118406792
RSM3423,H2O,21.3359205,0.654016,-64.6040813,1.46843432,-39.73739,2.03575994,0.123072691,0.060455405
RSM3426,H2O,13.2053925,2.11E-05,-22.84611425,0.102097024,-25.19868,1.90927892,0.998390165,0.522914779
RSM3438,H2O,3.57503805,0.000135439,-38.998425,0.412694394,-39.75474,0.289871939,0.019586954,0.067571059
RSM3442,H2O,8.61915,7.41E-06,-23.25353574,0.032148704,-22.52698,0.269333675,0.247929916,0.920530695
RSM3455,H2O,22.7434005,0.00142377,-44.31328243,2.725449638,-39.38188,1.261773673,0.008387981,0.00664777
RSM3457,H2O,16.7500665,2.60E-05,-27.84097412,0.097947938,-26.60945,0.264465872,0.084926851,0.321125937
RSM3461,H2O,10.9032525,0.000625397,-43.22435699,0.934710183,-36.22758,1.836364335,0.043536771,0.023708134
RSM3468,H2O,11.0465535,0.00159447,-44.34412535,1.301766925,-41.95188,1.147064253,0.060762606,0.052972277
RSM3469,H2O,7.1170425,0.000163087,-43.49525192,0.174413383,-39.3739,0.366192483,0.27239497,0.743857349
RSM3474,H2O,11.2049505,0.0157477,-51.46392525,1.782360115,-42.00177,1.362881191,0.253411651,0.185938182
RSM3478,H2O,31.827141,0.00124359,-42.88837062,2.862024072,-40.29448,1.515216848,0.021139283,0.013951325
RSM3481,H2O,9.993774,0.000461253,-37.65865543,0.851070825,-36.27221,2.121186608,0.10146386,0.047833538
